NoRes,NoReplayGain,Downmix,ReplayGainFast,Freeformat,Stereo,CRC,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,MPEGMode,time
0,0,0,0,0,0,0,0,1,44,320,0,3,9.45
0,1,0,0,0,0,0,0,0,48,8,0,1,8.2
0,0,0,0,0,1,0,0,1,8,8,0,1,2.72
0,0,0,1,0,1,0,0,0,22,8,0,1,3.4
0,1,0,0,0,0,0,0,0,8,8,2,2,1.63
0,0,0,0,0,0,0,0,1,48,8,0,3,9.2
0,1,0,0,0,1,0,0,0,22,160,0,1,2.98
0,0,0,0,0,0,0,0,1,48,320,0,3,10.11
0,1,0,0,0,0,0,0,0,22,8,1,1,3.67
0,0,0,0,0,0,0,0,1,48,8,0,2,9.18
0,1,0,0,0,0,0,0,0,22,8,0,3,2.86
0,1,0,0,0,1,0,0,0,8,8,0,1,0.99
0,0,0,0,0,0,0,0,1,8,8,0,1,2.02
0,0,0,0,0,0,1,0,1,8,8,1,4,2.32
0,0,0,1,0,0,0,0,0,22,8,0,3,4.41
0,0,0,0,0,0,0,0,1,48,160,0,3,9.6
0,1,0,0,0,1,0,0,0,22,8,0,1,4.21
0,0,0,1,0,0,0,0,0,22,8,0,1,4.63
0,0,0,0,0,0,0,0,1,8,8,0,3,2.35
0,1,0,0,0,0,0,0,0,22,8,0,4,3.6
0,0,0,1,0,0,0,0,0,48,8,0,4,7.92
0,0,0,0,0,0,0,0,1,44,8,0,2,7.35
0,1,0,0,0,0,0,0,0,8,8,0,2,2.36
0,1,0,0,0,1,0,0,0,8,320,0,1,2.03
0,0,0,0,0,0,0,0,1,44,320,0,2,8.2
0,0,0,0,1,0,0,0,1,44,320,0,1,9.48
0,0,0,0,0,0,0,0,1,22,8,0,2,5.66
0,1,0,0,0,0,0,0,0,44,8,0,3,7.37
0,0,0,1,0,0,0,0,0,8,160,0,2,2.2
0,0,1,0,0,1,0,0,1,22,8,0,1,5.89
0,1,0,0,0,0,0,0,0,22,8,0,1,3.75
0,0,0,0,0,0,0,0,1,22,8,2,2,5.65
0,1,0,0,0,0,0,0,0,8,8,0,4,2.08
0,1,0,0,0,0,0,0,0,8,8,0,1,1.97
1,0,0,0,0,0,0,0,1,44,8,1,1,8.66
0,0,0,0,0,0,0,0,1,48,320,0,3,9.15
0,1,0,0,0,0,0,0,0,44,8,0,3,4.71
0,1,0,0,0,0,0,0,0,22,8,0,2,2.81
0,0,0,0,0,0,0,0,1,22,160,0,2,4.48
0,0,0,0,0,0,0,0,1,48,8,0,2,7.76
0,0,0,0,0,0,0,0,1,44,8,0,1,7.25
0,0,0,0,0,0,0,0,1,8,160,0,4,1.79
0,1,0,0,0,0,0,0,0,8,8,0,2,1.16
0,1,0,0,0,1,0,0,0,44,8,0,1,4.64
0,0,0,1,0,0,0,0,0,22,8,1,4,3.09
0,1,0,0,0,1,0,0,0,22,8,0,1,2.25
0,1,0,0,0,0,1,0,0,8,8,0,3,0.83
0,1,0,0,0,0,0,0,0,22,320,0,2,2.95
0,0,0,1,0,0,0,0,0,8,160,0,4,1.5
0,0,0,1,0,1,0,0,0,48,8,0,1,6.38
0,0,0,0,0,0,0,0,1,22,320,0,1,4.56
0,0,0,0,0,0,0,0,1,22,8,1,2,3.86
0,0,0,0,0,1,0,0,1,8,8,0,1,1.65
0,0,0,1,0,0,0,0,0,44,8,0,4,5.4
0,1,0,0,0,0,0,0,0,22,8,0,3,2.4
0,1,0,0,0,0,0,0,0,22,8,0,1,2.29
0,0,0,1,0,0,0,0,0,8,8,0,3,1.1
0,1,0,0,0,0,0,0,0,48,8,0,2,4.78
0,0,0,1,1,0,0,0,0,8,160,0,4,1.96
0,1,0,0,0,0,0,0,0,8,8,0,2,0.85
0,0,0,0,0,0,0,0,1,48,8,0,3,8.02
0,0,0,1,0,0,0,0,0,44,8,0,4,6.02
0,1,1,0,0,0,0,0,0,8,8,0,3,0.97
0,0,0,1,0,1,0,0,0,44,8,0,1,6.47
0,0,0,0,0,0,0,0,1,22,8,2,2,3.83
0,1,0,0,0,1,0,0,0,48,8,0,1,4.92
0,1,0,0,0,0,0,0,0,22,8,0,1,2.6
1,1,0,0,0,0,0,0,0,22,8,0,1,2.82
0,1,0,0,0,0,0,0,0,44,320,0,3,7.11
0,0,0,0,0,0,0,0,1,8,320,0,2,1.74
0,0,0,0,0,0,0,0,1,44,320,0,2,10.33
0,1,0,0,0,0,0,0,0,48,320,0,3,6.78
0,0,0,0,0,0,0,0,1,22,320,0,3,4.6
0,0,0,1,0,0,0,0,0,8,320,0,4,2.35
0,1,0,0,0,0,0,0,0,8,320,0,3,1.93
0,0,0,0,0,0,0,0,1,8,320,0,2,2.72
0,0,0,0,0,0,0,0,1,44,320,0,2,7.89
0,0,0,0,0,0,0,0,1,22,320,0,4,4.61
0,1,0,0,0,0,0,0,0,22,320,0,2,2.95
0,0,0,1,0,0,1,0,0,8,320,0,2,2.22
0,0,0,0,0,0,0,0,1,22,320,0,2,6.5
0,0,0,0,0,1,0,0,1,22,320,0,1,6.77
0,1,0,0,0,0,0,0,0,8,320,0,1,1.97
0,0,0,1,0,0,0,0,0,44,320,0,4,9.05
0,0,0,1,0,0,0,0,0,22,320,0,1,3.93
0,0,0,0,0,0,0,0,1,22,320,0,2,5.6
0,0,0,0,0,0,0,0,1,8,320,0,3,2.97
0,1,0,0,0,0,0,0,0,8,320,0,1,1.21
0,0,0,1,1,0,0,0,0,44,320,0,2,8.62
0,0,0,0,0,0,0,0,1,44,320,0,3,10.33
0,0,0,1,0,1,0,0,0,8,320,0,1,2.3
0,0,1,0,0,0,0,0,1,48,320,0,2,10.91
0,1,0,0,0,1,0,0,0,48,320,0,1,7.31
1,0,0,0,0,0,0,0,1,8,320,0,1,2.65
0,0,0,0,0,0,0,0,1,22,320,0,2,4.68
0,0,0,1,0,0,0,0,0,22,8,0,2,4.67
0,0,0,1,0,0,0,0,0,48,320,0,2,9.15
0,0,0,0,0,0,0,0,1,44,320,0,2,7.97
0,0,0,0,0,0,0,0,1,22,320,0,1,6.45
0,0,0,0,0,1,0,0,1,48,160,0,1,9.78
0,0,0,0,0,0,0,0,1,48,320,0,2,9.99
0,0,0,0,0,0,0,0,1,44,160,0,1,7.79
0,0,0,0,0,0,0,0,1,48,8,0,4,8.33
0,0,0,0,0,0,0,0,1,48,320,0,3,8.92
0,0,0,0,0,0,1,0,1,44,8,0,3,9.72
0,1,0,0,0,0,0,0,0,22,320,0,2,4.72
0,0,0,1,0,0,0,0,0,22,160,0,4,5.56
0,0,0,1,0,1,0,0,0,8,8,0,1,2.22
0,0,0,0,0,0,0,0,1,22,8,0,1,5.57
0,0,0,0,0,0,0,0,1,44,160,0,4,10.45
0,0,0,1,0,0,0,0,0,48,160,0,1,7.09
0,0,0,1,0,1,0,0,0,44,160,0,1,8.91
0,0,0,1,0,0,0,0,0,8,320,0,3,2.26
0,0,0,0,0,0,0,0,1,48,160,0,3,8.42
0,1,0,0,1,0,0,0,0,44,8,0,2,5.67
0,0,0,0,0,0,0,0,1,8,160,0,3,2.73
0,0,0,1,0,0,0,0,0,44,160,0,2,9.24
0,0,1,0,0,0,0,0,1,44,320,0,2,10.94
0,1,0,0,0,0,0,0,0,8,8,0,4,2.1
0,1,0,0,0,0,0,0,0,22,320,0,3,4.62
1,0,0,1,0,1,0,0,0,22,160,0,1,5.33
0,0,0,1,0,0,0,0,0,48,8,0,2,6.4
0,0,0,1,0,0,0,0,0,48,8,0,2,9.2
0,0,0,1,0,0,0,0,0,8,8,0,2,2.39
0,0,0,0,0,0,0,0,1,44,8,0,3,7.21
0,0,0,0,0,0,0,0,1,48,8,0,3,9.97
0,0,0,0,0,0,0,0,1,44,8,0,2,8.93
0,0,0,0,0,0,0,0,1,22,8,0,1,4.4
0,1,0,0,0,0,0,0,0,44,8,0,2,5.02
0,0,0,0,0,0,0,0,1,8,8,0,2,1.73
0,0,0,0,0,0,1,0,1,48,8,0,2,11.6
0,0,0,0,0,0,0,0,1,22,8,0,3,6.08
0,0,0,1,0,1,0,0,0,48,8,0,1,8.53
0,0,0,0,0,0,0,0,1,44,8,0,1,10.07
0,1,0,0,0,1,0,0,0,22,8,0,1,4.54
0,0,0,0,0,0,0,0,1,48,8,0,4,11.24
0,1,0,0,0,0,0,0,0,48,8,0,3,4.72
0,0,0,0,0,0,0,0,1,22,8,0,2,6.26
0,0,0,0,0,0,0,0,1,8,8,0,1,2.88
0,0,0,0,0,0,0,0,1,48,8,0,2,8.83
0,0,0,1,0,0,0,0,0,48,8,0,3,8.52
0,0,0,1,0,0,0,0,0,8,8,0,4,2.21
0,1,1,0,0,0,0,0,0,22,8,0,3,4.0
0,0,0,1,0,0,0,0,0,8,8,0,4,2.18
0,1,0,0,0,0,0,0,0,8,8,0,1,2.18
1,0,0,0,0,0,0,0,1,8,8,0,4,2.68
0,0,0,1,0,0,0,0,0,48,8,2,2,5.83
0,1,0,0,0,1,0,0,0,48,8,0,1,4.1
0,0,0,0,0,0,0,0,1,22,8,1,3,3.84
0,0,0,0,0,0,0,0,1,48,320,0,3,9.01
0,0,0,0,0,0,0,0,1,22,8,1,2,3.85
0,0,0,0,0,1,0,0,1,22,8,0,1,3.85
0,0,0,0,0,1,0,0,1,48,8,0,1,7.86
0,0,0,1,0,0,0,0,0,8,8,0,4,1.34
0,1,0,0,0,1,1,0,0,44,8,0,1,4.99
0,0,0,0,0,0,0,0,1,22,8,0,1,4.32
0,1,0,0,0,1,0,0,0,22,160,0,1,2.96
0,0,0,0,0,1,0,0,1,8,320,0,1,2.05
0,0,0,1,0,0,0,0,0,22,8,0,1,3.07
0,0,0,0,0,0,0,0,1,22,8,2,2,3.83
0,1,0,0,0,0,0,0,0,44,8,0,3,4.75
0,0,0,0,0,0,0,0,1,22,8,1,4,3.87
0,0,0,0,0,0,0,0,1,44,8,0,2,7.86
0,0,0,0,0,0,0,0,1,44,8,1,2,6.63
0,0,0,0,0,0,0,0,1,8,8,0,2,1.45
0,0,0,1,0,0,0,0,0,8,160,0,4,1.54
0,1,0,0,1,0,0,0,0,8,320,0,2,1.59
0,1,0,0,0,1,0,0,0,8,8,0,1,0.84
0,0,0,0,0,0,0,0,1,22,160,0,3,4.62
0,0,0,1,0,0,0,0,0,8,8,0,1,1.74
0,1,1,0,0,1,0,0,0,8,160,0,1,1.24
0,1,0,0,0,0,0,0,0,22,8,0,2,2.76
0,0,0,0,0,0,0,0,1,44,8,2,2,6.63
0,0,0,1,0,0,0,0,0,8,8,0,4,1.42
0,1,0,0,0,0,0,0,0,22,8,0,1,2.25
1,1,0,0,0,0,0,0,0,8,8,0,3,1.12
0,0,0,0,0,0,0,0,1,22,8,0,2,5.75
0,0,0,1,0,0,0,0,0,8,160,0,2,1.46
0,1,0,0,0,0,0,0,0,44,8,0,2,6.74
0,0,0,1,0,0,0,0,0,44,8,0,2,9.65
0,0,0,1,0,0,0,0,0,44,8,0,2,7.44
0,0,0,1,0,0,0,0,0,48,320,0,2,7.08
0,0,0,0,0,0,0,0,1,48,8,0,2,7.81
0,0,0,1,0,0,0,0,0,44,8,0,2,6.31
0,0,0,0,0,0,1,0,1,48,8,1,2,9.39
0,0,0,1,0,0,0,0,0,22,8,0,2,4.49
0,0,0,1,0,0,0,0,0,8,160,0,2,2.24
0,1,0,0,0,0,0,0,0,44,8,2,2,6.51
0,0,0,1,0,0,0,0,0,8,8,0,2,1.84
0,0,0,0,0,0,0,0,1,44,160,0,2,7.67
0,0,0,1,0,0,0,0,0,22,160,0,2,5.32
0,1,0,0,0,0,0,0,0,8,8,0,2,1.97
0,0,0,1,0,0,0,0,0,44,320,0,2,7.18
0,0,0,0,1,0,0,0,1,8,320,0,2,3.32
0,1,0,0,0,0,0,0,0,22,8,0,2,3.75
0,0,0,1,0,0,0,0,0,44,8,0,2,8.3
0,0,1,0,0,0,0,0,1,48,160,0,2,10.62
0,1,0,0,0,0,0,0,0,22,8,0,2,4.49
0,0,0,1,0,0,0,0,0,44,8,2,2,7.93
0,0,0,1,0,0,0,0,0,8,8,0,2,2.25
0,1,0,0,0,0,0,0,0,8,8,1,2,1.56
1,0,0,1,0,0,0,0,0,48,8,2,2,8.26
0,0,0,0,0,0,0,0,1,48,8,0,3,8.25
0,1,0,0,0,1,0,0,0,22,320,0,1,4.56
0,1,0,0,0,0,0,0,0,8,8,0,4,1.93
0,0,0,1,0,0,0,0,0,48,8,0,1,8.21
0,0,0,0,0,0,0,0,1,48,8,0,2,7.79
0,0,0,1,0,1,0,0,0,44,320,0,1,6.74
0,0,0,0,0,0,0,0,1,48,8,1,2,7.15
0,0,0,1,0,0,1,0,0,48,160,0,4,8.39
0,1,0,0,0,0,0,0,0,22,8,0,2,3.77
0,1,0,0,0,0,0,0,0,8,160,0,2,2.16
0,1,0,0,0,1,0,0,0,22,8,0,1,4.3
0,0,0,0,0,0,0,0,1,8,160,0,1,2.81
0,1,0,0,0,0,0,0,0,44,8,2,2,5.99
0,0,0,0,0,0,0,0,1,44,8,1,2,8.67
0,0,0,0,0,0,0,0,1,48,8,0,4,10.22
0,0,0,0,0,0,0,0,1,48,8,1,3,7.12
0,1,0,0,0,0,0,0,0,48,160,0,3,6.64
0,0,0,0,0,0,0,0,1,8,8,0,3,2.73
0,0,0,1,0,0,0,0,0,48,320,0,2,7.26
0,0,0,0,1,0,0,0,1,48,320,0,2,9.82
0,0,0,0,0,0,0,0,1,22,8,0,2,5.68
0,0,0,0,0,0,0,0,1,44,8,1,3,8.68
0,0,0,1,0,0,0,0,0,22,320,0,3,4.5
0,0,1,0,0,0,0,0,1,8,8,1,3,2.36
0,0,0,1,0,1,0,0,0,8,8,0,1,2.2
0,0,0,0,0,0,0,0,1,22,8,2,3,6.08
0,1,0,0,0,0,0,0,0,8,8,0,1,2.27
0,1,0,0,0,0,0,0,0,44,320,0,2,6.45
1,0,0,0,0,0,0,0,1,48,8,1,1,9.14
0,0,0,0,0,0,0,0,1,22,160,0,4,4.57
0,0,0,0,0,1,0,0,1,22,8,2,1,3.93
0,1,0,0,0,0,0,0,0,8,8,0,3,1.11
0,1,0,0,0,0,0,0,0,8,8,0,2,1.0
0,1,0,0,0,0,0,0,0,48,8,0,3,5.23
0,0,0,0,0,0,0,0,1,22,160,0,2,4.61
0,1,0,0,0,0,1,0,0,22,8,0,1,2.8
0,1,0,0,0,1,0,0,0,22,8,1,1,2.24
0,0,0,0,0,0,0,0,1,44,160,0,2,7.83
0,0,0,1,0,1,0,0,0,8,160,0,1,1.53
0,0,0,1,0,0,0,0,0,48,8,2,1,5.83
0,0,0,0,0,0,0,0,1,44,8,1,2,6.7
0,1,0,0,0,0,0,0,0,44,8,0,4,3.92
0,0,0,1,0,0,0,0,0,22,320,0,4,3.67
0,0,0,0,0,0,0,0,1,8,8,0,3,1.78
0,0,0,0,0,0,0,0,1,48,8,0,2,8.08
0,0,0,0,0,0,0,0,1,8,8,0,2,1.63
0,0,0,0,0,0,0,0,1,44,8,1,2,6.67
0,0,0,0,1,1,0,0,1,22,160,0,1,4.62
0,0,0,0,0,0,0,0,1,44,8,0,3,6.71
0,1,0,0,0,0,0,0,0,44,8,0,3,4.73
0,0,0,1,0,0,0,0,0,48,8,1,2,5.81
0,0,1,1,0,0,0,0,0,48,8,0,3,6.39
0,0,0,1,0,0,0,0,0,44,8,0,1,6.17
0,0,0,0,0,0,0,0,1,22,8,2,4,3.88
0,0,0,1,0,0,0,0,0,8,8,0,3,1.39
0,1,0,0,0,0,0,0,0,8,160,0,1,1.27
1,0,0,1,0,0,0,0,0,22,8,0,2,3.22
0,0,0,0,0,0,0,0,1,22,160,0,1,6.7
0,0,0,0,0,0,0,0,1,8,320,0,2,2.75
0,0,0,0,0,0,0,0,1,22,8,0,3,4.33
0,0,0,0,0,0,0,0,1,44,320,0,4,7.93
0,0,0,0,0,1,0,0,1,44,320,0,1,7.93
0,0,0,0,0,0,1,0,1,22,160,0,2,6.6
0,0,0,0,0,1,0,0,1,22,160,0,1,6.49
0,0,0,0,0,0,0,0,1,8,160,0,1,2.98
0,0,0,0,0,1,0,0,1,44,160,0,1,10.34
0,0,0,1,0,0,0,0,0,44,320,0,1,8.59
0,0,0,1,0,0,0,0,0,8,8,0,4,2.31
0,0,0,1,0,1,0,0,0,8,8,0,1,1.53
0,0,0,0,0,0,0,0,1,44,160,0,2,9.75
0,0,0,0,0,0,0,0,1,8,160,0,2,2.66
0,0,0,0,0,1,0,0,1,48,320,0,1,8.94
0,1,0,0,1,0,0,0,0,22,8,0,1,3.92
0,0,0,1,0,0,0,0,0,22,320,0,3,5.3
0,0,0,1,0,0,0,0,0,8,8,0,3,2.25
0,0,1,1,0,1,0,0,0,8,160,0,1,2.37
0,0,0,0,0,0,0,0,1,22,8,0,2,5.47
0,1,0,0,0,0,0,0,0,8,320,0,4,1.98
1,0,0,1,0,0,0,0,0,8,320,0,4,2.18
0,1,0,0,0,0,0,0,0,8,8,0,2,1.6
0,0,0,1,0,0,0,0,0,48,8,2,2,5.79
0,0,0,0,0,0,0,0,1,44,8,0,2,7.46
0,0,0,1,0,0,0,0,0,8,8,0,2,1.7
0,0,0,1,0,0,1,0,0,22,8,0,4,4.87
0,1,0,0,0,0,0,0,0,22,8,0,2,3.74
0,0,0,1,0,1,0,0,0,8,160,0,1,2.52
0,1,0,0,0,1,0,0,0,22,160,0,1,4.59
0,0,0,1,0,0,0,0,0,8,8,0,1,2.28
0,0,0,1,0,0,0,0,0,44,8,2,2,7.57
0,0,0,1,0,0,0,0,0,8,8,0,1,2.65
0,0,0,1,0,0,0,0,0,22,8,0,4,4.86
0,1,0,0,0,0,0,0,0,22,8,0,3,2.73
0,0,0,0,0,0,0,0,1,48,8,0,4,9.84
0,0,0,1,0,0,0,0,0,8,320,0,4,2.32
0,1,0,0,0,0,0,0,0,8,320,0,3,1.24
0,1,0,0,1,0,0,0,0,22,160,0,4,3.91
0,0,0,0,0,0,0,0,1,44,8,0,2,8.85
0,0,0,0,0,0,0,0,1,8,160,0,3,2.76
0,0,0,1,0,0,0,0,0,8,160,0,3,2.2
0,0,1,1,0,0,0,0,0,48,8,0,1,9.99
0,1,0,0,0,0,0,0,0,48,8,0,3,6.81
0,0,0,0,0,0,0,0,1,22,8,2,2,5.8
0,0,0,1,0,1,0,0,0,44,8,0,1,9.05
0,1,0,0,0,0,0,0,0,22,8,0,2,4.57
1,0,0,0,0,0,0,0,1,22,8,1,2,5.94
0,1,0,0,0,0,0,0,0,44,320,0,4,5.18
0,1,0,0,0,0,0,0,0,48,320,0,2,5.51
0,0,0,0,0,0,0,0,1,48,8,1,2,7.1
0,0,0,0,0,0,1,0,1,48,8,1,2,9.42
0,0,0,0,0,0,0,0,1,22,320,0,2,6.41
0,1,0,0,0,0,0,0,0,22,160,0,2,4.69
0,0,0,1,0,1,0,0,0,8,8,0,1,1.84
0,1,0,0,0,0,0,0,0,22,320,0,1,4.65
0,0,0,1,0,0,0,0,0,44,8,2,3,7.79
0,1,0,0,0,0,0,0,0,22,8,0,2,4.33
0,0,0,1,0,0,0,0,0,44,8,0,4,9.84
0,0,0,1,0,1,0,0,0,22,320,0,1,3.79
0,0,0,1,0,0,0,0,0,8,8,0,1,2.26
0,0,0,0,0,1,0,0,1,48,8,0,1,7.83
0,1,0,0,1,0,0,0,0,8,160,0,4,2.01
0,0,0,0,0,0,0,0,1,44,8,0,2,9.13
0,0,0,1,0,0,0,0,0,44,8,0,3,9.43
0,0,0,1,0,0,0,0,0,8,160,0,1,2.25
0,0,1,0,0,0,0,0,1,22,8,1,1,5.41
0,0,0,0,0,0,0,0,1,22,8,0,2,6.24
0,0,0,1,0,1,0,0,0,8,8,2,1,1.97
0,0,0,0,0,0,0,0,1,8,8,0,2,2.75
0,1,0,0,0,0,0,0,0,44,160,0,2,6.02
1,0,0,0,0,0,0,0,1,44,8,0,3,10.97
0,0,0,1,0,0,0,0,0,22,8,0,2,3.38
0,0,0,1,0,0,0,0,0,22,8,0,3,3.29
0,0,0,0,0,0,1,0,1,22,160,0,2,4.85
0,1,0,0,0,0,0,0,0,22,160,0,4,3.05
0,0,0,0,0,0,0,0,1,48,160,0,2,8.26
0,0,0,1,0,1,0,0,0,22,160,0,1,3.76
0,1,0,0,0,0,0,0,0,8,320,0,1,1.05
0,0,0,0,0,0,0,0,1,8,8,1,2,1.45
0,0,0,0,0,1,0,0,1,22,8,0,1,3.84
0,0,0,1,0,0,0,0,0,8,8,0,4,1.45
0,1,0,0,0,0,0,0,0,22,8,0,4,2.69
0,0,0,0,0,0,0,0,1,48,8,0,2,8.06
0,0,0,0,0,0,0,0,1,8,8,0,2,1.46
0,0,0,0,1,1,0,0,1,8,8,0,1,1.8
0,1,0,0,0,0,0,0,0,48,8,0,1,4.1
0,0,0,0,0,0,0,0,1,44,8,0,3,7.34
0,0,0,1,0,0,0,0,0,44,8,1,3,5.42
0,0,1,0,0,1,0,0,1,44,8,1,1,6.72
0,0,0,0,0,0,0,0,1,22,8,0,2,4.27
0,0,0,1,0,0,0,0,0,22,8,2,4,3.01
0,0,0,1,0,0,0,0,0,48,8,0,3,6.56
0,1,0,0,0,0,0,0,0,48,8,0,4,4.86
1,1,0,0,0,0,0,0,0,44,320,0,2,5.4
0,0,0,0,0,0,0,0,1,44,8,1,2,6.76
0,1,0,0,0,0,1,0,0,8,8,0,3,0.97
0,0,0,0,0,0,0,0,1,22,160,0,2,4.66
0,0,0,0,0,0,0,0,1,48,160,0,2,8.27
0,0,0,1,0,1,0,0,0,8,8,0,1,1.12
0,0,0,0,0,0,0,0,1,44,8,2,1,7.11
0,0,0,0,0,0,0,0,1,48,8,0,3,7.12
0,1,0,0,0,0,0,0,0,8,8,2,1,0.84
0,1,0,0,0,0,0,0,0,22,320,0,4,2.9
0,0,0,0,0,0,0,0,1,8,160,0,2,1.83
0,0,0,1,0,0,0,0,0,44,8,0,2,6.02
0,0,0,0,0,0,0,0,1,8,8,0,3,1.9
0,0,0,0,0,0,0,0,1,8,8,0,2,1.81
0,1,0,0,1,0,0,0,0,22,320,0,2,3.4
0,0,0,0,0,0,0,0,1,48,8,0,1,7.25
0,0,0,0,0,0,0,0,1,48,8,0,3,7.86
0,0,0,1,0,0,0,0,0,22,8,0,1,3.31
0,0,1,1,0,0,0,0,0,8,8,0,3,1.62
0,0,0,1,0,0,0,0,0,48,8,0,3,6.39
0,0,0,1,0,0,0,0,0,8,8,2,2,1.11
0,1,0,0,0,0,0,0,0,22,8,0,4,2.73
0,1,0,0,0,0,0,0,0,22,8,0,4,2.32
1,1,0,0,0,0,0,0,0,8,8,0,3,1.13
0,1,0,0,0,0,1,0,0,48,8,2,2,4.33
0,0,0,0,0,0,0,0,1,22,8,0,4,4.41
0,1,0,0,0,0,0,0,0,8,160,0,4,1.22
0,0,0,1,0,1,0,0,0,22,8,0,1,3.01
0,1,0,0,0,0,0,0,0,48,8,0,1,4.92
0,0,0,0,0,0,0,0,1,22,8,1,2,3.94
0,1,0,0,0,0,0,0,0,22,8,0,4,2.81
0,0,0,1,0,0,0,0,0,8,8,0,4,1.13
0,0,0,0,0,1,0,0,1,8,8,1,1,1.45
0,0,0,0,0,0,0,0,1,8,160,0,3,1.73
0,1,0,0,0,0,0,0,0,8,8,0,3,1.09
0,0,0,0,0,1,0,0,1,8,8,0,1,1.44
0,0,0,0,1,0,0,0,1,22,320,0,2,5.12
0,0,0,0,0,0,0,0,1,48,8,0,3,7.12
0,0,0,1,0,0,0,0,0,8,8,2,3,1.12
0,0,0,1,0,0,0,0,0,22,8,0,4,3.01
0,0,1,0,0,0,0,0,1,44,8,0,3,7.2
0,0,0,0,0,0,0,0,1,22,8,0,3,4.26
0,0,0,0,0,0,0,0,1,8,8,2,3,1.45
0,0,0,0,0,0,0,0,1,8,8,0,2,1.76
0,1,0,0,0,1,0,0,0,8,8,0,1,0.98
1,0,0,0,0,0,0,0,1,8,8,0,1,1.86
0,1,0,0,0,0,1,0,0,22,8,0,3,3.95
0,0,0,0,0,1,1,0,1,22,160,0,1,6.45
0,0,0,1,0,1,1,0,0,8,8,0,1,1.89
0,0,0,0,0,0,1,0,1,8,8,0,1,2.8
0,1,0,0,0,0,1,0,0,22,8,1,3,3.73
0,0,0,1,0,1,1,0,0,22,8,0,1,4.48
0,0,0,1,0,0,1,0,0,8,160,0,4,2.26
0,0,0,0,0,0,1,0,1,48,160,0,1,8.67
0,0,0,0,0,0,1,0,1,48,8,0,2,10.34
0,0,0,0,0,1,1,0,1,8,8,0,1,2.79
0,1,0,0,0,0,1,0,0,22,160,0,1,3.02
0,0,0,1,1,0,1,0,0,22,8,0,3,4.66
0,0,0,0,0,0,1,0,1,22,8,0,4,5.62
0,0,0,0,0,0,1,0,1,48,8,0,3,10.32
0,0,0,1,0,0,1,0,0,48,8,0,2,7.84
0,1,1,0,0,0,1,0,0,8,160,0,1,1.93
0,1,0,0,0,1,1,0,0,48,8,0,1,6.98
0,0,0,1,0,0,1,0,0,8,8,2,3,1.91
0,1,0,0,0,0,1,0,0,22,8,0,4,4.05
0,1,0,0,0,0,1,0,0,8,8,0,4,2.07
1,0,0,0,0,0,1,0,1,8,8,0,1,2.75
0,1,0,0,0,0,0,0,0,22,160,0,2,4.77
0,0,0,1,0,1,0,0,0,22,8,0,1,4.48
0,1,0,0,0,0,0,0,0,22,8,0,1,3.96
0,0,0,0,0,0,0,0,1,22,8,0,2,5.6
0,0,0,0,0,0,0,0,1,22,8,0,4,5.88
0,1,0,0,0,0,0,0,0,22,160,0,4,4.6
0,1,0,0,0,0,0,0,0,22,8,1,2,2.24
0,0,0,1,0,0,0,0,0,22,8,2,2,4.72
0,0,0,1,0,0,0,0,0,22,8,0,3,3.28
0,0,0,1,1,0,0,0,0,22,8,0,3,4.75
0,0,0,0,0,0,0,0,1,22,8,0,4,5.61
0,0,0,0,0,0,0,0,1,22,320,0,3,6.49
0,0,0,1,0,0,0,0,0,22,8,0,2,5.33
0,0,1,0,0,0,0,0,1,22,8,0,2,5.95
0,1,0,0,0,0,0,0,0,22,8,0,3,4.73
0,0,0,1,0,0,0,0,0,22,8,2,4,4.73
0,0,0,1,0,0,0,0,0,22,8,0,3,4.91
0,1,0,0,0,0,0,0,0,22,8,0,4,4.51
1,0,0,1,0,0,0,0,0,22,8,0,4,4.57
0,0,0,1,0,1,0,0,0,22,160,0,1,5.41
0,0,0,1,0,0,0,0,0,48,160,0,1,8.25
0,0,0,0,0,0,0,0,1,8,160,0,4,2.85
0,0,0,0,0,0,0,0,1,8,160,0,2,1.85
0,0,0,0,0,0,0,0,1,8,160,0,4,2.69
0,1,0,0,0,1,0,0,0,8,160,0,1,2.01
0,0,0,1,0,0,0,0,0,8,160,0,2,1.59
0,0,0,0,1,0,0,0,1,44,160,0,4,11.04
0,1,0,0,0,0,0,0,0,22,160,0,3,4.83
0,0,0,1,0,0,0,0,0,22,160,0,3,5.32
0,0,1,1,0,1,0,0,0,48,160,0,1,8.77
0,1,0,0,0,0,0,0,0,8,160,0,2,2.03
1,0,0,1,0,0,0,0,0,48,160,0,4,8.51
0,0,0,1,0,1,0,0,0,8,8,0,1,1.92
0,0,0,1,0,1,0,0,0,44,8,0,1,9.13
0,0,0,0,0,1,0,0,1,8,8,1,1,1.45
0,0,0,0,0,1,0,0,1,22,8,0,1,5.57
0,0,0,0,0,1,0,0,1,8,320,0,1,2.89
0,0,0,1,0,1,0,0,0,22,8,0,1,3.03
0,1,0,0,1,1,0,0,0,44,320,0,1,7.38
0,1,0,0,0,1,0,0,0,44,8,0,1,5.89
0,0,0,1,0,1,0,0,0,44,8,0,1,8.5
0,0,1,1,0,1,0,0,0,48,320,0,1,8.94
0,0,0,0,0,1,0,0,1,8,8,0,1,2.99
