NoRes,NoReplayGain,Downmix,ReplayGainFast,Freeformat,Stereo,CRC,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,MPEGMode,time
0,0,0,0,0,0,0,0,1,44,320,0,3,9.13
0,1,0,0,0,0,0,0,0,48,8,0,1,8.42
0,0,0,0,0,1,0,0,1,8,8,0,1,3.12
0,0,0,1,0,1,0,0,0,22,8,0,1,3.67
0,1,0,0,0,0,0,0,0,8,8,2,2,2.31
0,0,0,0,0,0,0,0,1,48,8,0,3,10.34
0,1,0,0,0,1,0,0,0,22,160,0,1,3.31
0,0,0,0,0,0,0,0,1,48,320,0,3,11.54
0,1,0,0,0,0,0,0,0,22,8,1,1,4.04
0,0,0,0,0,0,0,0,1,48,8,0,2,10.22
0,1,0,0,0,0,0,0,0,22,8,0,3,3.86
0,1,0,0,0,1,0,0,0,8,8,0,1,1.49
0,0,0,0,0,0,0,0,1,8,8,0,1,1.88
0,0,0,0,0,0,1,0,1,8,8,1,4,1.95
0,0,0,1,0,0,0,0,0,22,8,0,3,6.1
0,0,0,0,0,0,0,0,1,48,160,0,3,12.91
0,1,0,0,0,1,0,0,0,22,8,0,1,3.48
0,0,0,1,0,0,0,0,0,22,8,0,1,5.11
0,0,0,0,0,0,0,0,1,8,8,0,3,3.01
0,1,0,0,0,0,0,0,0,22,8,0,4,2.38
0,0,0,1,0,0,0,0,0,48,8,0,4,5.38
0,0,0,0,0,0,0,0,1,44,8,0,2,7.25
0,1,0,0,0,0,0,0,0,8,8,0,2,2.8
0,1,0,0,0,1,0,0,0,8,320,0,1,2.61
0,0,0,0,0,0,0,0,1,44,320,0,2,7.41
0,0,0,0,1,0,0,0,1,44,320,0,1,7.68
0,0,0,0,0,0,0,0,1,22,8,0,2,6.24
0,1,0,0,0,0,0,0,0,44,8,0,3,7.95
0,0,0,1,0,0,0,0,0,8,160,0,2,2.9
0,0,1,0,0,1,0,0,1,22,8,0,1,4.89
0,1,0,0,0,0,0,0,0,22,8,0,1,4.65
0,0,0,0,0,0,0,0,1,22,8,2,2,6.02
0,1,0,0,0,0,0,0,0,8,8,0,4,1.64
0,1,0,0,0,0,0,0,0,8,8,0,1,2.35
1,0,0,0,0,0,0,0,1,44,8,1,1,7.1
0,0,0,0,0,0,0,0,1,48,320,0,3,9.63
0,1,0,0,0,0,0,0,0,44,8,0,3,5.3
0,1,0,0,0,0,0,0,0,22,8,0,2,4.05
0,0,0,0,0,0,0,0,1,22,160,0,2,5.11
0,0,0,0,0,0,0,0,1,48,8,0,2,9.27
0,0,0,0,0,0,0,0,1,44,8,0,1,5.82
0,0,0,0,0,0,0,0,1,8,160,0,4,1.47
0,1,0,0,0,0,0,0,0,8,8,0,2,2.27
0,1,0,0,0,1,0,0,0,44,8,0,1,3.55
0,0,0,1,0,0,0,0,0,22,8,1,4,2.0
0,1,0,0,0,1,0,0,0,22,8,0,1,2.49
0,1,0,0,0,0,1,0,0,8,8,0,3,1.4
0,1,0,0,0,0,0,0,0,22,320,0,2,4.28
0,0,0,1,0,0,0,0,0,8,160,0,4,1.38
0,0,0,1,0,1,0,0,0,48,8,0,1,6.34
0,0,0,0,0,0,0,0,1,22,320,0,1,4.41
0,0,0,0,0,0,0,0,1,22,8,1,2,4.16
0,0,0,0,0,1,0,0,1,8,8,0,1,1.89
0,0,0,1,0,0,0,0,0,44,8,0,4,2.59
0,1,0,0,0,0,0,0,0,22,8,0,3,2.96
0,1,0,0,0,0,0,0,0,22,8,0,1,2.46
0,0,0,1,0,0,0,0,0,8,8,0,3,1.59
0,1,0,0,0,0,0,0,0,48,8,0,2,7.59
0,0,0,1,1,0,0,0,0,8,160,0,4,1.44
0,1,0,0,0,0,0,0,0,8,8,0,2,1.42
0,0,0,0,0,0,0,0,1,48,8,0,3,9.72
0,0,0,1,0,0,0,0,0,44,8,0,4,3.19
0,1,1,0,0,0,0,0,0,8,8,0,3,2.02
0,0,0,1,0,1,0,0,0,44,8,0,1,4.59
0,0,0,0,0,0,0,0,1,22,8,2,2,4.38
0,1,0,0,0,1,0,0,0,48,8,0,1,5.72
0,1,0,0,0,0,0,0,0,22,8,0,1,3.11
1,1,0,0,0,0,0,0,0,22,8,0,1,3.16
0,1,0,0,0,0,0,0,0,44,320,0,3,9.35
0,0,0,0,0,0,0,0,1,8,320,0,2,2.48
0,0,0,0,0,0,0,0,1,44,320,0,2,12.7
0,1,0,0,0,0,0,0,0,48,320,0,3,9.04
0,0,0,0,0,0,0,0,1,22,320,0,3,5.12
0,0,0,1,0,0,0,0,0,8,320,0,4,1.78
0,1,0,0,0,0,0,0,0,8,320,0,3,2.89
0,0,0,0,0,0,0,0,1,8,320,0,2,3.36
0,0,0,0,0,0,0,0,1,44,320,0,2,7.75
0,0,0,0,0,0,0,0,1,22,320,0,4,3.35
0,1,0,0,0,0,0,0,0,22,320,0,2,4.06
0,0,0,1,0,0,1,0,0,8,320,0,2,2.84
0,0,0,0,0,0,0,0,1,22,320,0,2,7.93
0,0,0,0,0,1,0,0,1,22,320,0,1,7.32
0,1,0,0,0,0,0,0,0,8,320,0,1,2.5
0,0,0,1,0,0,0,0,0,44,320,0,4,5.11
0,0,0,1,0,0,0,0,0,22,320,0,1,3.91
0,0,0,0,0,0,0,0,1,22,320,0,2,6.77
0,0,0,0,0,0,0,0,1,8,320,0,3,3.45
0,1,0,0,0,0,0,0,0,8,320,0,1,1.88
0,0,0,1,1,0,0,0,0,44,320,0,2,10.08
0,0,0,0,0,0,0,0,1,44,320,0,3,12.86
0,0,0,1,0,1,0,0,0,8,320,0,1,2.64
0,0,1,0,0,0,0,0,1,48,320,0,2,14.67
0,1,0,0,0,1,0,0,0,48,320,0,1,9.9
1,0,0,0,0,0,0,0,1,8,320,0,1,3.16
0,0,0,0,0,0,0,0,1,22,320,0,2,5.41
0,0,0,1,0,0,0,0,0,22,8,0,2,4.75
0,0,0,1,0,0,0,0,0,48,320,0,2,12.62
0,0,0,0,0,0,0,0,1,44,320,0,2,7.45
0,0,0,0,0,0,0,0,1,22,320,0,1,7.29
0,0,0,0,0,1,0,0,1,48,160,0,1,12.25
0,0,0,0,0,0,0,0,1,48,320,0,2,13.64
0,0,0,0,0,0,0,0,1,44,160,0,1,6.2
0,0,0,0,0,0,0,0,1,48,8,0,4,4.98
0,0,0,0,0,0,0,0,1,48,320,0,3,9.63
0,0,0,0,0,0,1,0,1,44,8,0,3,11.46
0,1,0,0,0,0,0,0,0,22,320,0,2,6.48
0,0,0,1,0,0,0,0,0,22,160,0,4,3.78
0,0,0,1,0,1,0,0,0,8,8,0,1,2.48
0,0,0,0,0,0,0,0,1,22,8,0,1,4.71
0,0,0,0,0,0,0,0,1,44,160,0,4,6.6
0,0,0,1,0,0,0,0,0,48,160,0,1,6.62
0,0,0,1,0,1,0,0,0,44,160,0,1,10.67
0,0,0,1,0,0,0,0,0,8,320,0,3,2.96
0,0,0,0,0,0,0,0,1,48,160,0,3,9.69
0,1,0,0,1,0,0,0,0,44,8,0,2,30.75
0,0,0,0,0,0,0,0,1,8,160,0,3,3.39
0,0,0,1,0,0,0,0,0,44,160,0,2,10.66
0,0,1,0,0,0,0,0,1,44,320,0,2,11.93
0,1,0,0,0,0,0,0,0,8,8,0,4,1.65
0,1,0,0,0,0,0,0,0,22,320,0,3,6.25
1,0,0,1,0,1,0,0,0,22,160,0,1,6.56
0,0,0,1,0,0,0,0,0,48,8,0,2,8.07
0,0,0,1,0,0,0,0,0,48,8,0,2,12.95
0,0,0,1,0,0,0,0,0,8,8,0,2,2.91
0,0,0,0,0,0,0,0,1,44,8,0,3,6.81
0,0,0,0,0,0,0,0,1,48,8,0,3,12.14
0,0,0,0,0,0,0,0,1,44,8,0,2,9.36
0,0,0,0,0,0,0,0,1,22,8,0,1,4.16
0,1,0,0,0,0,0,0,0,44,8,0,2,5.06
0,0,0,0,0,0,0,0,1,8,8,0,2,2.33
0,0,0,0,0,0,1,0,1,48,8,0,2,12.87
0,0,0,0,0,0,0,0,1,22,8,0,3,5.37
0,0,0,1,0,1,0,0,0,48,8,0,1,13.15
0,0,0,0,0,0,0,0,1,44,8,0,1,10.49
0,1,0,0,0,1,0,0,0,22,8,0,1,6.0
0,0,0,0,0,0,0,0,1,48,8,0,4,6.91
0,1,0,0,0,0,0,0,0,48,8,0,3,7.33
0,0,0,0,0,0,0,0,1,22,8,0,2,5.78
0,0,0,0,0,0,0,0,1,8,8,0,1,3.26
0,0,0,0,0,0,0,0,1,48,8,0,2,9.01
0,0,0,1,0,0,0,0,0,48,8,0,3,12.86
0,0,0,1,0,0,0,0,0,8,8,0,4,1.68
0,1,1,0,0,0,0,0,0,22,8,0,3,4.49
0,0,0,1,0,0,0,0,0,8,8,0,4,1.74
0,1,0,0,0,0,0,0,0,8,8,0,1,2.49
1,0,0,0,0,0,0,0,1,8,8,0,4,2.06
0,0,0,1,0,0,0,0,0,48,8,2,2,6.68
0,1,0,0,0,1,0,0,0,48,8,0,1,4.95
0,0,0,0,0,0,0,0,1,22,8,1,3,4.15
0,0,0,0,0,0,0,0,1,48,320,0,3,10.52
0,0,0,0,0,0,0,0,1,22,8,1,2,4.15
0,0,0,0,0,1,0,0,1,22,8,0,1,3.68
0,0,0,0,0,1,0,0,1,48,8,0,1,8.21
0,0,0,1,0,0,0,0,0,8,8,0,4,1.4
0,1,0,0,0,1,1,0,0,44,8,0,1,3.42
0,0,0,0,0,0,0,0,1,22,8,0,1,4.16
0,1,0,0,0,1,0,0,0,22,160,0,1,3.36
0,0,0,0,0,1,0,0,1,8,320,0,1,2.14
0,0,0,1,0,0,0,0,0,22,8,0,1,2.96
0,0,0,0,0,0,0,0,1,22,8,2,2,4.16
0,1,0,0,0,0,0,0,0,44,8,0,3,4.94
0,0,0,0,0,0,0,0,1,22,8,1,4,2.63
0,0,0,0,0,0,0,0,1,44,8,0,2,6.86
0,0,0,0,0,0,0,0,1,44,8,1,2,5.59
0,0,0,0,0,0,0,0,1,8,8,0,2,1.94
0,0,0,1,0,0,0,0,0,8,160,0,4,1.26
0,1,0,0,1,0,0,0,0,8,320,0,2,2.13
0,1,0,0,0,1,0,0,0,8,8,0,1,1.21
0,0,0,0,0,0,0,0,1,22,160,0,3,5.17
0,0,0,1,0,0,0,0,0,8,8,0,1,1.63
0,1,1,0,0,1,0,0,0,8,160,0,1,1.41
0,1,0,0,0,0,0,0,0,22,8,0,2,3.96
0,0,0,0,0,0,0,0,1,44,8,2,2,5.79
0,0,0,1,0,0,0,0,0,8,8,0,4,1.14
0,1,0,0,0,0,0,0,0,22,8,0,1,2.58
1,1,0,0,0,0,0,0,0,8,8,0,3,1.95
0,0,0,0,0,0,0,0,1,22,8,0,2,6.72
0,0,0,1,0,0,0,0,0,8,160,0,2,2.07
0,1,0,0,0,0,0,0,0,44,8,0,2,8.86
0,0,0,1,0,0,0,0,0,44,8,0,2,9.65
0,0,0,1,0,0,0,0,0,44,8,0,2,8.09
0,0,0,1,0,0,0,0,0,48,320,0,2,8.43
0,0,0,0,0,0,0,0,1,48,8,0,2,9.69
0,0,0,1,0,0,0,0,0,44,8,0,2,5.84
0,0,0,0,0,0,1,0,1,48,8,1,2,12.07
0,0,0,1,0,0,0,0,0,22,8,0,2,5.65
0,0,0,1,0,0,0,0,0,8,160,0,2,2.87
0,1,0,0,0,0,0,0,0,44,8,2,2,7.14
0,0,0,1,0,0,0,0,0,8,8,0,2,2.48
0,0,0,0,0,0,0,0,1,44,160,0,2,7.27
0,0,0,1,0,0,0,0,0,22,160,0,2,6.67
0,1,0,0,0,0,0,0,0,8,8,0,2,2.71
0,0,0,1,0,0,0,0,0,44,320,0,2,6.39
0,0,0,0,1,0,0,0,1,8,320,0,2,3.71
0,1,0,0,0,0,0,0,0,22,8,0,2,5.17
0,0,0,1,0,0,0,0,0,44,8,0,2,9.98
0,0,1,0,0,0,0,0,1,48,160,0,2,15.5
0,1,0,0,0,0,0,0,0,22,8,0,2,6.26
0,0,0,1,0,0,0,0,0,44,8,2,2,8.0
0,0,0,1,0,0,0,0,0,8,8,0,2,2.89
0,1,0,0,0,0,0,0,0,8,8,1,2,2.32
1,0,0,1,0,0,0,0,0,48,8,2,2,10.35
0,0,0,0,0,0,0,0,1,48,8,0,3,9.21
0,1,0,0,0,1,0,0,0,22,320,0,1,5.67
0,1,0,0,0,0,0,0,0,8,8,0,4,1.72
0,0,0,1,0,0,0,0,0,48,8,0,1,10.78
0,0,0,0,0,0,0,0,1,48,8,0,2,9.75
0,0,0,1,0,1,0,0,0,44,320,0,1,4.72
0,0,0,0,0,0,0,0,1,48,8,1,2,7.76
0,0,0,1,0,0,1,0,0,48,160,0,4,5.82
0,1,0,0,0,0,0,0,0,22,8,0,2,5.13
0,1,0,0,0,0,0,0,0,8,160,0,2,2.7
0,1,0,0,0,1,0,0,0,22,8,0,1,5.8
0,0,0,0,0,0,0,0,1,8,160,0,1,3.16
0,1,0,0,0,0,0,0,0,44,8,2,2,6.79
0,0,0,0,0,0,0,0,1,44,8,1,2,8.03
0,0,0,0,0,0,0,0,1,48,8,0,4,7.53
0,0,0,0,0,0,0,0,1,48,8,1,3,7.75
0,1,0,0,0,0,0,0,0,48,160,0,3,10.49
0,0,0,0,0,0,0,0,1,8,8,0,3,3.72
0,0,0,1,0,0,0,0,0,48,320,0,2,8.41
0,0,0,0,1,0,0,0,1,48,320,0,2,11.34
0,0,0,0,0,0,0,0,1,22,8,0,2,5.92
0,0,0,0,0,0,0,0,1,44,8,1,3,8.22
0,0,0,1,0,0,0,0,0,22,320,0,3,5.98
0,0,1,0,0,0,0,0,1,8,8,1,3,3.17
0,0,0,1,0,1,0,0,0,8,8,0,1,2.63
0,0,0,0,0,0,0,0,1,22,8,2,3,6.78
0,1,0,0,0,0,0,0,0,8,8,0,1,2.56
0,1,0,0,0,0,0,0,0,44,320,0,2,7.01
1,0,0,0,0,0,0,0,1,48,8,1,1,9.63
0,0,0,0,0,0,0,0,1,22,160,0,4,3.07
0,0,0,0,0,1,0,0,1,22,8,2,1,3.72
0,1,0,0,0,0,0,0,0,8,8,0,3,2.0
0,1,0,0,0,0,0,0,0,8,8,0,2,2.01
0,1,0,0,0,0,0,0,0,48,8,0,3,7.06
0,0,0,0,0,0,0,0,1,22,160,0,2,5.2
0,1,0,0,0,0,1,0,0,22,8,0,1,3.34
0,1,0,0,0,1,0,0,0,22,8,1,1,2.48
0,0,0,0,0,0,0,0,1,44,160,0,2,7.19
0,0,0,1,0,1,0,0,0,8,160,0,1,1.69
0,0,0,1,0,0,0,0,0,48,8,2,1,5.58
0,0,0,0,0,0,0,0,1,44,8,1,2,5.57
0,1,0,0,0,0,0,0,0,44,8,0,4,1.72
0,0,0,1,0,0,0,0,0,22,320,0,4,2.87
0,0,0,0,0,0,0,0,1,8,8,0,3,2.5
0,0,0,0,0,0,0,0,1,48,8,0,2,9.61
0,0,0,0,0,0,0,0,1,8,8,0,2,2.35
0,0,0,0,0,0,0,0,1,44,8,1,2,5.91
0,0,0,0,1,1,0,0,1,22,160,0,1,4.5
0,0,0,0,0,0,0,0,1,44,8,0,3,5.58
0,1,0,0,0,0,0,0,0,44,8,0,3,5.34
0,0,0,1,0,0,0,0,0,48,8,1,2,6.56
0,0,1,1,0,0,0,0,0,48,8,0,3,7.97
0,0,0,1,0,0,0,0,0,44,8,0,1,4.41
0,0,0,0,0,0,0,0,1,22,8,2,4,2.51
0,0,0,1,0,0,0,0,0,8,8,0,3,2.17
0,1,0,0,0,0,0,0,0,8,160,0,1,1.57
1,0,0,1,0,0,0,0,0,22,8,0,2,4.2
0,0,0,0,0,0,0,0,1,22,160,0,1,7.27
0,0,0,0,0,0,0,0,1,8,320,0,2,3.32
0,0,0,0,0,0,0,0,1,22,8,0,3,4.98
0,0,0,0,0,0,0,0,1,44,320,0,4,4.13
0,0,0,0,0,1,0,0,1,44,320,0,1,5.88
0,0,0,0,0,0,1,0,1,22,160,0,2,7.72
0,0,0,0,0,1,0,0,1,22,160,0,1,7.21
0,0,0,0,0,0,0,0,1,8,160,0,1,3.11
0,0,0,0,0,1,0,0,1,44,160,0,1,12.26
0,0,0,1,0,0,0,0,0,44,320,0,1,8.9
0,0,0,1,0,0,0,0,0,8,8,0,4,1.78
0,0,0,1,0,1,0,0,0,8,8,0,1,1.86
0,0,0,0,0,0,0,0,1,44,160,0,2,10.88
0,0,0,0,0,0,0,0,1,8,160,0,2,3.43
0,0,0,0,0,1,0,0,1,48,320,0,1,8.09
0,1,0,0,1,0,0,0,0,22,8,0,1,3.6
0,0,0,1,0,0,0,0,0,22,320,0,3,6.7
0,0,0,1,0,0,0,0,0,8,8,0,3,2.99
0,0,1,1,0,1,0,0,0,8,160,0,1,2.68
0,0,0,0,0,0,0,0,1,22,8,0,2,5.77
0,1,0,0,0,0,0,0,0,8,320,0,4,1.55
1,0,0,1,0,0,0,0,0,8,320,0,4,1.75
0,1,0,0,0,0,0,0,0,8,8,0,2,2.32
0,0,0,1,0,0,0,0,0,48,8,2,2,6.92
0,0,0,0,0,0,0,0,1,44,8,0,2,6.89
0,0,0,1,0,0,0,0,0,8,8,0,2,2.13
0,0,0,1,0,0,1,0,0,22,8,0,4,3.59
0,1,0,0,0,0,0,0,0,22,8,0,2,5.16
0,0,0,1,0,1,0,0,0,8,160,0,1,2.75
0,1,0,0,0,1,0,0,0,22,160,0,1,5.67
0,0,0,1,0,0,0,0,0,8,8,0,1,2.54
0,0,0,1,0,0,0,0,0,44,8,2,2,7.6
0,0,0,1,0,0,0,0,0,8,8,0,1,2.58
0,0,0,1,0,0,0,0,0,22,8,0,4,3.36
0,1,0,0,0,0,0,0,0,22,8,0,3,3.93
0,0,0,0,0,0,0,0,1,48,8,0,4,6.82
0,0,0,1,0,0,0,0,0,8,320,0,4,1.76
0,1,0,0,0,0,0,0,0,8,320,0,3,2.16
0,1,0,0,1,0,0,0,0,22,160,0,4,2.66
0,0,0,0,0,0,0,0,1,44,8,0,2,9.09
0,0,0,0,0,0,0,0,1,8,160,0,3,3.53
0,0,0,1,0,0,0,0,0,8,160,0,3,3.29
0,0,1,1,0,0,0,0,0,48,8,0,1,10.05
0,1,0,0,0,0,0,0,0,48,8,0,3,10.13
0,0,0,0,0,0,0,0,1,22,8,2,2,6.74
0,0,0,1,0,1,0,0,0,44,8,0,1,8.17
0,1,0,0,0,0,0,0,0,22,8,0,2,6.15
1,0,0,0,0,0,0,0,1,22,8,1,2,6.72
0,1,0,0,0,0,0,0,0,44,320,0,4,2.73
0,1,0,0,0,0,0,0,0,48,320,0,2,7.63
0,0,0,0,0,0,0,0,1,48,8,1,2,8.26
0,0,0,0,0,0,1,0,1,48,8,1,2,11.11
0,0,0,0,0,0,0,0,1,22,320,0,2,7.73
0,1,0,0,0,0,0,0,0,22,160,0,2,6.06
0,0,0,1,0,1,0,0,0,8,8,0,1,2.42
0,1,0,0,0,0,0,0,0,22,320,0,1,5.63
0,0,0,1,0,0,0,0,0,44,8,2,3,6.58
0,1,0,0,0,0,0,0,0,22,8,0,2,4.37
0,0,0,1,0,0,0,0,0,44,8,0,4,5.07
0,0,0,1,0,1,0,0,0,22,320,0,1,3.91
0,0,0,1,0,0,0,0,0,8,8,0,1,2.51
0,0,0,0,0,1,0,0,1,48,8,0,1,8.07
0,1,0,0,1,0,0,0,0,8,160,0,4,1.82
0,0,0,0,0,0,0,0,1,44,8,0,2,7.97
0,0,0,1,0,0,0,0,0,44,8,0,3,9.49
0,0,0,1,0,0,0,0,0,8,160,0,1,2.7
0,0,1,0,0,0,0,0,1,22,8,1,1,5.47
0,0,0,0,0,0,0,0,1,22,8,0,2,7.9
0,0,0,1,0,1,0,0,0,8,8,2,1,2.37
0,0,0,0,0,0,0,0,1,8,8,0,2,3.31
0,1,0,0,0,0,0,0,0,44,160,0,2,7.92
1,0,0,0,0,0,0,0,1,44,8,0,3,11.39
0,0,0,1,0,0,0,0,0,22,8,0,2,4.17
0,0,0,1,0,0,0,0,0,22,8,0,3,4.24
0,0,0,0,0,0,1,0,1,22,160,0,2,5.17
0,1,0,0,0,0,0,0,0,22,160,0,4,2.42
0,0,0,0,0,0,0,0,1,48,160,0,2,9.6
0,0,0,1,0,1,0,0,0,22,160,0,1,4.07
0,1,0,0,0,0,0,0,0,8,320,0,1,1.61
0,0,0,0,0,0,0,0,1,8,8,1,2,1.93
0,0,0,0,0,1,0,0,1,22,8,0,1,3.67
0,0,0,1,0,0,0,0,0,8,8,0,4,1.48
0,1,0,0,0,0,0,0,0,22,8,0,4,2.37
0,0,0,0,0,0,0,0,1,48,8,0,2,9.45
0,0,0,0,0,0,0,0,1,8,8,0,2,1.93
0,0,0,0,1,1,0,0,1,8,8,0,1,2.01
0,1,0,0,0,0,0,0,0,48,8,0,1,5.02
0,0,0,0,0,0,0,0,1,44,8,0,3,6.95
0,0,0,1,0,0,0,0,0,44,8,1,3,4.45
0,0,1,0,0,1,0,0,1,44,8,1,1,4.72
0,0,0,0,0,0,0,0,1,22,8,0,2,4.9
0,0,0,1,0,0,0,0,0,22,8,2,4,2.02
0,0,0,1,0,0,0,0,0,48,8,0,3,8.36
0,1,0,0,0,0,0,0,0,48,8,0,4,3.34
1,1,0,0,0,0,0,0,0,44,320,0,2,4.92
0,0,0,0,0,0,0,0,1,44,8,1,2,5.59
0,1,0,0,0,0,1,0,0,8,8,0,3,1.72
0,0,0,0,0,0,0,0,1,22,160,0,2,5.13
0,0,0,0,0,0,0,0,1,48,160,0,2,10.02
0,0,0,1,0,1,0,0,0,8,8,0,1,1.37
0,0,0,0,0,0,0,0,1,44,8,2,1,4.69
0,0,0,0,0,0,0,0,1,48,8,0,3,7.77
0,1,0,0,0,0,0,0,0,8,8,2,1,1.21
0,1,0,0,0,0,0,0,0,22,320,0,4,2.45
0,0,0,0,0,0,0,0,1,8,160,0,2,2.67
0,0,0,1,0,0,0,0,0,44,8,0,2,5.72
0,0,0,0,0,0,0,0,1,8,8,0,3,2.62
0,0,0,0,0,0,0,0,1,8,8,0,2,3.09
0,1,0,0,1,0,0,0,0,22,320,0,2,4.26
0,0,0,0,0,0,0,0,1,48,8,0,1,6.83
0,0,0,0,0,0,0,0,1,48,8,0,3,9.01
0,0,0,1,0,0,0,0,0,22,8,0,1,3.58
0,0,1,1,0,0,0,0,0,8,8,0,3,2.35
0,0,0,1,0,0,0,0,0,48,8,0,3,7.8
0,0,0,1,0,0,0,0,0,8,8,2,2,1.59
0,1,0,0,0,0,0,0,0,22,8,0,4,1.9
0,1,0,0,0,0,0,0,0,22,8,0,4,1.56
1,1,0,0,0,0,0,0,0,8,8,0,3,1.9
0,1,0,0,0,0,1,0,0,48,8,2,2,5.72
0,0,0,0,0,0,0,0,1,22,8,0,4,3.14
0,1,0,0,0,0,0,0,0,8,160,0,4,1.11
0,0,0,1,0,1,0,0,0,22,8,0,1,3.13
0,1,0,0,0,0,0,0,0,48,8,0,1,5.45
0,0,0,0,0,0,0,0,1,22,8,1,2,4.16
0,1,0,0,0,0,0,0,0,22,8,0,4,2.4
0,0,0,1,0,0,0,0,0,8,8,0,4,1.06
0,0,0,0,0,1,0,0,1,8,8,1,1,1.78
0,0,0,0,0,0,0,0,1,8,160,0,3,2.59
0,1,0,0,0,0,0,0,0,8,8,0,3,1.94
0,0,0,0,0,1,0,0,1,8,8,0,1,1.69
0,0,0,0,1,0,0,0,1,22,320,0,2,5.21
0,0,0,0,0,0,0,0,1,48,8,0,3,7.82
0,0,0,1,0,0,0,0,0,8,8,2,3,1.57
0,0,0,1,0,0,0,0,0,22,8,0,4,2.09
0,0,1,0,0,0,0,0,1,44,8,0,3,7.14
0,0,0,0,0,0,0,0,1,22,8,0,3,4.8
0,0,0,0,0,0,0,0,1,8,8,2,3,1.97
0,0,0,0,0,0,0,0,1,8,8,0,2,2.45
0,1,0,0,0,1,0,0,0,8,8,0,1,1.51
1,0,0,0,0,0,0,0,1,8,8,0,1,2.07
0,1,0,0,0,0,1,0,0,22,8,0,3,4.21
0,0,0,0,0,1,1,0,1,22,160,0,1,7.2
0,0,0,1,0,1,1,0,0,8,8,0,1,2.37
0,0,0,0,0,0,1,0,1,8,8,0,1,3.09
0,1,0,0,0,0,1,0,0,22,8,1,3,5.23
0,0,0,1,0,1,1,0,0,22,8,0,1,5.72
0,0,0,1,0,0,1,0,0,8,160,0,4,1.76
0,0,0,0,0,0,1,0,1,48,160,0,1,8.02
0,0,0,0,0,0,1,0,1,48,8,0,2,11.27
0,0,0,0,0,1,1,0,1,8,8,0,1,3.11
0,1,0,0,0,0,1,0,0,22,160,0,1,3.54
0,0,0,1,1,0,1,0,0,22,8,0,3,4.58
0,0,0,0,0,0,1,0,1,22,8,0,4,3.95
0,0,0,0,0,0,1,0,1,48,8,0,3,14.48
0,0,0,1,0,0,1,0,0,48,8,0,2,10.88
0,1,1,0,0,0,1,0,0,8,160,0,1,2.53
0,1,0,0,0,1,1,0,0,48,8,0,1,10.73
0,0,0,1,0,0,1,0,0,8,8,2,3,2.47
0,1,0,0,0,0,1,0,0,22,8,0,4,2.94
0,1,0,0,0,0,1,0,0,8,8,0,4,1.81
1,0,0,0,0,0,1,0,1,8,8,0,1,3.03
0,1,0,0,0,0,0,0,0,22,160,0,2,6.39
0,0,0,1,0,1,0,0,0,22,8,0,1,5.41
0,1,0,0,0,0,0,0,0,22,8,0,1,3.56
0,0,0,0,0,0,0,0,1,22,8,0,2,6.71
0,0,0,0,0,0,0,0,1,22,8,0,4,3.94
0,1,0,0,0,0,0,0,0,22,160,0,4,3.37
0,1,0,0,0,0,0,0,0,22,8,1,2,2.95
0,0,0,1,0,0,0,0,0,22,8,2,2,5.9
0,0,0,1,0,0,0,0,0,22,8,0,3,4.22
0,0,0,1,1,0,0,0,0,22,8,0,3,4.84
0,0,0,0,0,0,0,0,1,22,8,0,4,3.93
0,0,0,0,0,0,0,0,1,22,320,0,3,7.76
0,0,0,1,0,0,0,0,0,22,8,0,2,6.57
0,0,1,0,0,0,0,0,1,22,8,0,2,5.49
0,1,0,0,0,0,0,0,0,22,8,0,3,6.21
0,0,0,1,0,0,0,0,0,22,8,2,4,3.36
0,0,0,1,0,0,0,0,0,22,8,0,3,5.09
0,1,0,0,0,0,0,0,0,22,8,0,4,3.36
1,0,0,1,0,0,0,0,0,22,8,0,4,3.34
0,0,0,1,0,1,0,0,0,22,160,0,1,6.5
0,0,0,1,0,0,0,0,0,48,160,0,1,13.29
0,0,0,0,0,0,0,0,1,8,160,0,4,2.09
0,0,0,0,0,0,0,0,1,8,160,0,2,2.62
0,0,0,0,0,0,0,0,1,8,160,0,4,2.17
0,1,0,0,0,1,0,0,0,8,160,0,1,2.53
0,0,0,1,0,0,0,0,0,8,160,0,2,2.17
0,0,0,0,1,0,0,0,1,44,160,0,4,6.24
0,1,0,0,0,0,0,0,0,22,160,0,3,6.19
0,0,0,1,0,0,0,0,0,22,160,0,3,7.09
0,0,1,1,0,1,0,0,0,48,160,0,1,13.12
0,1,0,0,0,0,0,0,0,8,160,0,2,2.9
1,0,0,1,0,0,0,0,0,48,160,0,4,6.44
0,0,0,1,0,1,0,0,0,8,8,0,1,2.4
0,0,0,1,0,1,0,0,0,44,8,0,1,7.27
0,0,0,0,0,1,0,0,1,8,8,1,1,1.74
0,0,0,0,0,1,0,0,1,22,8,0,1,6.9
0,0,0,0,0,1,0,0,1,8,320,0,1,3.2
0,0,0,1,0,1,0,0,0,22,8,0,1,2.94
0,1,0,0,1,1,0,0,0,44,320,0,1,7.78
0,1,0,0,0,1,0,0,0,44,8,0,1,7.69
0,0,0,1,0,1,0,0,0,44,8,0,1,10.82
0,0,1,1,0,1,0,0,0,48,320,0,1,11.44
0,0,0,0,0,1,0,0,1,8,8,0,1,3.17
