new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,performance
5,0,1,1,0,100,2048,2,9169.8
2,1,1,1,0,10,64,8,105705.8
1,1,0,1,1,10,64,6,93990.2
3,1,0,1,1,60,16,6,11260.8
3,0,0,1,0,10,8,8,38117.4
5,1,1,0,1,70,64,10,299719.0
1,0,0,0,1,80,64,10,101614.0
3,1,1,1,0,90,4,0,12865.6
2,1,1,0,1,90,2,8,80070.8
1,1,0,0,0,60,16,2,17709.4
1,1,1,0,0,10,4,10,80857.8
5,1,1,0,0,40,512,0,9126.2
4,0,1,0,0,70,128,6,19501.6
1,1,1,0,0,60,32,0,17738.6
5,1,1,1,0,50,8,0,9193.4
4,1,1,1,1,80,2048,8,125587.2
1,1,0,0,0,70,2048,0,17693.4
4,0,1,0,1,80,512,2,8906.0
1,0,0,0,0,0,4096,4,18435.6
4,0,0,0,0,100,16,4,13111.8
1,1,0,1,0,50,4096,10,102865.2
1,0,0,1,1,40,512,6,91005.2
4,1,1,0,1,20,2,8,58896.0
3,0,0,0,0,70,128,4,12186.6
5,0,1,1,1,20,8,6,47413.2
1,1,1,0,1,90,2,10,80059.8
2,1,0,0,1,80,512,10,101681.6
4,0,1,0,0,30,4096,8,41051.6
3,1,1,0,0,0,2,0,15858.0
5,0,1,1,1,20,1,4,9240.0
1,0,1,1,0,80,256,6,90767.0
3,0,0,1,0,0,128,2,15930.6
3,0,1,0,0,50,256,10,48675.0
1,0,0,0,0,20,512,0,17739.8
2,1,0,1,0,70,4,4,12468.6
1,0,0,0,1,70,128,4,11792.6
2,0,0,0,0,40,1024,10,101316.6
5,0,1,1,1,0,32,0,9292.6
3,1,1,0,1,90,256,0,12127.2
2,1,0,0,1,10,128,2,5758.2
4,0,1,0,0,60,64,6,19587.4
1,1,1,0,1,70,4096,0,17764.2
1,0,1,1,1,20,4096,6,91793.8
5,1,0,1,1,20,2,6,47444.4
3,1,1,0,0,70,4,10,46806.8
1,0,1,0,0,0,4096,0,17910.6
3,0,0,1,1,10,1,10,50289.8
3,1,1,1,0,50,2,8,39053.2
5,1,0,0,1,50,128,8,122291.2
5,0,0,1,0,10,64,2,9143.4
1,1,1,0,0,0,256,2,17928.2
2,0,0,1,0,90,2,6,107418.2
5,1,0,0,1,40,4,2,9203.0
5,1,1,0,1,40,8,0,9101.0
4,0,1,0,0,0,32,2,11878.4
2,1,0,0,1,40,256,10,101791.6
5,0,0,1,1,40,2048,6,47648.2
5,0,0,0,0,0,8,2,9235.4
5,1,1,0,1,0,4,10,299348.2
2,0,0,1,1,30,2048,6,91423.0
1,1,0,1,1,30,128,6,91510.2
4,1,0,0,1,80,2048,4,12881.8
4,1,1,0,0,50,4096,2,8942.6
1,1,1,1,0,90,2,8,117753.4
3,1,0,0,1,70,1,0,14469.0
5,0,1,1,1,40,512,8,122179.4
3,1,0,0,1,40,2048,2,12112.4
4,0,1,0,1,40,4,0,9379.4
4,0,1,1,1,20,2,0,35907.0
3,1,1,1,1,70,64,6,10763.2
1,0,0,1,1,90,4096,6,90963.8
1,1,1,1,0,70,256,8,102975.8
4,1,1,1,0,90,512,0,35900.6
4,0,1,0,1,0,1,4,22119.8
1,0,1,1,0,90,64,4,11766.6
2,0,1,0,1,90,256,4,4299.4
2,0,1,0,1,90,1024,10,100873.6
2,1,1,0,0,0,64,10,85374.0
2,1,1,1,0,90,4096,4,11822.8
4,0,1,1,1,100,64,6,49345.0
2,1,0,1,0,90,2048,2,17701.2
1,0,0,0,1,70,128,2,17846.6
3,0,1,1,1,40,256,6,10589.0
5,0,1,1,1,40,4096,2,9139.2
2,1,0,1,0,60,512,0,17662.6
5,0,1,0,0,100,4096,0,9171.6
1,1,0,0,1,80,1,10,83356.6
5,0,1,1,1,30,2048,10,300898.4
3,1,0,1,1,70,2048,8,38007.4
1,0,1,0,1,90,8,2,17825.0
1,1,0,0,0,90,256,8,100957.4
4,1,1,1,0,80,32,8,124840.2
1,0,1,1,1,10,1,0,17667.2
1,1,0,1,1,30,256,0,17761.0
5,0,1,0,1,30,32,8,121536.0
1,1,0,0,1,100,4,2,17731.4
1,0,0,0,1,100,1,6,78833.2
2,1,0,1,1,30,512,2,17673.4
4,1,0,0,0,50,256,2,8964.2
2,1,1,1,0,100,16,10,105418.0
5,1,1,0,0,20,64,10,300019.2
1,1,1,0,1,90,8,4,12152.2
4,1,0,0,0,10,128,0,9260.0
2,1,0,0,0,50,128,2,4875.4
4,0,0,1,0,20,1,2,35857.6
3,0,1,0,0,0,128,2,15963.8
1,1,1,1,0,60,32,6,91763.8
5,0,0,0,0,10,1024,8,121658.8
4,1,1,0,0,0,32,0,11869.4
3,0,0,1,0,20,8,4,12455.2
5,0,0,0,1,90,1,2,9164.8
4,1,0,0,1,10,1024,8,46757.2
5,1,0,1,0,100,2048,8,122149.8
2,0,1,1,1,10,1,10,125658.4
4,1,1,1,0,0,16,4,39546.8
3,1,1,1,0,80,2,10,48724.8
2,0,0,1,1,60,1024,8,102724.0
2,0,0,0,1,100,8,8,86159.4
5,1,1,1,0,30,8,2,9110.2
3,1,0,0,0,20,32,4,12080.2
4,0,1,1,1,20,4096,10,412701.4
3,1,0,1,0,10,64,10,50541.4
4,1,1,0,1,70,8,6,22431.6
2,1,0,1,0,90,1,4,15290.6
2,0,1,1,1,10,2048,8,105563.8
1,1,1,1,1,0,1,0,17959.8
4,1,0,1,1,60,16,4,43514.0
3,0,1,0,0,90,1,4,14372.0
5,0,1,0,1,80,2,2,9211.0
1,1,0,1,1,60,1024,2,17857.8
1,0,0,0,0,90,8,6,76349.2
1,1,1,1,1,70,16,4,11865.0
3,0,1,0,1,30,64,4,12110.0
4,1,0,1,0,30,1,2,35886.4
5,1,0,1,1,20,64,10,299699.2
3,1,0,0,0,50,16,8,37704.4
3,1,0,1,0,70,4,2,12846.2
1,1,0,1,0,70,2,6,107331.8
1,1,1,1,0,90,1,2,17610.2
5,0,0,1,1,0,4096,2,9270.4
2,1,0,0,0,80,32,6,87857.0
5,1,1,0,0,30,512,4,9127.6
1,0,1,0,1,0,128,6,81983.2
1,0,0,0,0,70,256,2,17702.8
4,1,0,1,0,10,32,10,416132.4
4,0,1,1,1,10,1,0,35718.6
3,1,1,0,0,30,2048,10,48757.0
5,1,0,1,1,100,32,6,47593.6
3,1,0,0,0,20,64,2,12190.8
4,1,0,0,1,80,32,10,114917.8
3,0,0,0,1,0,1,0,15995.6
2,0,1,1,1,20,32,10,104289.6
1,1,1,1,1,30,2,6,107371.8
5,1,1,1,1,50,2048,6,47780.8
5,0,1,0,0,20,8,8,121322.8
1,0,1,0,0,80,1,10,83282.8
2,1,1,0,0,60,64,6,89416.0
2,1,0,1,0,70,2,4,13329.8
4,1,1,1,1,100,1024,8,125256.0
5,1,1,1,1,0,64,4,9215.6
3,0,1,1,1,60,8,0,12561.4
4,1,0,0,0,60,512,10,113274.0
4,0,0,0,1,0,1024,2,11897.0
2,1,1,0,1,80,8,0,5109.2
3,1,0,1,1,60,4,6,13544.0
1,0,1,0,1,10,4096,4,12342.4
4,0,0,0,0,30,128,4,13224.0
2,0,1,0,1,50,128,4,4543.4
3,1,1,0,0,10,512,2,12351.8
4,1,1,1,0,70,64,2,35866.4
4,1,1,1,0,70,16,0,35774.8
3,0,1,0,1,10,32,2,12451.8
2,0,0,0,0,80,256,10,101323.0
2,1,1,0,0,80,512,0,4684.0
2,0,0,0,1,90,512,2,4683.0
1,0,1,1,0,90,2,4,13314.6
1,1,1,1,1,50,32,0,17690.2
5,0,0,0,0,60,512,4,9203.4
5,0,1,0,0,100,128,6,47551.4
5,0,0,1,1,80,4096,6,47734.4
2,1,0,1,0,90,4096,0,17665.0
1,1,0,1,1,20,512,2,17678.2
5,0,1,0,1,60,4096,6,47810.8
2,0,1,1,1,90,1024,6,90970.4
3,1,1,1,0,10,4096,2,12509.4
1,0,0,0,0,40,8,4,12138.2
2,0,1,0,1,100,16,0,4908.6
1,0,0,0,1,60,8,6,76316.4
1,0,1,0,1,80,8,10,86167.4
4,0,0,0,0,90,4096,8,39106.2
3,1,1,0,0,40,64,2,11993.2
2,1,0,1,0,20,512,0,17672.2
5,0,1,0,1,90,16,0,9141.6
3,1,1,1,1,40,1,4,14403.0
2,0,0,0,1,0,64,8,85321.2
3,0,0,0,1,80,64,0,12128.2
2,0,1,0,0,40,2,6,74027.2
1,0,1,1,1,0,32,0,17914.8
3,0,1,1,0,100,128,4,12146.2
1,0,0,1,0,30,128,6,91529.4
1,1,0,1,0,40,4096,4,11897.8
2,1,1,0,0,30,16,8,97019.4
3,1,0,1,0,90,256,8,37703.8
5,1,1,0,0,50,32,0,9122.2
3,1,1,0,1,20,1,8,42750.0
1,0,0,0,0,10,32,6,87268.0
5,1,0,1,0,80,256,2,9182.8
4,0,0,1,0,10,256,6,48629.0
2,0,1,0,1,50,2048,10,101205.8
4,1,1,1,1,30,2048,0,35884.2
4,0,1,0,0,20,1024,2,9111.0
2,1,1,1,1,30,1024,2,17618.4
1,0,1,1,1,0,16,6,123670.0
4,0,1,1,0,70,2048,6,49341.6
1,1,1,1,0,80,256,2,17694.0
2,0,0,1,1,30,64,8,103229.6
3,0,0,1,1,80,4096,0,12089.2
1,0,0,0,1,20,4096,2,17763.2
1,1,0,0,0,40,32,4,11895.8
4,1,0,1,1,80,2048,2,35681.8
1,0,0,1,0,10,64,6,93827.6
5,1,0,1,0,0,8,8,121849.6
4,0,1,1,0,60,1,6,48715.8
1,1,1,1,1,10,64,6,93833.4
2,0,0,1,1,0,32,10,131541.4
2,1,1,0,1,0,512,10,85358.0
5,1,1,0,1,90,2048,10,302159.0
3,0,1,0,0,20,32,4,12442.6
4,0,1,0,0,30,1024,4,13205.8
5,1,1,0,0,80,256,6,47697.6
2,0,0,1,0,30,256,10,103614.6
1,0,0,1,0,80,1024,10,102656.2
4,1,1,1,1,10,2048,0,35738.8
4,0,0,0,1,90,16,6,20374.2
3,1,0,0,1,50,128,10,48660.4
2,0,1,1,1,50,4,2,17591.8
1,0,1,0,0,80,64,2,17693.6
5,1,0,0,0,30,512,2,9182.4
2,0,0,0,0,30,32,2,4970.0
1,0,0,1,0,50,128,10,102946.8
4,0,1,0,0,70,1024,10,113954.0
3,0,0,0,0,80,16,8,37590.0
2,1,1,0,1,0,2,0,11398.2
1,1,0,0,0,90,16,2,17810.8
2,1,0,0,0,90,1,4,14755.6
3,1,1,0,0,60,16,0,12300.0
5,1,0,0,0,30,2048,0,9232.4
2,1,0,1,0,10,16,4,12385.6
1,1,0,0,1,30,512,2,17683.8
2,1,1,1,0,100,64,2,17653.8
4,0,0,1,1,50,512,10,416701.2
5,0,1,0,1,80,32,0,9115.6
4,1,1,1,0,60,2,4,43260.8
2,1,0,1,0,40,1,6,116345.0
1,0,1,1,1,60,128,10,102702.4
2,0,1,1,0,70,1024,2,17717.4
5,1,1,0,1,60,1,8,121451.0
3,1,0,0,1,0,2,4,15884.8
1,1,1,1,0,90,512,4,11746.4
3,1,1,1,1,50,4096,10,48916.2
2,0,0,1,1,70,32,6,91696.6
1,1,0,0,1,60,128,4,11807.2
5,1,1,0,0,50,32,4,9156.4
5,1,1,1,1,50,128,0,9200.6
1,1,1,1,0,100,64,0,17779.0
5,0,0,1,0,0,1024,8,121364.6
5,1,0,0,1,20,32,4,9170.4
1,0,0,1,1,60,16,4,11907.8
3,1,0,0,1,0,1,0,15949.8
4,1,1,1,0,10,32,6,48816.2
2,0,0,0,0,100,16,4,5062.0
2,1,0,1,1,90,1024,2,17655.8
4,1,0,1,1,50,32,10,415186.2
2,0,0,1,1,90,256,2,17664.6
1,0,1,1,0,90,32,4,11858.6
2,0,0,0,1,90,2,2,7490.2
5,1,1,0,1,40,256,4,9158.0
2,0,0,1,1,40,2,4,13320.4
1,1,1,1,1,30,4096,6,91403.6
3,1,1,0,0,90,256,8,37697.8
5,1,1,1,1,70,1,0,9120.2
3,0,1,1,0,90,1024,8,37704.8
3,0,0,0,0,40,1,10,50150.4
1,0,1,0,1,30,8,6,76691.0
2,0,0,1,1,10,256,10,105426.2
4,1,0,1,0,60,1,6,48653.6
5,1,0,1,0,40,8,4,9147.2
5,0,0,1,0,60,8,0,9202.6
1,0,1,0,1,40,8,10,86153.6
3,0,0,1,0,60,128,0,12206.2
3,1,0,0,1,10,1024,2,12446.0
5,1,1,0,0,30,512,10,300615.4
1,0,0,0,0,90,8,4,12123.4
2,0,1,0,1,20,4,4,11953.2
1,1,0,1,0,0,1,0,17951.6
5,0,0,1,0,30,2048,10,302064.2
4,0,1,0,1,90,2,2,9503.8
4,0,1,1,0,30,256,8,124400.8
4,1,1,1,0,40,64,6,49546.8
5,1,1,0,1,40,4096,6,47725.8
3,0,0,1,1,80,32,6,10826.8
4,0,1,0,1,70,2,6,26421.6
4,1,1,1,0,50,1024,4,43567.8
1,1,0,0,1,10,1,2,17791.6
3,1,0,1,1,60,1,8,42828.6
2,0,0,1,1,70,256,8,102939.2
5,0,1,1,0,60,1,0,9209.6
1,0,0,0,1,80,512,8,101696.6
1,1,1,0,1,50,2,10,79790.0
5,0,0,0,0,80,1,6,47111.6
5,0,0,1,1,20,128,8,121801.0
2,1,1,1,0,60,2048,2,17671.8
5,0,1,1,1,0,8,4,9216.0
4,0,0,1,0,50,64,4,43490.8
2,1,0,1,0,40,8,10,109342.6
5,0,0,1,0,20,128,10,302127.0
4,0,0,0,1,40,4,4,14646.6
4,0,0,0,1,70,8,10,145707.6
4,1,1,0,0,40,32,2,8972.8
3,1,1,1,1,100,2048,2,12165.4
1,0,1,1,0,10,4096,6,93771.0
2,1,1,0,1,60,2,10,80194.8
2,1,0,1,0,20,512,8,103939.4
5,0,0,0,1,60,32,4,9176.8
3,1,0,1,0,0,2048,2,15928.2
4,1,0,0,0,10,8,8,52985.6
3,0,1,1,0,10,2,2,13396.6
3,1,0,1,1,30,4096,2,12177.8
1,1,0,0,1,40,4,6,72992.6
5,1,0,0,1,10,512,2,9181.2
2,1,0,0,1,10,1,6,78862.6
3,0,0,0,1,40,16,4,12333.6
5,0,0,1,0,50,64,6,47892.8
4,1,0,0,1,100,1,8,82133.6
1,1,0,0,1,90,512,10,100572.0
2,0,1,0,1,10,2048,6,88582.4
3,1,0,1,0,90,32,8,37895.4
2,0,0,0,1,100,1,2,11243.4
3,1,0,0,1,90,16,2,12360.8
3,1,0,0,0,0,256,0,16027.6
5,0,0,1,1,70,1024,8,121361.4
2,0,1,1,1,20,32,0,17700.4
1,1,1,1,0,100,512,8,102708.0
2,1,0,0,1,80,32,6,87951.0
4,1,1,0,1,10,32,0,9243.6
4,1,0,0,1,90,64,4,12756.4
4,0,1,1,1,60,128,0,35667.6
2,1,1,1,1,0,32,10,131517.2
5,1,1,0,0,90,64,2,9141.0
5,0,0,1,1,10,2048,10,299654.2
1,0,0,0,1,70,16,0,17657.2
4,1,1,0,0,60,512,8,39096.6
3,0,1,0,0,100,4096,2,12065.2
3,1,0,1,0,0,1,10,48420.0
1,1,0,0,0,60,4096,4,11797.2
3,1,0,1,1,40,1024,10,49005.2
4,1,0,1,1,50,512,0,35847.6
1,0,0,0,1,100,4,2,17691.0
2,1,0,1,0,0,512,10,131516.6
4,1,0,0,0,20,8,2,9241.6
3,1,1,1,0,0,32,10,48127.0
2,0,0,1,1,20,128,4,12071.6
5,1,0,0,0,60,512,8,122444.6
2,1,1,1,1,100,8,4,12141.2
3,0,1,1,1,70,128,0,12256.4
2,1,1,0,1,30,128,2,4815.6
3,0,0,1,0,10,32,10,50369.4
4,1,0,1,0,10,256,4,43030.4
2,1,0,0,1,70,64,10,101438.8
4,1,1,0,0,90,128,4,12737.4
3,0,0,1,1,50,256,6,10741.2
4,0,1,1,0,60,4,8,124143.6
4,0,1,0,0,30,2,0,9560.2
3,0,1,1,1,10,2048,0,12478.8
2,1,0,1,1,40,32,2,17707.2
2,1,0,0,1,90,2048,10,100647.2
5,0,1,0,1,100,4,6,47464.6
5,0,1,1,1,50,2048,8,121958.0
4,0,0,0,1,30,32,8,41269.8
2,0,1,1,1,30,128,4,11987.2
3,0,1,1,1,0,32,0,15912.2
3,0,1,0,0,0,8,6,20804.2
3,0,1,1,1,90,512,6,10639.6
4,1,1,1,1,40,4096,2,35746.4
3,0,1,1,0,30,64,4,12151.6
5,0,1,1,1,70,2,10,298793.2
3,0,1,0,1,40,128,10,48678.6
3,1,1,0,0,0,128,4,16070.4
5,1,0,1,0,40,1,6,47414.2
4,1,0,1,0,30,4096,6,48982.2
3,1,0,0,1,100,4,0,12969.8
5,1,1,0,1,90,1,4,9117.4
2,1,1,1,1,80,2,10,117506.4
1,0,0,1,0,0,1024,2,17937.2
5,1,1,0,0,80,1,2,9089.0
5,1,1,1,0,40,8,6,47571.2
3,1,0,0,1,20,16,2,12167.4
5,0,1,1,0,90,1024,6,47451.6
5,0,0,0,0,10,1024,2,9153.0
4,1,0,1,1,50,32,8,124847.8
2,1,1,0,1,80,32,6,87713.8
4,1,1,1,0,0,16,6,41051.4
4,1,1,0,0,70,2,8,58597.2
5,1,0,1,0,60,1024,10,300192.2
1,1,1,0,0,70,32,4,11811.0
4,0,0,1,0,30,2048,6,49132.4
4,1,1,1,0,10,256,0,35741.0
2,0,0,0,0,60,1,6,78947.6
5,1,1,0,1,40,256,8,122396.4
3,0,0,0,0,40,2048,8,38082.2
1,1,0,1,0,40,64,6,91080.8
1,0,0,1,0,50,4,6,103001.6
1,0,1,1,1,50,1024,6,91011.8
5,0,0,0,1,0,8,4,9277.0
5,0,0,0,0,90,2048,8,121264.8
2,0,1,1,0,90,4096,6,91041.0
3,1,1,0,1,70,256,8,37972.2
5,0,0,1,0,80,512,4,9230.0
1,0,1,1,0,90,512,6,91218.0
3,0,0,0,1,20,2048,2,12167.2
3,0,1,1,1,30,256,6,10620.2
5,0,0,0,0,80,1024,8,121077.8
4,0,1,0,0,20,1,4,20395.0
2,1,1,0,0,40,256,10,101675.6
5,1,1,0,1,30,1024,10,300432.2
4,1,1,0,0,100,8,10,145674.4
1,1,1,1,1,0,1,8,131526.0
5,1,1,0,1,10,2,10,300828.6
4,0,1,0,0,60,256,8,39142.6
1,1,0,0,1,50,256,0,17784.2
5,0,1,0,0,80,256,0,9161.4
2,1,0,0,1,20,16,4,4888.4
1,1,1,1,0,70,4,6,103244.0
5,1,1,0,1,80,32,2,9194.4
3,1,0,0,0,20,2,0,13039.4
3,0,0,1,1,40,2048,2,12124.4
3,1,0,0,1,30,2,6,15548.4
4,0,1,0,1,40,8,8,49239.8
2,0,0,1,1,80,2,10,117181.8
4,1,0,0,0,50,1,4,20171.6
2,0,1,1,1,20,16,4,12092.2
2,1,1,1,1,0,2,10,131688.0
2,0,1,1,0,80,1024,4,11861.8
3,0,0,0,1,100,256,2,12098.4
3,0,1,1,0,0,1024,2,16015.8
4,0,1,1,0,90,128,10,416044.4
2,0,0,0,0,90,128,0,4673.2
3,1,0,1,1,0,2,0,16061.6
2,0,0,1,0,20,1024,2,17774.2
4,1,0,0,1,20,16,10,127373.4
1,0,1,1,1,60,256,6,90838.6
1,0,0,0,1,20,64,0,17781.6
3,1,0,0,1,20,2,4,13182.2
4,0,1,0,0,60,512,2,8928.6
4,0,1,1,0,70,16,8,125018.6
4,1,1,1,0,60,64,2,35823.8
1,1,1,0,0,10,8,10,86764.2
4,1,0,1,0,100,32,0,35747.8
1,0,1,1,0,20,4,6,103498.4
2,1,0,0,1,60,128,10,101668.6
3,0,1,1,1,0,512,2,15843.0
3,1,1,0,1,40,512,6,10587.8
4,1,1,1,1,30,8,4,43422.2
2,0,1,1,0,90,4,10,113834.6
1,0,1,1,0,90,1024,0,17731.2
2,1,0,0,1,0,2,8,85280.0
2,1,1,1,1,10,1,6,116337.0
3,0,1,0,1,10,512,4,12365.2
1,1,1,1,1,90,512,8,102994.4
2,1,1,1,1,80,2,0,17600.6
5,0,0,1,0,10,2,8,121308.6
4,0,1,1,0,100,2,10,417312.2
4,0,0,1,1,90,1,0,35757.0
5,1,0,1,1,80,4096,2,9219.8
1,0,0,0,1,0,2048,0,17977.0
1,1,1,0,0,80,4096,2,17720.2
5,1,0,0,1,60,2048,8,121995.0
4,1,0,1,1,20,1024,2,35874.6
5,1,0,1,1,0,16,6,47350.2
1,1,1,1,0,60,16,2,17717.4
4,0,0,1,0,0,1,10,420952.4
4,0,1,0,0,20,4,4,15208.2
3,1,1,0,1,10,64,4,12467.4
5,1,0,0,1,80,64,0,9220.8
3,0,1,1,0,60,32,8,37939.0
3,1,1,1,0,0,16,2,15840.2
1,0,0,1,0,40,1024,0,17657.6
3,0,1,1,0,50,2048,6,10702.4
2,1,1,0,1,40,2048,8,101532.8
5,1,1,0,1,20,4,4,9165.4
4,0,1,0,0,40,512,6,20309.2
3,0,1,0,0,80,8,6,12043.2
3,0,0,1,0,40,4,2,12946.4
5,1,0,0,1,40,4096,8,122185.4
1,0,0,1,1,70,256,8,102901.2
4,1,1,0,0,80,4096,2,8915.0
2,1,0,1,1,30,256,8,103223.4
4,0,0,1,0,0,64,4,39555.4
5,1,1,0,1,90,1024,4,9166.8
3,1,0,1,1,10,4096,10,50463.8
4,1,1,1,0,0,512,4,39605.8
2,1,1,1,0,50,4096,8,103003.6
4,1,1,0,1,70,2048,0,8899.4
2,0,1,0,1,50,32,4,4647.8
1,1,0,0,1,0,8,4,18575.8
2,1,0,0,0,30,1,0,11192.8
2,1,1,0,1,10,32,2,5798.4
5,1,1,1,0,60,4096,4,9188.4
2,0,0,1,1,50,2048,6,91038.2
1,1,0,0,1,10,1,4,15243.2
4,0,0,1,1,90,4,8,124148.2
4,1,1,0,0,40,16,6,20608.2
5,1,0,0,0,10,1024,4,9127.6
1,0,0,1,0,100,512,8,102698.0
5,1,0,0,0,20,32,4,9304.0
3,0,1,1,0,70,2048,10,48398.4
3,0,1,1,0,90,32,4,12105.6
5,0,0,0,1,20,4096,0,9165.8
3,1,1,0,1,20,256,8,38348.2
5,1,1,1,1,40,1,0,9201.6
3,1,0,1,1,0,1,8,44189.6
5,1,0,1,1,40,128,6,47586.4
3,0,1,0,0,100,8,4,12416.0
3,1,0,1,0,40,16,0,12229.6
3,1,1,1,0,90,2048,6,10639.0
1,0,1,0,1,60,8,0,17695.8
5,0,0,1,1,50,2,4,9166.4
2,1,0,0,1,50,2048,8,101257.6
1,1,1,0,0,100,128,0,17731.8
5,1,1,1,1,50,256,8,122298.8
5,1,0,0,1,30,32,8,122061.2
3,0,0,0,0,50,32,4,12257.6
3,0,0,0,0,20,1024,0,12195.6
5,1,1,0,1,10,256,10,301887.2
3,1,1,0,1,90,16,8,37323.4
2,1,0,1,1,40,4096,10,103055.0
2,1,1,0,1,30,1024,8,100894.6
4,0,0,1,1,100,512,8,125179.6
4,1,0,0,0,50,32,8,40300.6
5,0,1,1,1,40,16,2,9248.8
3,1,1,1,1,50,8,6,12045.4
4,1,0,1,1,50,1,2,35778.2
5,1,0,0,0,40,4096,10,302701.8
2,0,1,0,1,40,1,0,11179.8
1,0,1,1,0,30,8,0,17696.2
3,0,1,1,1,90,16,8,37361.6
5,1,0,0,1,80,4096,2,9197.0
1,0,1,1,1,10,256,10,105588.4
2,1,0,1,0,30,1,4,15237.0
3,1,1,0,0,60,128,4,12045.0
3,1,1,1,0,80,256,6,10645.8
2,1,0,1,0,100,128,10,102760.0
5,1,1,1,0,60,2,2,9278.2
2,1,0,1,1,30,32,4,11995.0
1,0,0,0,0,20,4096,8,100939.0
3,0,1,0,0,20,8,8,37470.8
3,1,0,1,1,40,32,6,10698.4
2,0,1,1,1,40,8,2,17759.6
5,0,0,0,0,60,8,4,9174.6
5,1,0,0,0,30,1,2,9203.6
1,1,1,0,1,0,2,8,85312.4
3,1,1,0,1,30,128,10,48864.6
3,1,0,0,1,80,16,2,12209.6
2,1,1,0,1,50,1,6,78669.8
5,0,1,0,0,90,1,0,9160.8
2,1,0,0,0,40,4,8,80695.2
3,0,1,1,1,90,128,2,12077.4
1,0,0,1,0,0,8,6,123535.2
5,0,0,1,1,80,128,2,9207.6
3,0,0,1,1,10,4096,6,11734.2
5,1,1,0,0,50,8,4,9199.0
1,1,1,0,1,90,1024,4,11782.8
5,0,0,0,1,40,1024,4,9236.4
3,1,1,1,1,40,512,10,48732.2
2,0,0,0,1,60,2048,8,101472.2
2,0,1,0,1,80,256,6,85180.0
3,1,1,1,1,10,512,6,11700.4
5,0,1,0,0,40,1,8,120978.0
4,1,0,0,1,30,512,2,9012.8
1,0,0,0,0,30,64,6,88495.4
4,0,1,1,1,80,8,6,49656.0
2,1,0,1,0,50,16,4,11977.8
3,1,1,1,0,20,32,4,12308.2
4,0,0,0,0,100,8,10,145809.6
3,1,0,0,1,100,512,0,12140.8
2,0,1,1,0,20,16,4,12205.0
4,1,1,0,1,50,4096,0,8932.8
5,0,0,1,1,40,128,0,9168.8
1,0,0,1,0,50,64,6,90916.2
1,0,0,1,1,30,4,8,114001.8
1,1,0,0,1,30,256,6,88982.2
4,0,1,1,0,30,64,10,414474.2
5,1,1,1,0,50,256,6,47592.0
2,0,0,0,1,70,128,4,4548.2
1,1,0,1,1,10,1024,10,105592.8
2,0,0,1,1,60,8,10,109518.2
3,0,0,0,0,70,16,4,12265.4
3,0,1,1,1,20,256,2,12061.0
2,1,0,0,0,60,128,6,88274.6
5,1,0,0,0,60,2048,2,9176.4
4,1,1,0,1,50,4,6,23440.8
3,0,0,1,0,10,128,6,11805.8
3,1,0,0,1,70,512,8,37990.8
5,1,0,0,0,70,4,6,47578.0
4,1,0,1,1,0,32,4,39513.0
5,1,0,0,1,70,8,0,9138.6
2,1,1,1,0,30,1024,8,103264.0
2,1,1,0,0,60,16,2,4949.8
5,0,0,0,1,90,2048,10,301351.0
4,1,1,0,0,100,128,8,38759.0
5,0,0,0,0,30,128,0,9158.6
2,0,0,1,0,100,32,2,17691.8
4,1,0,1,1,70,128,10,414467.0
1,0,1,1,1,40,2048,2,17805.4
2,0,1,1,0,90,16,6,93879.4
4,1,1,0,1,70,1024,6,19536.8
4,0,1,1,0,10,2048,4,43018.6
2,0,1,1,0,80,16,4,11932.6
1,0,0,0,0,40,4096,8,101359.4
4,1,1,1,0,30,4096,2,35749.4
3,1,0,1,0,20,128,2,12167.2
1,0,0,0,0,20,32,2,17679.4
4,1,0,0,0,20,4,0,9446.6
3,1,0,0,1,70,1,10,50125.0
1,0,0,0,0,10,2048,4,12402.6
5,1,1,1,1,20,1,4,9145.8
4,0,1,1,1,70,2048,0,35872.4
2,1,0,1,1,40,64,8,102898.8
3,0,0,1,1,90,64,10,48683.6
5,0,1,0,1,100,1,4,9085.4
2,1,0,0,1,20,128,10,101237.4
4,1,1,1,0,30,16,4,43291.2
1,0,1,1,1,70,16,6,93914.4
4,1,0,1,0,0,32,4,39656.2
5,1,1,0,1,0,64,6,47390.8
3,1,0,0,0,70,8,4,12289.0
2,0,1,1,1,50,256,2,17642.4
5,1,1,1,1,100,256,8,122306.2
3,0,0,0,0,40,8,8,37609.6
5,1,0,1,1,20,1,6,47316.2
3,0,0,0,0,20,8,4,12524.0
2,1,0,0,0,30,4,10,81038.8
5,1,1,1,1,50,512,6,47578.4
5,0,1,0,0,30,1024,2,9126.4
4,0,1,0,1,0,4096,0,11878.6
3,0,0,0,0,10,2048,10,50608.2
1,1,1,0,0,20,512,8,101582.6
4,1,1,0,1,40,4096,4,13074.2
1,0,1,0,0,0,8,8,85418.8
4,1,1,0,1,60,4096,2,8926.6
5,0,0,0,0,70,16,4,9122.8
4,1,1,0,1,30,2048,4,13239.6
5,1,0,1,0,90,2,6,47605.6
3,1,0,1,0,90,4,6,13575.8
2,1,0,0,0,50,256,0,4885.8
3,1,0,0,1,90,512,8,37893.6
3,0,1,0,0,20,64,0,12229.6
