new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,performance
3,1,0,0,0,80,128,0,12137.4
3,0,0,0,1,30,1,10,50189.8
3,1,1,1,0,50,4096,6,10741.0
5,0,0,0,0,20,1,6,47300.6
5,0,1,1,0,10,64,4,9104.4
4,1,0,1,0,10,64,6,48584.6
1,1,0,0,1,60,64,8,101956.6
2,1,0,1,1,70,128,8,103009.4
5,1,0,1,1,10,4096,6,47468.6
1,0,1,1,1,100,64,4,11735.8
1,0,1,1,0,10,32,0,17687.4
5,0,1,0,0,90,2,10,300590.8
2,1,0,1,0,50,4096,8,102941.6
2,0,0,1,1,30,16,8,105023.2
4,1,0,0,0,80,256,6,19094.2
5,1,0,0,1,70,2,8,121346.2
4,1,1,1,0,100,1024,8,124969.0
1,1,1,1,0,50,4,4,12438.8
2,0,1,1,0,60,128,2,17651.6
5,0,0,0,1,50,512,8,121795.0
2,0,1,1,1,70,2,2,17635.2
4,1,0,0,0,0,1024,0,11888.0
3,0,1,1,1,20,4096,6,10973.8
4,1,1,0,0,70,4096,2,8895.6
3,1,1,1,1,30,16,8,37582.8
3,0,1,0,1,70,512,4,12121.2
3,0,1,1,1,60,4096,6,10603.6
4,0,1,1,0,0,1,0,35202.0
4,1,1,1,0,80,8,0,35847.4
4,1,1,0,1,60,4096,10,113194.2
5,1,1,0,1,70,2,10,298381.2
1,1,0,1,1,30,64,6,91632.0
3,0,0,1,0,70,64,6,10828.6
1,1,0,0,0,80,32,6,88115.6
4,1,1,1,0,70,64,10,415585.8
2,0,0,0,0,80,256,0,4707.6
1,0,0,1,1,70,1024,8,102858.6
5,0,1,0,1,40,4096,0,9171.2
3,0,0,1,0,10,2048,2,12409.2
4,1,1,0,0,80,2048,0,9049.6
5,1,0,1,1,100,4,4,9235.2
4,0,0,1,1,10,16,6,48548.8
2,1,0,1,1,90,64,0,17785.6
5,0,1,1,1,60,4,8,121490.8
4,1,1,0,0,50,1024,10,113902.2
2,0,1,1,1,90,2048,4,11839.6
5,0,1,1,0,70,8,2,9156.0
1,0,1,0,1,60,256,8,101609.6
3,1,0,0,1,100,16,6,11275.4
2,0,1,0,1,70,4,8,80920.8
4,1,0,0,0,10,128,2,9259.6
1,1,1,0,1,80,64,6,90042.0
3,1,1,0,1,50,4,6,13631.8
3,0,0,1,1,30,256,10,48707.0
5,0,1,1,1,30,4,8,121398.8
4,0,1,1,1,100,64,6,49345.0
2,0,1,0,1,70,16,2,5001.4
4,1,1,1,0,60,4,2,35728.4
3,1,0,0,0,20,4,2,12895.4
3,1,0,1,0,30,64,0,12123.8
4,1,0,1,0,30,64,6,49065.6
1,1,1,0,0,20,4,6,72713.2
5,1,0,1,1,100,2048,10,301699.4
3,0,1,1,1,20,8,8,37521.6
4,0,0,1,1,0,32,2,35431.6
5,1,1,1,0,0,32,8,121451.2
3,0,0,0,1,20,128,10,49276.4
5,0,0,0,0,40,64,0,9146.6
2,1,1,0,1,100,4,4,11942.8
2,1,1,1,0,0,64,8,131511.2
5,0,0,1,0,50,256,10,299925.4
3,0,1,1,1,10,1,4,14248.2
5,0,0,1,1,30,1,2,9127.0
1,1,1,0,0,70,4,4,12499.6
2,1,1,0,0,30,8,2,5185.0
4,1,0,0,1,40,256,4,13173.4
2,1,0,0,0,0,8,0,11405.2
2,1,1,1,0,60,1024,6,90698.6
2,0,1,1,1,40,4096,6,91017.4
3,1,0,1,0,0,128,2,16012.4
5,1,0,0,1,50,2,2,9162.0
5,1,1,1,1,80,2048,6,47625.6
4,1,1,1,0,80,32,2,35853.4
1,0,1,1,0,50,256,6,90942.6
1,1,1,1,0,40,128,6,91002.4
1,1,0,1,0,40,16,8,105416.0
4,1,1,1,1,10,2,6,48716.0
5,0,0,0,0,10,64,4,9106.0
3,1,1,1,0,60,512,8,38020.8
3,0,1,0,0,20,32,6,10927.4
5,0,1,1,1,60,2048,2,9263.2
2,1,0,1,1,20,64,2,17673.4
3,0,1,0,0,90,2,0,13095.2
5,1,1,0,0,40,1024,6,47507.2
4,0,1,0,0,100,256,0,8903.0
5,1,0,1,1,70,256,6,47555.6
2,1,1,1,0,100,1,4,15215.4
4,1,1,0,0,100,512,2,8900.4
3,1,1,0,1,30,32,10,48728.8
4,0,1,1,1,0,1024,10,422519.2
2,1,1,0,0,50,1024,10,100997.0
2,1,1,1,0,100,8,10,109325.0
1,0,1,1,1,50,1,0,17793.2
2,1,1,1,1,70,128,8,102954.4
1,1,1,0,1,100,16,2,17704.0
4,0,1,1,1,20,128,10,416501.2
4,1,0,1,0,100,16,8,124794.4
4,0,0,1,1,0,2048,2,35518.0
3,1,0,1,0,0,1024,4,16127.4
1,1,0,1,0,40,128,2,17910.4
4,1,1,0,0,30,4096,10,119508.8
4,1,1,0,0,60,4096,2,8927.0
1,1,1,0,0,100,512,4,11714.2
4,1,1,0,1,30,4096,4,13189.6
2,0,1,1,1,90,8,4,12148.8
4,1,0,1,1,80,2,10,418217.8
1,0,1,1,1,70,2,8,117358.2
4,1,0,1,0,50,4,2,35780.8
5,0,1,1,0,50,1,8,121693.8
4,1,0,0,1,40,1,6,34953.8
2,0,1,1,1,30,128,8,103351.4
1,0,1,1,0,70,1024,6,91224.0
4,0,0,0,1,100,2,0,9536.2
1,0,0,1,0,70,1,10,125648.8
4,0,0,0,0,100,1024,2,8911.8
2,1,0,0,0,80,64,6,89389.0
2,1,1,0,1,90,64,8,101422.8
4,1,1,0,1,40,2,0,9570.2
2,0,1,1,0,10,64,8,105546.4
2,1,0,1,1,10,4096,4,12447.4
4,1,1,1,0,30,2048,4,43434.4
5,0,1,1,0,70,32,0,9191.6
1,1,0,1,0,70,2048,4,11818.2
4,0,0,1,0,30,4096,8,124505.6
3,1,0,1,0,90,64,0,12212.8
2,0,1,0,0,80,32,6,87820.8
1,0,0,1,1,30,256,0,17841.2
5,1,0,0,0,60,16,8,121709.0
1,0,0,0,0,40,32,2,17735.6
5,0,1,1,1,90,8,6,47537.4
2,0,1,1,1,100,2048,4,11799.6
1,1,0,0,0,90,512,2,17803.4
4,1,0,0,0,0,256,8,76044.6
1,0,1,1,1,60,128,10,102702.4
3,0,0,1,1,40,256,4,12005.8
4,0,1,1,0,70,2048,6,49341.6
1,0,1,0,0,80,512,4,11773.4
2,0,1,0,1,100,16,0,4908.6
3,0,1,0,1,60,1024,4,12089.8
3,0,1,0,0,40,1024,10,48669.6
3,1,1,0,1,80,32,10,48348.8
5,0,1,0,0,0,1024,6,47735.4
2,0,0,0,0,80,2048,2,4704.2
5,1,1,0,0,40,2,8,121384.8
1,0,0,1,1,40,4,2,17749.4
1,1,1,1,0,10,2048,4,12356.6
2,0,1,1,1,70,64,10,102776.6
2,0,1,1,1,0,4,2,17874.8
2,0,1,0,1,80,128,10,101558.2
4,1,1,0,1,70,4,8,51481.8
1,0,0,0,0,50,2048,6,89477.4
2,0,0,0,1,100,512,8,101597.6
2,1,0,0,0,60,4,2,5447.8
4,1,0,1,0,70,512,10,413925.2
4,1,1,0,0,50,64,6,19842.2
4,1,0,1,1,30,4,8,123834.2
2,1,0,0,1,30,2048,6,88467.8
2,0,1,0,1,70,1024,8,100507.2
5,0,0,1,0,50,2048,6,47748.0
1,0,0,0,0,40,2048,8,101485.2
1,0,0,0,0,0,512,6,82280.0
4,1,1,1,0,90,64,0,35760.8
3,0,1,1,0,20,8,2,12395.2
2,0,1,0,1,60,64,0,4753.2
2,0,0,0,0,10,8,2,6013.4
3,1,1,1,1,10,8,6,12168.0
1,1,0,1,1,30,512,4,11881.6
3,1,1,1,1,40,2,2,13190.4
3,1,0,1,1,80,16,6,11367.2
2,1,1,1,1,80,8,6,98560.8
4,1,0,1,1,100,2,0,35823.4
3,1,0,0,0,100,1024,2,12150.2
4,1,1,1,1,50,4,10,416480.4
4,1,0,0,1,10,1,0,10145.2
3,1,0,1,1,30,512,6,10586.6
1,1,0,1,0,20,256,6,91689.8
2,0,1,0,0,40,2048,8,101299.6
1,1,0,1,1,60,4096,10,102678.2
4,0,0,0,1,40,2,4,15706.2
2,0,1,0,1,40,128,0,4860.6
5,1,1,0,1,100,512,10,302902.2
1,1,0,0,0,60,64,2,17688.0
4,1,0,0,0,90,4096,8,38976.0
3,1,0,0,1,90,128,8,37730.0
1,1,1,0,1,30,2,8,80345.0
4,0,1,1,1,0,16,4,39478.2
1,0,0,1,1,0,2048,4,18529.0
5,1,0,0,1,40,1024,4,9159.2
3,0,1,0,0,10,4,10,47140.2
1,1,1,0,0,20,4096,8,101660.6
4,0,1,0,0,50,128,0,8951.2
2,0,0,0,0,90,8,0,5067.2
1,0,1,0,0,90,8,4,12167.2
5,1,1,1,0,80,128,0,9142.8
5,1,1,0,1,0,1,6,47341.2
1,1,0,0,0,50,2,0,17662.2
5,0,0,1,1,80,256,0,9197.2
2,1,1,0,1,50,4,4,11939.2
4,0,0,1,1,10,512,6,48770.4
2,0,1,1,1,10,256,10,105687.4
4,1,1,0,0,40,2048,0,8961.4
3,0,0,1,1,10,16,10,49524.8
1,1,1,0,1,10,128,6,88141.2
2,1,0,0,1,80,256,0,4691.4
4,1,1,0,0,90,1024,0,8894.2
5,0,1,1,0,100,2048,2,9169.8
5,0,0,0,1,50,128,10,302368.2
5,0,1,1,0,10,16,10,301065.6
1,0,0,1,0,30,8,4,12233.2
2,0,1,0,0,50,8,2,5244.8
4,0,0,0,1,100,256,0,8907.8
5,1,1,1,1,90,64,10,301180.0
4,1,1,0,0,90,2,0,9506.6
4,0,0,0,0,100,256,8,38642.2
4,1,0,0,0,50,2048,10,113653.2
1,1,1,1,0,50,256,6,90977.2
2,0,1,0,1,20,8,6,76321.6
1,1,1,0,1,90,4096,0,17762.0
5,0,0,0,0,100,16,8,121095.0
2,0,1,1,1,30,2048,8,103284.4
1,1,1,1,0,70,1024,6,91076.4
4,0,1,1,0,0,256,6,40910.4
1,0,1,0,0,30,256,6,88937.0
1,0,1,1,1,100,8,8,109317.6
4,0,1,1,0,10,32,4,43261.2
2,1,1,0,1,30,2048,2,4838.2
3,0,0,0,1,70,512,8,38143.6
5,1,1,1,0,30,64,4,9216.0
3,1,1,0,0,40,2048,0,12186.8
3,0,0,1,1,80,2048,0,12144.2
5,0,0,0,1,100,2048,6,47771.6
4,0,1,0,0,40,4,4,14618.0
4,1,1,0,0,20,1,10,266108.0
3,0,1,1,0,20,512,10,49180.8
2,0,0,0,1,20,2,6,73886.2
4,1,1,1,0,70,64,0,35740.0
1,1,1,1,1,100,8,6,98734.8
4,1,1,0,1,100,64,0,8901.2
3,0,1,1,0,50,2,8,39134.6
1,1,0,0,0,50,16,8,96617.8
3,0,0,1,0,50,512,6,10725.8
1,0,0,1,1,30,2,0,17728.8
2,1,1,1,0,30,32,10,104322.4
4,0,1,0,0,50,256,4,13221.2
5,0,0,1,1,10,4096,0,9184.4
2,0,1,1,0,70,64,4,11835.4
4,0,0,1,1,10,4,8,123603.6
1,0,0,0,1,30,256,8,100736.6
2,1,1,1,1,60,2048,6,90662.0
2,1,1,1,1,90,1024,10,103052.6
4,1,0,1,0,30,1024,10,415351.4
1,0,1,0,0,70,1,0,17592.4
4,1,1,0,0,30,2048,2,9006.4
1,1,0,1,1,60,16,10,105356.0
3,0,0,1,1,20,8,8,37587.8
3,0,1,0,0,60,64,4,12174.6
2,0,0,0,1,50,1024,4,4553.0
2,1,0,1,1,20,8,10,109613.0
3,1,1,0,0,10,16,0,12604.8
2,1,1,0,1,60,1,2,11152.8
1,0,0,1,1,90,8,4,12149.0
5,0,0,0,0,90,1,10,298631.6
2,0,0,1,0,70,2,10,117489.0
3,1,1,0,1,30,32,8,38195.6
2,0,1,0,0,100,1024,2,4655.2
3,0,1,0,1,100,512,6,10567.6
3,1,1,1,1,0,1,0,15974.4
3,1,0,1,0,90,4096,10,48182.0
5,1,0,0,1,80,128,0,9248.0
5,0,0,0,1,60,128,6,47708.8
1,0,1,1,1,70,64,10,103004.0
4,1,1,1,1,90,16,8,125302.2
5,0,0,0,0,100,1024,10,303065.4
2,0,1,1,0,50,256,8,102902.0
3,1,0,0,1,30,256,10,48781.0
4,0,0,0,0,100,2,0,9537.6
2,1,1,1,1,40,4096,10,103031.0
3,0,1,1,1,80,16,4,12305.6
5,1,1,0,0,50,512,10,301091.0
3,0,0,0,0,70,8,10,47045.6
4,0,0,0,0,30,1,0,10084.8
3,0,0,1,0,40,16,10,48068.8
5,1,1,0,1,60,8,6,47423.2
4,0,0,1,1,70,64,2,35876.0
3,0,1,1,1,50,16,2,12292.6
4,1,1,0,0,30,256,2,8992.4
1,1,1,0,1,40,64,4,11845.6
3,1,1,1,0,50,32,10,48746.2
4,1,1,1,0,60,128,4,43559.6
5,0,1,1,0,70,2,2,9108.8
5,0,1,0,0,40,8,8,121452.8
5,0,0,0,0,60,2048,6,47504.2
2,1,0,1,1,10,8,4,12392.4
5,1,0,0,1,60,512,4,9162.0
1,0,1,0,0,50,4096,2,17725.0
3,0,0,1,0,60,512,8,38112.2
5,1,0,1,1,10,512,4,9237.8
4,1,0,1,0,40,1024,0,35851.8
5,0,1,0,1,10,256,4,9183.4
1,1,0,1,1,0,32,2,18031.4
1,1,1,1,0,20,4096,2,17711.0
5,0,0,0,0,30,4096,4,9100.2
4,0,0,0,1,40,8,10,147982.4
1,1,0,1,0,0,2048,6,123598.8
3,0,0,0,0,10,512,0,12494.2
2,0,0,1,1,50,128,0,17610.0
5,0,1,1,1,10,256,0,9180.2
5,0,0,0,0,90,4,2,9283.6
5,1,1,0,0,20,64,6,47662.8
2,1,1,1,0,30,4096,10,103333.0
5,1,1,1,1,60,64,6,47707.2
3,0,0,0,1,40,4,8,37561.8
5,0,1,1,1,50,128,4,9205.4
3,0,1,1,1,100,32,0,12166.0
3,1,1,0,0,90,2048,4,12002.0
5,1,0,1,1,20,128,6,47511.8
2,0,0,0,0,70,256,10,100488.8
2,1,0,1,0,0,64,8,131570.2
1,1,1,0,1,20,2,8,80257.6
3,0,1,1,0,70,16,8,37417.6
4,0,1,0,0,70,128,2,8930.4
5,1,0,0,1,10,1,8,121047.4
1,1,1,1,0,60,128,0,17699.6
2,0,0,1,1,90,2,6,107273.2
4,0,0,1,0,40,2,6,48842.8
3,1,0,0,0,100,2048,0,12200.2
2,1,0,0,1,60,512,2,4719.2
5,1,0,1,0,10,2,10,297797.4
2,1,1,1,0,0,4096,6,123504.6
3,1,1,0,1,30,256,10,48626.4
2,1,0,0,1,0,32,2,11415.0
5,1,0,0,0,70,2048,8,121663.0
3,0,0,1,1,10,4096,2,12399.2
1,0,1,0,0,20,32,2,17667.4
3,0,1,1,0,50,512,10,48768.8
3,0,0,1,1,90,4,10,47002.8
1,0,0,1,1,60,16,8,105364.8
2,0,0,1,0,80,128,2,17695.2
4,0,1,1,1,0,512,6,40851.2
1,0,0,0,0,60,128,4,11765.2
4,0,1,1,1,30,64,10,415721.8
2,0,1,1,1,0,2048,2,17810.2
5,1,1,0,1,30,256,0,9136.8
4,1,0,1,1,70,1,0,35714.6
4,1,0,1,0,90,1024,4,43774.2
4,1,0,1,0,20,1024,8,124368.4
4,1,1,0,1,70,128,4,12782.4
3,1,1,1,0,30,2,0,13205.8
3,0,0,1,1,10,64,0,12592.2
4,1,1,1,0,30,32,2,35902.2
3,0,0,0,0,50,2,2,13112.0
5,1,0,1,0,50,32,2,9228.6
5,1,1,0,1,90,32,8,121089.6
5,0,0,0,0,10,1024,4,9146.4
4,1,0,1,0,0,4096,6,40946.8
1,0,1,1,0,80,512,2,17807.8
3,0,1,0,0,70,16,0,12342.0
1,0,0,1,0,100,8,8,109326.6
3,0,0,1,0,100,64,8,37806.8
4,0,0,0,0,80,4096,2,8933.8
2,0,0,0,1,90,4,10,81059.2
4,0,0,0,1,40,4096,0,8980.4
3,1,1,0,1,20,2048,10,49300.4
5,1,1,0,0,30,512,4,9127.6
5,0,0,0,1,60,512,10,303272.4
2,1,1,0,1,100,1,10,83677.8
3,1,1,0,1,100,8,4,12486.2
3,1,1,1,1,40,256,4,11983.4
2,1,0,1,1,90,8,8,109201.8
2,0,1,1,0,20,512,0,17620.2
2,0,0,0,1,70,128,10,100439.6
2,0,0,0,1,50,16,0,5027.6
3,1,0,0,1,70,2048,2,12211.6
2,1,1,0,0,100,512,0,4673.4
4,1,0,0,0,40,32,6,19948.0
4,0,0,1,1,10,16,4,43083.4
5,0,1,0,0,30,128,0,9134.2
2,1,1,1,1,20,256,2,17622.6
3,0,0,0,1,50,512,6,10864.4
5,0,1,0,0,0,64,8,121991.6
2,0,1,0,0,80,2,6,73714.4
2,0,1,0,1,0,4,8,85349.2
1,1,0,1,0,40,256,4,11970.0
3,1,1,1,1,0,64,8,44199.8
3,1,0,0,0,50,32,2,12242.0
3,0,0,1,0,0,16,2,15914.4
2,0,0,1,1,70,2048,0,17639.0
1,0,0,1,0,30,4096,6,91582.8
5,0,0,1,0,10,32,2,9126.8
1,1,1,0,1,0,4096,6,82136.6
1,0,0,0,1,20,1,4,15287.6
4,0,1,0,0,70,1024,0,9001.8
4,0,1,1,0,100,1024,8,124752.4
2,0,0,0,0,90,2,4,12806.8
4,1,1,0,0,100,128,6,19407.4
3,0,1,1,0,80,4,2,12778.0
5,0,0,1,1,50,8,6,47597.6
4,0,0,0,0,0,64,0,11932.0
5,1,0,0,0,100,1024,6,47503.2
3,1,1,1,0,10,8,10,48089.0
4,0,1,0,0,100,16,2,8963.2
5,0,0,1,0,60,4096,4,9182.4
3,1,0,0,1,10,2048,6,11695.0
5,1,1,1,0,80,32,8,121405.2
2,0,1,0,1,20,128,0,5032.0
5,0,1,0,1,20,256,10,299699.0
4,0,1,0,0,40,128,2,8940.4
2,0,0,0,0,50,4096,0,4886.8
3,1,1,0,1,40,8,8,37477.4
5,0,1,1,1,10,256,2,9141.0
5,1,1,0,1,100,8,8,121082.0
2,1,1,0,1,60,1024,8,101516.8
4,1,1,1,1,30,2048,8,124555.6
5,0,1,0,1,60,128,0,9129.8
4,0,1,1,0,10,4,2,35691.6
5,0,0,1,0,100,4096,2,9160.6
4,1,1,1,0,40,512,6,49194.4
3,1,0,1,0,90,128,6,10664.0
2,1,1,1,0,0,256,6,124266.6
3,1,0,1,0,30,4,10,46720.6
3,0,1,1,1,80,32,10,48426.8
4,0,1,0,0,90,2048,6,19455.6
1,1,0,0,0,70,1024,10,100651.4
2,1,0,0,1,20,1024,8,101041.8
5,0,1,1,1,100,8,10,299735.6
2,1,0,0,0,60,1,4,14750.4
4,1,1,0,1,10,2,8,60034.6
1,1,1,0,0,60,1024,0,17742.2
2,0,1,1,1,40,8,10,109381.6
2,1,0,1,0,30,8,4,12257.8
3,0,0,0,0,0,1,8,44663.2
4,1,1,1,0,20,2048,0,35827.8
3,1,1,0,1,90,256,4,11992.6
3,0,1,1,0,0,2,6,20995.0
1,1,0,0,0,0,32,4,18522.0
3,0,0,1,1,70,64,4,12219.0
5,1,1,1,1,40,4,2,9146.6
5,1,1,0,0,60,2048,0,9220.0
3,1,1,1,0,0,256,4,15839.2
5,1,1,1,1,60,2048,4,9187.4
4,1,1,1,0,100,8,0,35943.0
1,1,1,1,0,80,32,0,17801.0
5,0,0,0,0,20,2048,6,47682.0
1,1,1,0,1,0,1024,8,85281.4
2,1,1,1,1,70,32,10,103579.8
4,1,0,0,0,10,16,6,21629.8
5,0,0,0,1,40,1,2,9144.0
4,1,1,1,0,20,1,10,419370.8
3,0,0,0,0,90,2048,0,12112.2
2,1,1,1,0,0,2048,6,123952.8
5,1,0,1,1,20,4096,6,47861.0
1,0,1,1,0,20,256,6,91670.0
5,1,1,1,0,90,32,8,120975.6
5,1,1,0,0,30,2048,6,47723.0
2,0,0,1,0,100,8,2,17648.8
3,0,0,1,1,90,2,8,39338.4
3,0,1,0,1,40,2,0,13193.0
1,1,0,0,1,30,2048,0,17800.2
3,1,0,0,1,10,2,8,39275.2
5,0,1,0,0,50,1024,4,9138.2
5,1,0,1,1,30,2048,8,121922.0
1,1,0,0,0,90,32,2,17731.8
2,1,1,1,1,60,4096,10,102728.4
5,0,0,0,1,100,1024,10,301032.8
2,1,1,0,0,40,8,10,86050.2
2,0,0,1,1,0,1024,4,18468.0
1,1,1,1,0,30,4096,4,12178.6
4,0,0,0,0,0,2,6,27529.8
1,0,1,1,1,90,256,2,17697.4
2,0,1,1,1,100,4096,10,102690.2
2,0,0,1,1,40,32,2,17657.4
4,1,1,0,0,10,1,2,10134.8
1,0,0,1,1,20,64,10,103693.6
5,0,0,0,1,50,2,6,47385.0
4,1,0,1,1,20,512,4,43191.6
5,1,0,0,1,60,1024,2,9157.6
5,1,0,1,0,100,2,6,47304.2
3,0,1,1,0,40,16,4,12268.8
5,1,0,0,0,70,4,2,9117.2
1,1,1,0,0,80,128,2,17719.2
1,1,0,0,0,40,256,10,101699.8
3,0,1,0,0,40,32,0,12148.0
2,0,1,0,1,20,4,2,5678.8
2,0,0,1,1,20,8,4,12443.4
2,0,1,1,1,90,64,10,102585.6
2,0,1,1,1,30,512,2,17643.8
5,0,0,1,1,100,256,2,9141.4
4,0,1,0,1,30,2048,2,8994.6
2,1,0,1,1,60,1024,4,11871.6
4,1,0,1,1,10,1,2,35620.0
1,0,0,0,1,30,64,2,17747.6
3,0,0,0,0,40,2048,2,12074.2
4,1,0,1,0,0,2,8,115762.6
1,0,0,0,1,70,32,6,88149.6
5,1,1,1,1,70,512,2,9252.6
5,1,1,0,1,20,4,4,9165.4
4,1,0,0,0,0,64,10,274788.2
4,1,0,0,0,30,128,4,13217.0
2,1,0,1,0,10,4096,2,17633.6
2,0,0,0,1,100,4,6,73262.8
5,1,1,0,0,90,64,6,47554.0
2,1,0,0,1,70,128,0,4786.0
4,0,1,1,0,90,1,4,42817.6
2,0,0,1,1,50,1024,0,17676.0
4,0,0,0,1,0,4,4,22089.4
3,0,0,0,1,60,4096,4,12192.8
2,1,0,0,0,90,16,0,4952.4
5,1,1,1,0,20,2,10,298326.4
1,0,0,0,0,70,128,6,88622.4
2,0,1,0,0,40,1,0,11139.6
4,0,1,1,0,40,4,2,35856.0
4,1,1,1,1,20,64,8,124107.2
4,0,0,1,0,30,1024,8,125203.6
3,0,0,0,0,0,2048,4,15994.0
4,0,1,1,0,0,8,2,35169.8
4,1,0,0,1,20,16,10,127373.4
3,1,1,0,0,20,8,0,12620.4
1,1,0,0,0,0,128,0,17919.0
2,0,0,0,0,90,1024,6,83368.8
5,1,1,1,0,100,8,0,9154.6
1,1,1,1,1,70,32,10,103458.0
4,0,1,0,1,70,8,10,145660.2
3,0,0,1,1,10,1024,2,12351.8
3,1,1,0,1,90,128,6,10695.2
5,0,0,0,0,50,4096,6,47711.0
5,1,1,0,0,10,512,8,122255.2
4,0,1,0,1,70,2,2,9513.0
2,1,0,0,0,60,64,6,89782.0
5,0,0,0,0,50,1024,8,121720.6
1,1,1,0,0,100,8,8,86010.0
1,1,1,1,1,20,1024,2,17705.8
4,1,0,1,1,40,64,4,43647.2
1,1,0,1,0,10,4,6,103719.8
3,0,0,1,1,60,1,4,14292.4
5,0,1,0,1,60,16,4,9136.0
5,0,0,1,1,0,512,8,121828.4
5,0,0,1,1,30,1024,4,9163.8
5,0,0,0,1,0,1,0,9238.2
5,1,0,1,0,30,256,4,9183.2
2,1,1,0,0,90,4,10,80854.2
3,1,1,0,0,40,1,2,14396.2
3,0,1,0,0,100,4,8,37552.8
2,0,1,1,1,80,32,8,103586.0
2,1,1,1,1,80,4,2,17629.4
1,1,0,0,1,20,64,0,17881.6
5,1,0,0,0,80,64,8,121204.0
2,1,0,0,1,90,512,10,100528.8
4,0,1,1,1,30,8,2,35843.8
3,1,1,1,1,0,4096,8,44360.2
3,1,0,0,1,90,16,6,11184.2
5,0,1,1,0,0,2,6,47388.2
1,1,0,0,1,100,4096,4,11777.2
4,1,1,1,0,40,128,6,49371.0
3,0,1,1,1,0,128,4,16086.8
5,1,1,1,0,20,128,4,9117.8
4,1,0,0,0,50,64,4,13084.6
3,0,1,1,1,100,4096,4,12259.4
4,1,1,0,0,10,1024,4,13878.2
5,0,0,1,0,20,8,0,9326.4
5,0,1,1,0,30,2048,8,121665.8
4,0,0,1,0,30,8,10,415334.2
1,1,1,0,1,50,32,0,17747.4
5,1,1,1,0,60,8,8,121528.6
2,0,0,1,1,30,64,2,17681.0
5,0,0,1,1,60,2,4,9133.6
2,1,1,1,0,100,4096,2,17653.6
2,0,1,1,1,50,64,8,102968.4
3,0,1,1,0,100,128,0,12068.8
5,0,0,1,1,10,4096,2,9188.6
1,1,1,1,1,0,4096,2,17990.2
1,1,0,1,0,10,512,8,105648.4
5,1,1,0,1,80,64,6,47667.2
3,1,0,0,1,80,4,4,13007.6
1,0,0,1,0,70,4,6,102936.4
3,1,0,1,1,90,512,6,10713.0
5,1,1,1,0,10,4,4,9158.4
1,0,0,0,1,90,1024,4,11845.0
2,0,0,1,1,70,8,0,17680.6
4,1,0,0,1,70,1024,10,113893.0
2,0,1,1,0,40,128,6,91203.2
3,1,1,1,1,50,64,2,12245.0
2,1,1,1,1,50,1024,0,17650.6
4,0,1,0,1,60,2,8,59017.8
1,1,0,0,0,0,4096,2,17940.8
1,1,0,1,0,50,64,6,91090.6
3,0,0,1,1,90,128,10,48346.2
3,0,1,1,1,0,2048,2,15925.2
1,1,0,1,1,50,32,4,11927.2
2,0,1,1,0,10,8,0,17739.6
1,0,0,0,0,80,128,2,17696.6
4,1,1,1,0,50,1,0,35704.0
4,0,0,0,0,20,16,10,127212.2
3,0,1,0,0,50,2048,8,38059.0
3,1,0,1,0,60,2,8,39048.4
1,1,0,0,1,100,128,8,101750.6
3,1,1,0,0,70,4096,4,12160.6
1,1,1,1,1,30,8,0,17781.6
4,1,1,1,1,100,512,6,49453.8
5,1,1,1,1,50,16,10,299796.4
1,1,1,1,1,60,1,2,17631.6
2,0,1,0,0,0,1,10,85274.2
4,1,0,0,0,100,256,6,19174.6
2,1,0,1,1,40,512,10,102979.2
3,0,1,0,1,40,32,6,10721.8
3,0,1,0,0,100,256,8,37992.8
4,0,1,0,0,40,128,4,13144.2
4,0,1,0,1,60,2048,0,8938.4
3,1,1,1,0,0,8,8,44526.2
1,0,0,0,0,100,32,8,99799.6
2,1,1,1,1,60,2048,8,102682.6
5,0,0,1,1,10,8,8,121188.8
3,1,1,1,0,70,8,0,12299.8
3,1,1,1,1,20,2048,6,11030.0
5,1,0,0,0,60,256,6,47661.8
1,0,0,1,0,100,64,10,102811.0
3,1,0,0,1,0,32,10,48252.8
4,0,0,0,0,50,256,10,113515.0
5,0,0,1,0,90,128,4,9128.2
2,1,1,1,0,20,256,2,17606.2
3,1,1,0,1,90,16,10,47491.6
3,0,0,0,0,70,2048,8,38029.8
4,0,1,1,0,90,64,8,125347.0
2,1,0,0,1,30,2,8,79981.6
4,1,0,1,1,10,16,8,124202.0
5,1,1,0,1,0,128,4,9236.2
3,1,0,0,1,30,8,8,37420.0
5,0,0,1,1,90,2048,2,9163.4
4,0,1,0,0,20,32,8,42614.0
4,1,1,1,0,50,512,0,35779.6
1,0,1,0,1,70,1,10,83307.6
5,1,1,0,0,10,8,4,9145.0
5,1,1,1,1,100,512,10,301570.6
5,0,0,1,0,30,512,10,303163.4
2,0,0,1,0,20,2048,4,12060.4
2,0,0,0,0,10,32,10,98603.6
3,0,1,0,0,30,128,4,12140.8
4,0,1,1,1,100,256,8,125266.0
4,1,0,0,1,60,4096,4,12864.2
2,1,1,1,0,20,256,8,103590.4
3,0,1,1,0,0,1024,4,15887.2
2,1,0,0,1,50,16,10,96145.4
3,0,0,1,1,30,512,0,12074.6
5,1,1,1,0,60,32,0,9207.2
5,1,0,1,0,60,1,0,9174.0
2,0,1,1,0,100,2048,2,17606.4
3,0,1,1,0,30,2048,6,10617.0
