iosCreateImagesetFolders,androidMipmapInsteadOfDrawable,scaleIsHeightDp,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,threads,outputCompressionMode,roundingStrategy,platform,time
0,0,0,1,0,0,10,1,2,4,31.84
0,0,1,1,1,0,10,3,3,1,39.55
0,1,1,1,1,0,10,4,2,1,39.81
0,0,1,0,0,0,90,3,3,4,31.69
0,0,0,1,1,0,90,1,2,1,39.26
0,0,0,1,0,0,10,1,2,4,31.75
0,0,0,1,0,0,90,3,3,4,31.6
0,1,1,0,1,0,90,4,1,1,39.61
0,1,1,1,1,0,10,1,2,1,42.23
0,0,0,1,0,0,90,3,2,4,31.64
0,0,0,1,0,0,10,1,3,4,31.74
1,0,1,1,0,0,10,4,3,2,24.23
0,1,0,0,0,1,90,1,1,1,54.45
0,1,1,1,1,0,10,3,3,1,39.53
0,0,1,0,0,1,90,1,1,1,54.56
0,0,0,1,1,0,90,1,2,1,39.48
0,1,1,0,1,1,90,1,3,1,58.31
1,0,1,1,0,0,10,1,3,2,24.08
0,1,1,0,1,0,90,1,1,1,39.25
0,0,1,1,0,0,90,1,1,1,39.17
0,0,0,0,0,0,90,3,2,4,31.64
0,1,0,0,1,0,90,3,1,1,39.25
0,0,1,0,0,0,90,3,2,4,31.6
0,0,0,0,0,0,90,3,3,1,39.22
0,0,0,0,0,0,10,3,3,1,39.57
1,0,1,0,0,0,90,4,3,2,23.91
1,0,1,1,0,0,10,1,3,2,24.19
0,1,0,1,1,0,10,3,3,1,42.25
0,0,1,1,0,0,90,4,3,2,23.88
0,0,1,0,0,0,90,3,3,2,23.76
0,1,0,0,1,0,90,3,1,1,39.47
0,1,0,1,1,0,10,3,3,1,39.73
0,1,0,1,1,0,90,4,1,1,39.46
0,1,1,1,1,0,10,3,2,1,39.69
0,1,0,1,0,0,90,1,2,1,39.32
0,1,0,1,1,0,90,1,1,1,39.13
0,0,0,0,0,0,10,3,3,3,16.28
0,1,1,0,1,0,90,3,3,1,39.15
1,0,0,1,1,0,10,1,2,2,24.12
0,0,0,0,0,0,10,2,1,3,16.48
0,1,0,1,1,0,10,3,2,1,39.61
1,0,0,1,1,0,10,1,2,2,25.83
0,0,0,0,0,0,10,3,3,4,31.8
1,0,0,0,0,0,90,3,3,2,23.96
0,0,1,1,1,0,10,4,2,2,24.43
0,1,0,0,1,0,90,1,2,1,39.29
0,1,1,0,1,1,90,2,3,1,58.58
0,1,1,1,1,0,90,4,3,1,39.02
0,0,0,1,0,0,90,3,3,2,23.97
0,0,1,1,1,0,10,1,2,2,24.16
0,0,1,1,1,0,10,1,2,2,24.26
0,0,1,0,0,0,90,2,3,1,39.25
0,0,0,0,0,1,90,2,3,1,54.6
0,1,0,0,1,0,90,1,2,1,39.3
0,0,0,0,0,0,90,1,3,4,31.64
1,0,1,0,0,0,90,1,3,2,23.91
0,0,0,1,1,0,90,1,3,4,31.7
0,0,1,1,0,0,90,1,1,4,33.86
0,0,1,1,1,0,90,2,1,1,39.62
0,0,1,0,1,1,90,2,3,1,54.84
0,1,0,1,1,0,90,2,1,1,39.54
0,0,1,0,1,0,90,1,1,1,39.35
0,0,1,0,1,0,90,1,1,4,31.66
0,0,1,1,0,0,90,1,3,2,23.91
0,0,1,1,1,1,90,2,3,1,54.44
0,0,1,1,0,0,90,4,2,2,24.02
0,0,1,1,0,0,90,1,1,3,16.29
1,0,0,0,0,0,90,3,2,2,23.74
1,0,0,1,1,0,10,4,3,2,24.31
1,0,0,1,1,0,10,1,3,2,25.61
1,0,0,1,1,0,10,1,3,2,24.15
0,0,1,0,0,0,90,4,3,1,39.1
0,1,1,0,1,0,90,2,1,1,42.22
0,0,0,0,1,0,90,3,2,4,31.62
0,1,1,1,1,0,90,1,3,1,39.33
0,0,0,0,1,0,90,3,2,4,31.67
0,0,0,1,1,1,90,4,1,1,54.67
0,0,0,1,1,1,90,1,1,1,54.62
0,0,1,1,1,1,10,2,3,1,55.85
0,0,1,1,1,1,90,2,1,1,55.0
0,0,0,0,0,1,90,4,3,1,54.87
0,0,0,0,0,0,90,1,2,4,31.56
0,0,1,1,1,0,10,4,3,2,24.23
0,1,0,0,0,0,90,4,3,1,39.1
0,0,0,0,0,0,90,1,2,3,16.25
0,0,0,0,0,0,90,1,2,2,25.58
0,1,0,0,0,0,90,2,3,1,39.34
0,0,1,1,1,0,10,1,3,2,24.07
0,1,0,0,1,1,90,4,1,1,54.98
0,1,0,0,1,1,90,1,1,1,54.71
0,0,0,1,0,0,90,3,2,2,25.52
0,1,1,0,0,1,90,1,3,1,54.41
0,0,1,1,1,1,10,2,1,1,55.97
0,0,1,0,0,0,90,3,2,2,23.95
0,0,0,1,1,1,90,2,3,1,54.75
0,0,0,0,1,1,90,3,1,1,58.22
0,1,1,1,1,0,90,4,1,1,39.4
0,0,0,1,1,0,90,1,2,4,31.76
0,1,1,1,1,0,90,1,1,1,39.38
0,0,0,1,1,0,90,1,2,4,31.79
0,1,1,1,1,0,90,3,3,1,39.22
0,0,1,0,1,0,90,1,1,3,17.35
0,0,0,0,1,1,90,3,1,1,54.72
0,0,1,1,0,0,10,1,1,3,16.43
0,0,0,1,1,0,90,1,2,3,16.24
0,0,1,0,0,0,90,1,3,1,39.24
0,0,0,0,0,0,90,4,2,4,33.86
0,0,1,0,1,1,90,2,1,1,54.81
0,0,1,0,1,0,10,1,1,3,16.4
1,0,1,1,0,0,90,3,2,2,23.9
0,0,1,1,1,0,10,1,3,2,24.25
0,1,1,1,1,0,90,3,3,1,39.24
0,1,0,1,1,0,90,3,3,1,39.47
0,0,0,1,1,0,90,4,2,4,31.64
0,0,0,0,0,1,90,1,3,1,54.38
1,0,1,0,0,0,90,1,2,2,23.8
1,0,0,0,0,0,90,4,2,2,23.81
0,1,1,1,1,0,90,3,1,1,39.3
0,0,0,1,0,0,10,2,2,2,26.11
0,1,1,1,1,0,90,3,1,1,39.21
0,0,0,1,1,1,10,2,3,1,55.9
1,0,1,1,0,0,10,2,2,2,24.43
0,1,0,1,1,0,90,3,1,1,39.29
0,1,0,1,1,0,90,3,1,1,39.43
0,1,1,0,1,0,90,3,3,1,41.75
0,1,1,1,1,0,90,3,1,1,39.24
0,0,1,0,0,0,90,4,2,2,23.91
0,0,0,1,1,1,90,2,1,1,54.82
0,1,0,1,1,1,90,3,1,1,54.71
0,1,1,0,1,0,90,3,1,1,39.09
0,0,0,1,1,1,10,2,1,1,55.91
0,1,0,1,1,1,90,3,1,1,58.71
0,1,0,0,1,0,90,4,2,1,39.19
0,0,1,1,1,1,90,2,3,1,54.66
0,1,1,0,1,0,90,3,1,1,39.38
0,1,0,1,0,0,90,4,2,1,39.37
0,0,1,1,1,1,10,2,3,1,55.77
1,0,0,0,0,0,90,1,2,2,23.9
0,0,1,0,0,0,90,1,2,2,23.94
0,1,1,1,0,0,90,3,3,1,39.22
0,0,0,1,0,0,10,2,3,2,24.45
1,0,1,1,0,0,10,2,3,2,26.09
1,0,1,0,1,0,10,3,3,2,24.11
0,0,1,0,0,0,90,4,2,4,31.71
1,0,1,0,1,0,10,3,1,2,24.06
0,0,1,0,0,0,90,1,3,2,24.09
1,0,1,0,1,0,10,3,1,2,24.03
0,0,1,1,1,1,90,3,1,1,54.64
0,0,1,0,1,1,10,2,3,1,55.69
1,0,0,1,1,0,10,2,2,2,24.51
0,0,1,1,1,1,90,2,1,1,54.92
0,0,1,0,0,0,90,1,2,4,31.58
0,0,0,0,0,0,90,4,2,3,17.48
0,0,1,1,1,1,10,2,1,1,59.61
0,0,1,0,1,1,90,2,1,1,54.89
0,0,1,1,1,0,10,2,2,2,24.39
0,0,0,0,0,0,90,2,2,3,16.31
1,0,1,0,0,0,90,4,2,2,23.84
0,0,1,0,1,1,10,2,1,1,55.89
1,0,0,1,1,0,10,2,3,2,24.6
0,0,1,1,1,0,10,2,3,2,24.54
0,0,1,1,1,0,90,3,2,2,24.02
0,0,1,0,0,0,90,3,2,3,17.25
1,0,1,0,0,0,90,1,2,2,24.03
0,0,0,0,0,0,90,3,2,4,31.44
0,0,1,0,0,0,90,3,2,4,31.54
0,0,1,0,1,1,90,3,2,1,54.46
0,0,1,0,1,1,90,3,2,1,54.78
0,0,1,0,1,1,90,3,1,1,54.43
0,0,1,0,1,1,90,3,3,1,58.43
0,0,1,1,1,1,10,4,3,1,55.1
0,0,1,0,1,1,90,3,3,1,54.44
0,0,0,0,0,0,90,3,2,4,31.71
0,0,1,0,1,1,10,3,1,1,54.98
0,0,1,1,1,1,90,3,1,1,54.85
0,0,1,0,0,0,90,3,2,4,31.66
0,0,1,0,0,0,90,4,3,2,23.93
0,0,1,1,1,1,10,1,3,1,55.21
0,0,1,1,1,1,90,4,2,1,54.61
0,0,0,0,0,0,90,2,2,4,31.57
0,0,1,1,1,1,90,4,3,1,58.21
0,1,1,0,1,1,90,3,1,1,54.61
0,0,0,0,0,0,90,2,2,3,16.3
0,0,1,1,1,1,90,1,3,1,54.66
0,0,1,0,0,0,90,2,3,2,23.97
0,0,0,0,0,0,90,1,2,3,16.14
0,0,0,0,0,0,90,4,2,3,16.22
0,0,1,0,1,1,10,3,3,1,54.97
0,0,0,0,0,0,90,1,2,4,31.75
0,0,1,0,0,0,90,4,2,2,25.62
0,0,1,0,0,0,90,1,3,1,39.34
0,0,1,1,1,1,10,4,1,1,55.65
0,0,0,0,0,0,90,4,2,4,31.62
0,0,0,0,0,1,90,1,3,1,54.56
0,0,1,0,0,0,90,1,3,2,24.05
0,0,0,0,0,0,90,3,2,2,23.97
0,0,1,1,1,1,10,1,1,1,55.39
0,0,1,1,1,1,90,4,1,1,54.82
0,1,1,0,1,1,90,3,1,1,54.52
0,0,0,0,1,0,90,3,2,3,16.2
0,0,0,1,0,0,90,3,2,4,33.88
0,0,0,0,0,0,90,1,3,1,42.03
0,0,1,0,0,0,90,1,2,2,23.93
0,0,1,0,1,1,10,3,3,1,55.13
0,1,1,1,0,1,90,3,1,1,54.71
0,0,0,1,0,0,90,3,2,3,16.18
1,0,0,0,0,0,90,4,3,2,23.87
1,0,0,0,0,0,90,1,3,2,23.88
0,0,0,0,1,0,90,3,3,4,31.42
0,1,1,1,0,1,90,3,1,1,54.84
0,0,1,0,0,0,90,3,2,2,23.89
1,0,0,0,0,0,90,3,2,2,23.81
0,1,0,1,0,1,90,4,1,1,54.78
0,0,1,0,0,0,90,4,3,2,25.55
0,0,1,0,0,0,90,1,3,1,39.33
0,0,1,1,1,1,90,1,1,1,54.75
0,0,0,0,0,1,90,1,3,1,54.67
0,0,0,0,0,1,10,1,2,1,55.2
0,0,1,0,0,0,90,3,2,2,24.02
0,0,0,1,0,0,10,1,3,1,39.76
0,0,1,0,1,1,10,3,1,1,58.89
0,0,1,0,0,0,90,1,3,2,24.0
1,0,0,0,0,0,90,3,2,2,23.81
0,0,0,1,1,1,10,3,1,1,55.13
1,0,1,0,1,0,90,4,2,2,23.9
1,0,1,0,1,0,90,3,1,2,25.54
0,0,0,0,1,0,90,3,3,3,16.39
0,0,0,0,0,0,90,3,2,2,23.86
0,1,0,1,0,1,90,1,1,1,54.82
0,0,0,1,0,0,90,1,3,1,39.23
0,0,1,1,1,0,90,3,3,1,39.19
0,0,1,0,0,0,90,3,2,2,23.86
0,0,0,1,1,1,90,3,1,1,54.53
1,0,1,0,1,0,90,1,2,2,23.86
0,0,0,1,1,1,90,3,1,1,54.94
0,0,0,1,0,0,90,3,3,3,16.3
1,0,1,0,1,0,90,1,2,2,23.81
0,0,0,1,1,1,10,3,1,1,58.86
0,0,0,0,1,0,10,3,2,4,31.57
0,0,0,0,1,0,90,4,3,2,24.01
0,1,0,0,0,1,90,3,1,1,54.96
0,0,1,0,1,1,10,3,1,1,54.89
0,0,0,0,1,0,10,3,2,3,16.33
0,0,1,0,1,1,90,3,1,1,58.49
0,0,0,1,0,0,90,4,2,4,31.72
0,0,0,1,0,0,10,3,2,4,31.83
0,1,0,0,0,1,90,3,1,1,54.68
0,1,1,1,1,1,90,2,1,1,54.88
0,0,1,0,1,1,90,3,1,1,54.57
0,0,0,0,1,0,90,1,3,2,24.01
1,0,1,0,1,0,90,4,3,2,23.94
0,0,0,1,0,0,90,1,2,4,31.54
1,0,1,0,1,0,90,1,3,2,24.01
1,0,1,0,1,0,90,1,3,2,23.82
0,1,1,0,0,1,90,2,1,1,54.55
0,0,1,1,1,0,90,3,3,1,39.55
1,0,0,0,0,0,90,2,2,2,24.0
0,0,0,1,0,0,10,1,3,3,16.33
0,0,0,1,0,0,90,4,2,2,23.83
0,1,0,1,0,1,90,2,1,1,54.87
0,0,0,1,0,0,90,1,3,3,16.2
0,0,0,1,0,0,10,3,2,3,16.34
1,0,1,1,0,0,90,1,2,2,25.59
0,0,0,1,0,0,90,1,3,4,31.69
0,0,1,1,1,1,90,3,3,1,54.5
0,0,1,1,1,1,90,3,3,1,54.61
0,0,0,0,1,0,10,3,3,3,17.39
0,1,1,1,0,0,90,4,1,1,39.2
0,0,1,0,0,0,90,2,2,2,24.03
0,1,1,1,0,0,90,1,1,1,39.31
0,0,0,1,1,1,90,3,3,1,54.45
0,0,0,1,0,0,90,3,2,2,23.88
0,0,0,0,1,0,90,4,3,1,39.32
0,0,0,1,0,0,90,2,3,1,39.15
0,1,0,0,0,0,90,2,2,1,39.46
0,0,1,1,0,1,90,1,3,1,54.72
0,0,0,1,0,0,10,3,3,4,34.01
0,0,1,1,0,1,90,3,1,1,58.75
0,0,0,1,0,0,90,2,3,2,23.88
0,0,0,1,0,0,10,3,3,3,16.39
0,1,0,1,1,1,90,3,3,1,54.41
0,0,0,1,0,0,90,3,2,1,39.15
1,0,0,0,0,0,90,2,3,2,23.88
0,0,0,0,1,0,90,2,2,2,24.03
0,0,1,1,0,1,10,3,1,1,54.8
1,0,1,0,1,0,90,2,2,2,23.98
0,0,1,0,0,0,90,3,2,1,39.32
0,0,1,0,1,1,10,3,1,1,55.07
1,0,1,0,1,0,90,2,3,2,23.96
0,0,1,0,0,0,90,3,3,1,38.98
0,0,1,1,0,1,90,3,1,1,55.02
0,0,0,1,0,0,90,2,2,2,24.13
1,0,0,1,1,0,90,4,1,2,25.56
0,0,0,1,1,0,90,4,2,3,16.24
0,0,1,0,0,0,90,3,3,1,39.15
0,0,1,1,0,1,90,4,3,1,54.87
1,0,0,1,1,0,90,1,1,2,24.05
0,0,0,1,1,0,90,2,2,4,31.79
1,0,0,0,0,0,90,2,2,2,23.92
0,0,1,1,0,1,90,1,3,1,54.64
0,0,0,1,1,0,90,2,2,3,17.35
0,0,1,0,0,0,90,2,2,1,39.2
1,0,1,1,0,0,90,1,3,2,23.95
1,0,1,0,0,0,90,3,1,2,23.96
0,1,0,1,1,1,90,3,3,1,58.31
1,0,1,0,0,0,90,3,1,2,23.94
0,0,0,0,0,1,90,2,2,1,55.05
0,0,1,1,0,1,90,4,1,1,58.59
1,0,1,1,0,0,90,3,3,2,24.12
0,0,1,1,0,1,90,1,1,1,54.75
1,0,1,1,0,0,90,3,3,2,23.98
1,0,1,1,0,0,90,3,2,2,23.86
1,0,0,0,0,0,90,3,3,2,23.92
0,0,0,1,0,1,90,3,3,1,54.67
0,0,1,1,0,0,90,4,2,3,16.23
1,0,0,1,0,0,90,3,1,2,24.07
0,0,0,1,0,1,90,3,1,1,54.93
1,0,1,1,0,0,90,1,2,2,23.89
1,0,0,1,0,0,90,3,1,2,23.87
1,0,0,0,1,0,90,3,1,2,23.83
0,0,0,1,0,0,90,3,3,2,24.07
1,0,0,0,1,0,90,3,1,2,23.89
1,0,1,1,0,0,90,4,1,2,24.02
1,0,1,1,0,0,90,1,1,2,24.0
1,0,1,0,1,0,90,4,1,2,23.9
0,0,0,1,0,1,90,3,3,1,54.75
0,0,1,1,1,0,90,3,3,2,23.93
0,0,1,0,0,0,90,3,3,2,23.91
0,0,1,1,0,1,90,3,3,1,58.16
0,0,1,1,0,0,90,1,2,3,16.13
0,0,0,1,0,1,90,3,1,1,54.52
0,1,0,1,0,1,90,1,3,1,54.6
1,0,1,0,1,0,90,1,1,2,23.87
1,0,1,1,1,0,90,3,1,2,23.97
0,0,0,1,0,0,90,3,2,2,25.55
0,1,1,1,0,1,90,3,3,1,54.39
0,0,1,1,0,0,90,2,2,4,31.6
1,0,1,1,1,0,90,3,1,2,23.9
0,0,0,0,0,0,90,3,3,2,24.02
0,1,1,1,0,0,90,1,3,1,39.15
0,0,0,0,0,0,90,3,3,2,24.03
0,0,0,0,0,0,10,1,3,1,39.73
0,0,0,0,0,0,90,1,3,3,16.26
0,0,0,0,0,0,10,1,3,3,16.32
1,0,0,0,0,0,90,3,3,2,23.94
0,0,0,1,0,0,90,3,3,2,24.03
1,0,0,0,0,0,90,3,3,2,25.47
0,0,1,1,0,0,90,2,2,3,16.49
0,0,1,0,0,1,90,3,3,1,54.46
0,0,1,0,1,0,90,4,2,3,16.27
0,0,1,1,0,1,90,3,3,1,54.51
0,1,1,1,0,1,90,3,3,1,54.58
0,0,1,0,1,0,90,1,2,3,16.19
0,0,0,0,0,0,90,1,3,4,31.68
0,0,0,0,0,0,10,1,3,4,34.07
0,0,1,1,1,0,90,4,1,2,23.96
0,1,0,1,0,1,90,3,3,1,54.8
0,0,1,1,1,0,90,1,1,2,23.83
1,0,1,1,1,0,90,3,3,2,24.01
0,0,0,0,1,0,90,1,3,1,39.26
0,0,1,1,1,0,90,1,3,1,39.29
0,0,1,1,0,0,90,3,1,2,24.01
0,0,0,1,0,0,90,3,3,2,23.99
0,0,0,0,1,0,90,4,3,2,23.98
0,0,1,0,0,1,90,3,1,1,54.64
1,0,0,1,1,0,90,1,3,2,25.56
0,0,1,0,0,0,90,2,2,3,16.3
0,0,1,1,0,1,90,3,1,1,54.53
0,0,1,1,0,0,90,3,1,2,23.98
0,0,1,0,1,0,90,2,2,3,16.29
0,0,1,0,0,0,90,3,3,2,23.99
0,0,1,1,1,0,90,1,3,2,24.28
1,0,1,1,1,0,90,3,3,2,23.95
0,0,1,0,1,0,90,2,3,4,33.95
0,0,1,0,0,0,90,2,2,4,33.88
0,0,1,0,1,0,90,3,1,2,23.83
0,0,1,0,0,0,90,3,3,2,23.85
0,0,1,0,1,0,90,3,1,2,23.91
0,0,1,0,0,1,90,3,3,1,54.61
1,0,0,1,1,0,90,2,1,2,23.91
0,0,1,1,0,0,90,2,3,4,31.72
0,0,1,1,1,0,90,2,1,2,23.98
0,0,1,0,0,0,90,4,2,3,16.19
0,0,1,1,0,1,90,3,3,1,54.75
1,0,1,0,1,0,90,1,3,2,23.92
0,0,0,0,1,0,90,1,3,1,39.34
0,0,1,0,0,1,90,3,1,1,54.61
0,0,1,0,0,0,90,1,2,3,16.19
0,0,0,1,1,0,90,4,3,4,31.76
0,0,0,1,1,0,10,4,3,4,31.96
0,0,0,0,1,0,90,1,3,2,24.1
0,0,1,1,0,1,90,3,1,1,58.59
1,0,1,0,1,0,90,2,1,2,24.01
0,0,0,1,0,0,90,3,2,4,33.78
0,0,1,0,0,0,90,4,2,1,39.51
0,0,0,1,1,0,10,1,3,4,31.88
0,0,0,1,1,0,10,4,2,4,31.83
1,0,1,1,0,0,90,2,1,2,23.99
0,0,0,0,1,0,90,4,2,1,39.25
0,0,0,1,0,0,90,3,2,4,31.64
0,0,1,1,0,1,90,2,3,1,54.85
0,0,1,1,1,0,90,3,3,4,31.75
1,0,1,0,0,0,90,2,1,2,23.93
0,0,0,1,1,0,10,1,2,4,31.75
0,0,0,0,1,0,90,1,2,1,39.37
0,0,1,1,1,0,90,1,2,1,39.32
1,0,0,0,0,0,10,3,2,2,25.69
0,0,0,0,0,0,90,4,3,4,31.62
0,0,1,1,0,1,90,2,1,1,55.06
0,0,1,0,0,0,90,1,2,1,39.3
0,0,1,1,0,1,90,2,2,1,54.64
0,0,0,0,1,0,90,4,2,4,31.53
0,0,1,1,1,0,90,3,2,1,39.49
1,0,0,1,0,0,90,2,1,2,24.08
0,0,1,0,0,0,90,4,2,4,31.64
0,0,1,1,0,1,10,2,3,1,55.88
0,0,1,1,0,1,10,2,2,1,59.76
0,0,0,0,1,0,90,1,2,4,31.7
0,0,0,0,0,0,90,1,3,4,31.51
0,1,1,1,0,1,10,2,2,1,59.93
0,0,1,0,0,0,90,1,2,4,31.62
0,1,0,1,0,1,10,2,2,1,55.73
0,0,1,1,1,1,90,3,2,1,54.69
0,0,1,1,0,0,90,2,1,1,39.39
0,0,1,1,0,0,90,2,1,2,24.26
0,0,1,1,0,0,90,2,1,3,16.31
0,0,0,1,1,0,90,1,3,4,31.69
0,0,0,1,1,0,10,1,3,4,31.95
0,0,0,1,0,0,10,3,2,2,24.05
0,0,1,1,0,0,90,2,1,4,31.71
0,0,1,1,1,1,90,3,2,1,54.39
0,0,1,1,0,1,90,2,1,1,55.0
0,1,1,1,1,0,90,3,2,1,39.41
0,0,0,0,0,0,10,4,3,4,31.89
0,0,0,1,0,1,90,2,1,1,54.51
0,0,1,0,0,0,10,3,2,2,24.19
0,0,1,1,1,0,90,1,2,4,31.62
0,0,0,0,1,0,90,4,2,2,23.99
0,0,0,1,0,0,10,3,2,4,31.89
0,0,0,0,0,0,10,1,3,4,31.91
0,0,1,0,0,0,10,3,2,4,31.72
0,1,1,1,0,1,10,2,3,1,59.47
0,0,1,0,0,1,90,2,1,1,54.96
1,0,0,0,0,0,10,3,2,2,24.09
0,1,1,1,0,0,90,2,1,1,42.19
0,1,1,1,1,0,90,3,2,1,39.4
0,0,0,1,0,0,10,3,2,2,24.06
0,1,0,1,1,1,90,3,2,1,54.75
0,1,0,0,0,0,90,4,2,1,39.12
0,0,0,0,1,0,90,1,2,2,24.01
0,1,0,1,0,0,90,2,1,1,39.53
0,1,1,0,0,0,90,2,1,1,39.29
0,1,0,0,0,1,90,2,1,1,55.3
0,1,0,1,0,1,10,2,3,1,55.95
1,0,0,1,1,0,90,1,2,2,23.96
0,1,0,0,0,0,90,1,2,1,39.3
0,0,0,1,1,0,90,1,2,4,31.49
0,0,0,0,0,1,90,4,2,1,54.69
0,0,0,0,0,1,90,1,2,1,54.65
0,1,0,1,1,1,90,3,2,1,54.61
0,0,1,0,0,0,10,3,2,2,25.66
0,0,0,1,1,0,90,1,3,1,39.27
1,0,1,1,0,0,90,2,1,2,24.03
0,0,1,1,1,1,90,3,2,1,54.75
0,0,1,1,0,0,90,3,1,1,39.23
0,0,0,0,0,1,90,4,2,1,54.54
0,0,1,1,0,0,90,3,1,4,33.9
0,0,1,1,1,0,90,1,2,2,23.99
0,0,0,1,1,0,90,1,2,1,39.25
0,0,0,0,0,1,90,1,2,1,54.91
0,0,0,0,1,0,90,3,3,1,39.22
0,0,1,1,0,0,90,3,1,3,17.35
0,1,1,0,0,1,10,2,3,1,55.63
0,0,0,0,1,0,90,2,2,1,39.21
0,1,1,0,0,1,10,2,2,1,55.65
0,1,1,0,0,1,90,2,2,1,54.91
0,1,0,1,0,1,90,2,2,1,54.98
0,0,0,1,0,0,10,3,2,4,32.02
0,0,1,1,0,0,90,3,1,1,39.43
0,1,1,1,0,1,90,2,3,1,54.97
0,0,1,0,0,0,10,3,2,4,33.85
0,1,1,0,0,1,90,2,3,1,58.32
0,1,0,1,0,1,90,2,3,1,54.62
1,0,0,0,0,0,90,3,1,2,23.93
0,0,0,0,1,0,90,3,2,1,39.39
0,0,0,1,1,1,90,3,2,1,55.1
0,0,0,0,0,1,90,2,2,1,55.03
0,0,0,0,1,0,90,3,3,1,39.34
0,0,0,1,1,1,90,3,2,1,54.37
0,0,1,1,0,0,90,3,1,4,31.74
0,0,1,1,0,0,90,3,1,3,16.25
1,0,0,0,0,0,90,3,1,2,23.85
0,0,0,1,0,0,90,3,1,2,25.75
0,0,0,0,0,0,90,2,2,1,39.37
0,1,1,1,1,0,90,3,2,1,39.44
0,1,0,1,1,1,90,3,2,1,54.7
0,1,1,1,0,1,90,3,2,1,54.63
0,0,0,0,1,0,90,3,3,4,31.57
0,1,1,1,0,1,90,2,2,1,55.0
0,0,1,1,0,1,90,3,2,1,54.6
0,0,1,1,0,1,90,3,2,1,54.58
0,0,0,1,1,0,90,1,3,3,17.3
0,0,1,0,0,0,90,3,1,3,16.29
0,0,0,1,0,0,90,3,1,2,24.02
0,0,1,0,0,0,90,3,1,4,31.91
0,0,1,0,0,0,90,3,1,3,17.29
0,1,1,0,0,1,90,2,1,1,55.12
0,1,1,1,0,1,90,3,2,1,54.63
0,1,1,1,0,1,90,3,2,1,55.09
0,0,1,0,0,0,90,3,1,4,33.87
0,0,1,0,0,0,90,3,1,2,23.99
0,0,0,0,1,0,90,2,2,4,31.76
0,1,0,1,0,1,90,3,2,1,54.68
0,0,0,1,1,0,90,4,3,3,16.27
0,1,0,1,0,1,90,3,2,1,58.36
0,1,0,0,0,0,90,2,2,1,39.6
0,0,1,1,0,1,90,3,1,1,55.13
0,0,1,1,0,1,90,3,1,1,54.53
0,0,1,0,0,0,90,3,1,1,39.4
0,0,1,1,1,1,90,3,1,1,54.51
0,0,1,0,0,0,90,3,1,1,39.37
0,0,1,0,0,0,90,3,1,2,24.07
0,0,0,1,0,0,90,3,1,4,31.76
0,1,0,1,0,1,90,2,1,1,54.7
0,0,1,1,1,1,90,3,1,1,58.43
0,0,0,1,1,0,90,1,3,3,16.24
0,0,0,1,1,0,90,1,2,3,16.45
0,0,0,1,0,0,90,3,1,4,31.56
0,1,1,1,0,1,90,2,1,1,54.97
0,1,0,1,0,1,10,2,1,1,55.87
0,0,0,0,0,0,90,1,2,1,39.23
0,1,1,1,0,1,10,2,1,1,56.17
0,1,1,0,0,1,10,2,1,1,55.77
0,0,0,1,1,0,90,1,3,3,16.28
0,0,1,1,0,1,10,2,1,1,59.55
0,0,0,1,1,1,90,3,1,1,54.94
0,1,1,1,0,1,90,2,3,1,54.68
0,1,0,0,0,0,90,4,2,1,39.53
0,1,1,1,0,1,90,2,2,1,54.95
0,0,0,0,1,0,90,2,2,2,24.17
1,0,0,1,0,0,90,3,2,2,23.88
0,0,0,1,0,0,90,3,1,1,39.53
0,0,0,1,1,1,90,3,1,1,54.63
0,0,1,0,0,0,90,3,1,4,31.67
0,0,1,0,0,0,90,3,1,4,33.96
1,0,1,0,0,0,90,3,3,2,23.91
0,0,1,1,1,0,90,3,1,1,39.33
1,0,0,0,0,0,10,3,1,2,23.97
1,0,0,0,0,0,10,3,1,2,24.06
0,0,0,1,0,0,90,3,1,3,16.28
0,0,1,1,0,0,90,3,3,2,23.83
0,0,0,0,1,0,90,1,2,1,39.51
0,0,0,1,0,0,90,3,1,4,31.76
1,0,1,1,0,0,90,3,2,2,23.88
0,0,0,1,0,0,10,3,1,2,24.08
0,0,0,0,1,0,90,1,3,3,16.3
1,0,1,1,0,0,90,3,2,2,24.18
0,1,0,0,0,0,90,1,2,1,39.18
0,1,0,0,0,1,90,1,2,1,58.22
0,0,0,1,0,0,90,3,1,1,39.47
0,0,0,0,0,0,90,4,2,3,16.32
0,0,0,1,1,0,90,1,2,3,17.27
0,0,0,1,0,0,90,3,1,3,16.29
0,0,0,0,1,0,90,1,2,3,16.27
0,0,0,0,1,0,90,3,3,3,16.19
0,0,0,1,0,0,90,3,1,4,31.63
0,0,0,0,1,0,90,1,2,4,31.83
0,0,1,1,0,0,90,4,1,1,39.43
0,0,1,1,1,0,90,3,1,1,39.37
0,0,0,0,1,0,90,3,2,3,16.32
0,0,0,1,1,0,90,2,3,3,16.31
0,0,1,1,1,0,90,3,1,4,31.63
0,0,1,1,0,0,90,4,1,3,17.32
0,0,0,0,0,0,90,1,2,3,16.18
0,0,1,0,1,0,90,1,3,3,16.17
0,0,0,0,0,0,90,4,2,4,31.55
0,0,0,1,0,0,10,3,1,2,24.11
0,0,1,0,0,0,10,3,1,2,24.25
0,0,0,0,0,0,90,1,2,4,31.45
