anyScriptOrigin,validate,onload,dpi,resolution,quality,indexed,mimeType,time
0,0,0,50,8294400,0.1,8,1,17.92
0,1,1,100,8294400,0.1,4,3,19.0
0,0,0,100,8294400,0.9,8,1,17.11
0,0,0,100,8294400,0.1,8,1,17.77
0,0,0,200,8294400,0.9,8,1,18.51
0,0,0,200,8294400,0.1,8,1,17.69
0,0,0,200,2073600,0.1,4,2,8.91
0,0,0,200,8294400,0.1,1,2,8.63
0,0,1,400,8294400,0.1,1,2,8.93
0,1,1,100,8294400,0.1,4,4,18.56
1,0,0,400,8294400,0.1,1,2,8.88
0,1,0,100,8294400,0.9,4,1,18.4
0,1,1,100,8294400,0.1,4,2,10.08
0,0,0,200,2073600,0.1,1,2,8.59
0,0,1,400,8294400,0.1,4,2,9.05
1,0,0,400,8294400,0.1,4,2,9.04
0,0,0,200,8294400,0.1,2,2,8.79
1,0,1,100,8294400,0.1,4,1,17.5
0,1,0,100,8294400,0.1,4,1,18.8
0,0,1,50,8294400,0.1,1,3,18.74
0,0,1,50,8294400,0.1,1,4,18.96
1,1,0,400,307200,0.9,4,1,7.98
0,0,0,200,8294400,0.1,8,2,8.64
1,0,0,50,8294400,0.1,1,3,18.08
0,1,1,100,2073600,0.1,4,3,12.53
0,0,0,200,2073600,0.1,8,2,8.59
1,1,0,400,8294400,0.9,4,1,18.3
1,1,0,100,307200,0.9,4,1,7.84
0,1,1,100,2073600,0.1,4,4,12.2
0,1,0,100,2073600,0.9,4,1,12.29
0,0,0,200,8294400,0.1,8,3,18.06
0,0,0,200,2073600,0.1,8,3,11.99
1,0,0,50,8294400,0.1,1,4,18.35
0,0,0,200,8294400,0.1,8,4,17.75
0,1,1,100,2073600,0.1,4,2,10.18
0,0,0,200,2073600,0.1,8,4,11.5
0,0,0,200,307200,0.1,4,2,9.02
1,1,0,400,307200,0.1,4,1,7.91
1,1,0,400,8294400,0.1,4,1,18.03
0,0,1,50,8294400,0.1,4,3,17.71
0,0,1,50,8294400,0.1,4,4,17.94
0,0,0,200,307200,0.1,4,3,7.3
0,1,0,100,2073600,0.1,4,1,11.77
1,1,0,100,8294400,0.1,4,3,19.28
1,1,0,100,8294400,0.1,4,4,19.64
1,0,0,50,8294400,0.1,4,3,17.61
1,1,0,100,307200,0.1,4,1,8.05
1,1,0,100,8294400,0.1,4,2,9.77
1,1,0,100,8294400,0.1,4,1,18.3
1,0,0,50,8294400,0.1,4,4,17.92
0,0,0,200,307200,0.1,4,4,7.19
0,0,0,200,307200,0.1,1,3,7.2
1,1,0,100,2073600,0.1,4,3,12.14
1,1,0,100,2073600,0.1,4,4,12.59
1,0,1,400,2073600,0.9,4,1,11.85
1,1,0,400,2073600,0.9,4,1,11.7
0,0,0,200,307200,0.1,1,4,7.27
0,0,0,200,307200,0.1,8,3,7.36
0,0,0,200,307200,0.1,8,4,7.41
1,1,0,100,2073600,0.1,4,2,9.54
0,0,0,200,307200,0.1,1,2,8.62
0,0,1,200,8294400,0.1,1,3,18.98
1,0,1,400,2073600,0.1,4,1,11.88
0,0,0,200,307200,0.1,8,2,8.95
0,0,1,200,8294400,0.1,1,4,18.23
0,0,1,400,8294400,0.1,1,3,17.64
1,1,0,400,2073600,0.1,4,1,12.24
1,1,1,100,2073600,0.1,4,4,12.96
0,1,1,400,8294400,0.1,1,3,18.42
0,0,1,400,8294400,0.1,1,4,18.5
1,1,1,100,2073600,0.1,4,3,12.6
0,1,1,400,8294400,0.1,1,4,19.37
1,0,1,100,2073600,0.9,4,1,11.9
1,0,1,100,2073600,0.1,4,1,11.96
0,1,0,400,8294400,0.9,1,1,18.15
0,0,0,200,8294400,0.1,2,3,17.44
0,1,1,400,8294400,0.1,1,2,10.17
0,0,1,50,8294400,0.1,1,2,8.97
1,0,0,400,8294400,0.1,1,3,18.37
0,0,0,200,8294400,0.1,2,4,18.0
1,0,0,400,8294400,0.1,1,4,18.22
0,1,1,50,8294400,0.1,1,3,18.9
0,1,1,50,8294400,0.1,1,4,18.79
0,1,0,50,8294400,0.9,1,1,19.02
0,0,0,200,2073600,0.1,2,3,11.34
1,0,0,200,8294400,0.1,1,3,17.86
0,1,1,50,8294400,0.1,1,2,10.66
0,1,0,400,8294400,0.1,1,1,18.21
0,1,0,50,8294400,0.1,1,1,18.48
0,1,1,400,2073600,0.1,1,3,12.23
1,1,0,100,2073600,0.9,4,1,11.8
1,1,0,100,2073600,0.1,4,1,11.82
1,0,1,400,307200,0.9,8,1,7.77
0,1,1,400,2073600,0.1,1,4,12.49
0,0,0,200,2073600,0.1,2,4,10.99
0,1,0,400,2073600,0.9,1,1,12.49
1,0,1,400,307200,0.1,8,1,7.64
0,1,1,400,2073600,0.1,1,2,10.26
1,1,0,400,307200,0.9,8,1,8.09
0,0,0,200,2073600,0.1,2,2,8.9
1,1,0,400,307200,0.1,8,1,8.07
0,0,0,200,307200,0.1,2,3,7.14
1,0,0,200,8294400,0.1,1,4,17.66
0,1,1,50,2073600,0.1,1,3,13.03
0,0,1,400,8294400,0.1,4,3,17.71
1,0,1,400,2073600,0.9,8,1,11.62
0,0,0,200,307200,0.1,2,4,7.31
0,0,0,200,307200,0.1,2,2,8.64
1,0,1,400,2073600,0.1,8,1,11.67
0,0,1,400,8294400,0.1,4,4,18.31
1,1,0,400,2073600,0.9,8,1,11.86
0,1,1,50,2073600,0.1,1,4,12.88
0,1,0,50,2073600,0.9,1,1,12.23
0,0,1,200,8294400,0.1,4,3,18.65
1,1,0,400,2073600,0.1,8,1,11.95
0,0,1,200,8294400,0.1,4,4,17.68
0,1,1,50,2073600,0.1,1,2,10.27
0,1,0,400,2073600,0.1,1,1,12.47
0,1,0,50,2073600,0.1,1,1,12.48
1,1,1,400,8294400,0.1,8,4,18.56
1,1,0,400,8294400,0.1,1,3,18.84
1,0,0,400,8294400,0.1,4,3,17.8
1,1,0,400,8294400,0.1,1,4,18.83
1,0,0,400,8294400,0.1,4,4,18.56
1,0,0,200,8294400,0.1,4,3,17.32
1,1,0,400,8294400,0.1,1,2,9.55
1,1,0,50,8294400,0.1,1,3,18.97
1,0,0,200,8294400,0.1,4,4,17.66
1,1,0,50,8294400,0.1,1,4,18.41
1,0,1,400,8294400,0.9,8,1,17.67
0,0,1,100,8294400,0.1,1,3,18.78
1,1,0,50,8294400,0.1,1,2,9.66
0,0,1,100,8294400,0.1,1,4,18.65
1,0,0,100,8294400,0.1,1,3,18.11
1,1,0,400,2073600,0.1,1,3,11.92
1,1,0,400,2073600,0.1,1,4,12.72
1,1,0,400,2073600,0.1,1,2,9.9
1,0,1,400,8294400,0.1,8,1,18.46
1,1,0,50,2073600,0.1,1,3,12.25
1,0,1,100,307200,0.9,8,1,7.83
1,1,0,50,2073600,0.1,1,4,12.14
1,0,1,100,307200,0.1,8,1,7.42
1,0,1,100,2073600,0.9,8,1,11.85
1,1,0,50,2073600,0.1,1,2,9.49
1,0,1,100,2073600,0.1,8,1,11.47
1,0,0,100,8294400,0.1,1,4,17.23
0,0,1,100,8294400,0.1,4,3,18.72
0,0,1,100,8294400,0.1,4,4,18.36
1,0,0,100,8294400,0.1,4,3,17.4
1,0,0,100,8294400,0.1,4,4,18.68
0,0,1,400,307200,0.1,1,3,7.67
0,1,1,400,8294400,0.1,2,3,18.55
1,0,1,100,8294400,0.1,8,1,17.89
1,0,1,200,307200,0.9,4,1,7.85
1,0,1,200,307200,0.1,4,1,7.76
0,0,1,50,307200,0.1,1,3,7.84
1,0,1,200,307200,0.9,8,1,7.68
1,0,1,200,307200,0.1,8,1,7.62
0,1,1,400,8294400,0.1,2,4,18.99
0,0,1,400,307200,0.1,1,4,7.61
0,0,1,50,307200,0.1,1,4,7.48
0,1,0,400,8294400,0.9,2,1,18.0
0,1,1,400,8294400,0.1,2,2,10.24
0,0,1,200,307200,0.1,1,3,7.75
1,1,0,200,307200,0.9,4,1,8.12
1,1,0,200,307200,0.1,4,1,8.32
0,0,1,200,307200,0.1,1,4,7.62
1,0,0,400,307200,0.1,1,3,7.12
0,1,0,50,8294400,0.9,2,1,18.7
1,0,0,50,307200,0.1,1,3,7.63
0,1,1,50,8294400,0.1,2,3,18.46
0,1,1,50,8294400,0.1,2,4,18.97
1,1,0,200,307200,0.9,8,1,7.84
1,0,0,400,307200,0.1,1,4,7.58
0,1,1,50,8294400,0.1,2,2,10.18
0,1,0,400,8294400,0.1,2,1,18.43
0,1,0,50,8294400,0.1,2,1,19.15
1,0,0,50,307200,0.1,1,4,7.26
1,1,0,200,307200,0.1,8,1,8.17
1,0,0,200,307200,0.1,1,3,7.26
0,1,1,400,2073600,0.1,2,3,12.93
0,1,1,400,2073600,0.1,2,4,12.15
1,0,0,200,307200,0.1,1,4,7.68
0,1,0,400,2073600,0.9,2,1,11.88
0,1,1,400,2073600,0.1,2,2,10.11
1,0,0,50,307200,0.1,1,2,8.47
0,0,1,50,307200,0.1,1,2,9.25
0,0,1,400,307200,0.1,4,3,7.71
0,1,1,50,2073600,0.1,2,3,12.68
0,1,1,50,2073600,0.1,2,4,12.56
0,1,0,50,2073600,0.9,2,1,12.14
0,1,1,50,2073600,0.1,2,2,10.18
1,1,1,200,307200,0.1,4,2,10.62
0,0,1,400,307200,0.1,4,4,7.57
1,1,1,200,307200,0.1,8,2,10.07
1,1,0,200,2073600,0.9,4,1,11.73
0,1,0,400,2073600,0.1,2,1,11.62
0,0,1,50,307200,0.1,4,3,7.77
1,1,0,200,2073600,0.1,4,1,11.65
0,1,0,50,2073600,0.1,2,1,12.19
0,0,1,50,307200,0.1,4,4,7.9
1,1,0,200,2073600,0.9,8,1,11.8
1,1,0,400,8294400,0.1,2,2,9.82
0,0,1,400,307200,0.1,4,2,9.34
1,1,0,50,8294400,0.1,2,2,9.64
0,0,1,50,307200,0.1,4,2,9.11
1,0,0,400,307200,0.1,4,3,7.39
1,1,0,200,2073600,0.1,8,1,12.28
1,1,0,400,2073600,0.1,2,2,9.88
1,0,0,400,307200,0.1,4,4,7.49
1,0,0,50,307200,0.1,4,3,7.59
1,0,0,50,307200,0.1,4,4,7.06
1,0,0,400,307200,0.1,4,2,8.66
1,1,1,200,2073600,0.1,4,4,13.05
1,1,1,200,2073600,0.1,4,3,12.26
1,1,1,200,2073600,0.1,8,4,12.45
1,1,0,50,2073600,0.1,2,2,9.71
1,0,0,50,307200,0.1,4,2,8.66
1,0,0,200,307200,0.1,4,3,7.42
1,0,0,200,307200,0.1,4,4,7.45
0,0,1,100,307200,0.1,1,3,7.92
1,1,1,200,2073600,0.1,8,3,12.59
0,1,1,200,8294400,0.1,1,2,9.99
1,1,0,200,8294400,0.9,4,1,18.22
0,0,1,100,307200,0.1,1,4,7.69
1,1,0,200,8294400,0.1,4,1,19.26
0,1,1,200,2073600,0.1,1,2,10.18
1,1,0,200,8294400,0.1,1,2,9.62
1,1,0,200,2073600,0.1,1,2,9.98
1,1,0,200,8294400,0.9,8,1,19.44
1,1,0,200,8294400,0.1,8,1,18.48
1,1,1,200,8294400,0.1,4,4,18.89
1,1,1,200,8294400,0.1,4,3,18.96
1,0,0,100,307200,0.1,1,3,7.12
1,1,1,200,8294400,0.1,8,4,18.4
1,0,0,100,307200,0.1,1,4,7.23
1,1,1,200,8294400,0.1,8,3,19.19
1,1,1,200,8294400,0.1,4,2,10.12
0,1,1,200,8294400,0.1,2,2,10.14
0,0,1,100,307200,0.1,4,4,7.6
1,0,0,100,307200,0.1,4,4,7.27
1,1,1,200,8294400,0.1,8,2,10.01
1,1,0,50,307200,0.9,4,1,8.02
0,1,1,200,2073600,0.1,2,2,10.03
1,1,0,200,8294400,0.1,2,2,10.2
1,1,0,200,2073600,0.1,2,2,9.68
0,1,1,100,8294400,0.1,1,2,10.28
1,1,0,50,307200,0.1,4,1,8.03
1,1,0,50,2073600,0.9,4,1,12.6
1,1,0,50,2073600,0.1,4,1,12.12
1,0,0,100,307200,0.1,8,4,7.31
1,0,0,400,307200,0.1,8,4,7.29
1,0,0,400,307200,0.1,8,3,7.25
0,0,1,100,8294400,0.1,1,2,8.93
1,0,0,100,8294400,0.1,1,2,8.74
0,0,1,200,8294400,0.1,1,2,9.17
1,1,1,50,2073600,0.1,4,4,12.42
1,1,1,50,2073600,0.1,4,3,12.2
0,1,1,100,2073600,0.1,1,2,10.36
1,1,0,100,8294400,0.1,1,2,9.66
1,1,1,400,2073600,0.1,4,2,10.13
1,1,1,50,8294400,0.1,4,4,19.5
1,1,0,100,2073600,0.1,1,2,9.41
1,0,0,200,8294400,0.1,1,2,8.53
1,1,1,50,8294400,0.1,4,3,19.08
1,1,1,50,8294400,0.1,4,2,10.05
1,1,1,100,2073600,0.1,4,2,10.71
0,0,1,100,8294400,0.1,4,2,9.27
0,1,1,100,8294400,0.1,2,2,10.19
1,1,1,100,8294400,0.1,4,2,10.02
1,1,1,50,307200,0.1,4,2,10.22
1,1,0,50,8294400,0.9,4,1,18.62
0,1,1,100,2073600,0.1,2,2,10.29
1,1,0,50,8294400,0.1,4,1,18.15
1,1,1,400,2073600,0.1,1,4,12.16
1,1,1,400,2073600,0.1,1,3,12.63
1,0,0,100,8294400,0.1,4,2,9.0
1,1,0,100,8294400,0.1,2,2,9.54
0,0,1,200,8294400,0.1,4,2,9.0
1,0,0,200,8294400,0.1,4,2,8.8
1,1,0,400,2073600,0.9,1,1,11.75
0,0,1,100,8294400,0.1,8,2,9.39
1,0,0,100,8294400,0.1,8,2,9.02
1,1,0,100,2073600,0.1,2,2,9.79
0,0,1,100,8294400,0.1,8,3,17.81
0,1,1,400,307200,0.1,2,2,10.13
1,1,0,400,2073600,0.1,1,1,12.17
1,1,0,400,307200,0.9,1,1,7.95
1,0,0,100,8294400,0.1,8,3,18.04
0,1,1,50,307200,0.1,2,2,10.24
0,0,1,200,8294400,0.1,8,2,9.21
1,0,0,200,8294400,0.1,8,2,8.55
1,1,0,400,307200,0.1,1,1,8.01
0,1,1,400,307200,0.1,2,3,8.24
1,0,1,400,307200,0.9,1,1,7.47
0,0,1,200,8294400,0.1,8,3,18.66
0,1,1,400,307200,0.1,2,4,8.38
1,0,1,200,307200,0.9,1,1,7.82
1,0,0,200,8294400,0.1,8,3,18.6
0,1,1,50,307200,0.1,2,3,8.52
1,1,0,200,307200,0.9,1,1,8.08
0,0,1,400,8294400,0.1,8,3,18.35
0,1,1,50,307200,0.1,2,4,8.55
1,0,0,400,8294400,0.1,8,3,17.28
0,0,1,200,8294400,0.1,8,4,18.15
1,0,0,200,8294400,0.1,8,4,17.54
0,0,1,400,8294400,0.1,8,4,17.67
1,0,0,400,8294400,0.1,8,4,17.98
0,0,1,400,8294400,0.1,8,2,9.24
0,1,0,50,307200,0.9,2,1,8.16
1,0,0,400,8294400,0.1,8,2,8.84
0,0,1,100,8294400,0.1,8,4,17.75
1,0,1,400,307200,0.1,1,1,7.7
0,1,0,50,307200,0.1,2,1,8.21
0,1,0,400,307200,0.1,2,1,7.96
1,0,0,100,8294400,0.1,8,4,17.88
1,0,1,200,307200,0.1,1,1,7.73
1,1,0,200,307200,0.1,1,1,8.34
1,1,1,200,307200,0.1,1,4,8.82
1,0,0,50,8294400,0.1,1,2,8.53
0,0,1,50,8294400,0.1,4,2,9.1
1,0,0,50,8294400,0.1,4,2,8.82
1,1,1,200,307200,0.1,1,3,8.71
1,1,0,400,307200,0.1,2,3,7.99
1,1,0,400,307200,0.1,2,4,8.11
1,1,0,400,307200,0.1,2,2,9.74
1,1,0,50,307200,0.1,2,3,8.08
1,1,0,50,307200,0.1,2,4,8.11
0,0,1,50,8294400,0.1,8,3,18.35
1,0,0,50,8294400,0.1,8,3,17.51
0,0,1,50,8294400,0.1,8,4,17.78
1,1,1,100,307200,0.1,1,4,8.45
1,1,1,100,307200,0.1,1,3,8.58
1,1,1,400,307200,0.1,1,2,10.17
1,1,1,200,307200,0.1,1,2,10.69
1,0,0,50,8294400,0.1,8,4,17.82
0,0,1,50,8294400,0.1,8,2,9.08
1,1,0,50,307200,0.1,2,2,9.37
1,0,0,50,8294400,0.1,8,2,8.84
0,1,0,200,8294400,0.1,1,3,18.48
0,1,0,200,8294400,0.1,4,3,18.55
1,1,1,200,8294400,0.1,1,4,18.51
0,1,0,100,8294400,0.1,1,3,18.17
1,1,1,200,8294400,0.1,1,3,18.87
0,1,0,100,8294400,0.1,4,3,19.2
0,1,0,400,307200,0.1,1,1,7.99
0,1,0,50,307200,0.9,1,1,8.14
0,1,0,50,307200,0.1,1,1,8.1
0,1,0,400,8294400,0.1,1,3,18.64
1,1,1,200,8294400,0.1,1,2,10.3
0,1,0,400,8294400,0.1,4,3,18.22
0,1,1,200,307200,0.1,1,3,8.64
1,1,1,200,2073600,0.1,1,4,12.38
0,1,0,100,8294400,0.1,1,4,19.78
0,0,1,100,8294400,0.9,4,1,17.92
0,0,1,400,307200,0.1,1,1,7.47
0,1,0,400,8294400,0.1,1,4,18.2
1,0,1,400,8294400,0.1,4,3,18.72
1,1,1,200,2073600,0.1,1,3,12.41
1,0,1,50,8294400,0.1,4,3,18.24
1,1,1,200,2073600,0.1,1,2,10.13
1,0,1,200,8294400,0.9,1,1,18.06
1,0,1,50,8294400,0.1,4,4,18.95
0,0,1,400,8294400,0.1,1,1,17.91
0,0,1,50,8294400,0.9,1,1,17.7
0,1,0,200,8294400,0.1,1,4,18.71
1,0,1,400,8294400,0.1,4,2,9.2
1,0,1,200,2073600,0.9,1,1,11.33
1,0,1,400,8294400,0.1,1,2,9.13
1,0,1,200,8294400,0.1,1,1,18.83
1,0,1,200,2073600,0.1,1,1,11.36
1,1,0,200,8294400,0.9,1,1,18.79
0,1,0,50,8294400,0.1,1,3,18.04
0,1,0,50,8294400,0.1,1,4,18.64
0,1,0,400,8294400,0.1,4,4,18.09
1,0,1,400,307200,0.1,4,2,9.14
1,0,1,400,307200,0.1,1,2,8.94
1,1,0,200,2073600,0.9,1,1,11.98
1,0,1,400,8294400,0.1,4,4,17.56
0,1,0,50,8294400,0.1,4,3,19.38
1,1,0,200,8294400,0.1,1,1,19.03
0,1,0,50,8294400,0.1,4,4,18.86
1,1,0,200,2073600,0.1,1,1,12.19
1,1,1,400,8294400,0.1,1,4,19.47
1,1,1,400,8294400,0.1,1,3,19.03
0,1,0,100,8294400,0.1,4,4,18.36
0,1,0,200,8294400,0.1,4,4,19.55
0,1,0,200,8294400,0.1,4,2,9.81
0,1,0,400,8294400,0.1,4,2,9.83
1,0,1,400,8294400,0.9,1,1,18.48
1,0,1,400,8294400,0.1,1,3,18.08
1,0,1,400,2073600,0.9,1,1,11.31
0,1,0,50,8294400,0.1,4,2,9.51
1,0,1,400,8294400,0.1,1,4,18.37
0,1,0,100,8294400,0.1,4,2,9.57
1,1,0,400,8294400,0.9,1,1,17.92
1,0,1,400,307200,0.1,4,3,7.72
1,0,1,400,8294400,0.1,1,1,18.26
0,1,0,50,8294400,0.1,1,2,9.81
0,1,0,400,8294400,0.1,1,2,9.65
1,0,1,400,2073600,0.1,1,1,12.0
0,1,0,100,8294400,0.1,1,2,9.79
1,1,0,400,8294400,0.1,1,1,18.14
1,1,1,100,2073600,0.1,1,4,12.88
1,0,1,400,307200,0.1,4,4,7.54
1,0,1,400,307200,0.1,1,3,7.59
1,0,1,400,307200,0.1,1,4,7.67
1,1,1,100,2073600,0.1,1,3,12.61
1,0,1,50,8294400,0.1,1,3,17.68
1,0,1,50,8294400,0.1,1,4,18.12
1,0,1,50,307200,0.1,4,3,7.51
0,1,0,50,8294400,0.1,8,2,9.46
0,1,0,400,8294400,0.1,8,2,9.66
1,0,1,50,307200,0.1,4,4,7.68
1,1,1,100,8294400,0.1,1,2,10.62
1,1,1,100,2073600,0.1,1,2,10.15
1,0,1,100,2073600,0.9,1,1,11.55
1,0,1,50,307200,0.1,1,3,7.59
1,1,0,100,2073600,0.9,1,1,12.41
1,0,1,50,307200,0.1,1,4,7.7
0,1,0,100,8294400,0.1,8,2,9.97
1,0,1,100,8294400,0.1,1,1,17.45
1,0,1,100,2073600,0.1,1,1,11.42
0,1,0,400,8294400,0.1,8,3,18.98
0,1,0,400,8294400,0.1,8,4,18.93
1,1,0,100,8294400,0.1,1,1,18.32
0,1,0,50,8294400,0.1,8,3,18.4
1,1,0,100,2073600,0.1,1,1,12.05
0,1,0,50,8294400,0.1,8,4,18.23
1,0,1,50,8294400,0.1,4,2,9.03
0,1,0,100,8294400,0.1,8,3,18.14
0,1,0,100,8294400,0.1,8,4,18.87
0,1,0,200,8294400,0.1,1,2,9.57
0,1,0,200,8294400,0.1,8,3,18.2
1,0,1,50,8294400,0.1,1,2,9.17
0,1,0,200,8294400,0.1,8,4,19.66
0,1,0,200,8294400,0.1,8,2,9.45
1,0,1,100,307200,0.9,1,1,7.67
1,0,1,50,307200,0.1,4,2,8.92
0,1,0,400,307200,0.1,4,3,8.0
1,1,0,100,307200,0.9,1,1,8.22
0,1,0,400,307200,0.1,4,4,8.25
1,0,1,100,307200,0.1,1,1,7.62
0,1,0,50,307200,0.1,4,3,7.98
0,1,0,50,307200,0.1,4,4,8.23
1,0,1,50,307200,0.1,1,2,9.03
1,0,1,400,2073600,0.1,4,3,11.86
0,1,0,100,307200,0.1,4,4,8.27
0,1,0,400,307200,0.1,1,3,8.26
0,1,0,400,307200,0.1,1,4,7.76
0,1,0,50,307200,0.1,1,3,8.0
1,1,0,100,307200,0.1,1,1,8.29
0,1,0,50,307200,0.1,1,4,7.98
0,1,0,100,307200,0.1,1,3,8.17
0,1,0,100,307200,0.1,1,4,8.01
1,0,1,400,2073600,0.1,4,4,11.98
0,1,1,400,8294400,0.9,1,1,18.69
1,0,1,400,2073600,0.1,1,3,11.78
0,1,0,400,307200,0.1,4,2,9.6
1,0,1,400,2073600,0.1,1,4,11.45
0,1,0,50,307200,0.1,4,2,9.87
1,0,1,400,2073600,0.1,4,2,9.3
0,1,0,400,307200,0.1,1,2,9.96
1,0,1,400,2073600,0.1,1,2,8.75
1,0,1,50,2073600,0.1,4,3,11.71
1,0,1,50,2073600,0.1,4,4,11.81
0,1,1,400,8294400,0.1,1,1,18.83
0,1,1,400,2073600,0.9,1,1,13.07
0,1,1,400,2073600,0.1,1,1,12.09
1,0,1,50,2073600,0.1,1,3,11.42
0,1,1,100,8294400,0.1,1,1,18.83
1,0,1,50,2073600,0.1,1,4,11.79
1,0,1,50,2073600,0.1,4,2,9.22
0,1,0,50,307200,0.1,1,2,9.55
0,1,1,100,2073600,0.9,1,1,12.11
0,1,0,200,307200,0.1,4,3,8.19
0,1,1,100,2073600,0.1,1,1,12.56
1,0,1,50,8294400,0.9,1,1,18.59
0,1,0,200,307200,0.1,4,4,8.27
0,1,0,200,307200,0.1,1,3,7.96
1,0,1,50,2073600,0.1,1,2,8.92
1,1,1,50,8294400,0.1,1,2,10.35
1,1,0,50,8294400,0.9,1,1,18.15
0,1,0,200,307200,0.1,1,4,8.54
1,0,1,50,8294400,0.9,8,1,17.47
0,1,0,400,307200,0.1,8,3,8.32
0,0,1,50,307200,0.9,1,1,7.7
0,1,0,400,307200,0.1,8,4,8.01
0,1,0,50,307200,0.1,8,3,8.22
1,0,1,200,8294400,0.9,8,1,17.94
0,0,1,50,8294400,0.1,1,1,17.71
0,0,1,50,307200,0.1,1,1,7.66
1,0,1,50,2073600,0.9,8,1,11.43
1,0,0,400,8294400,0.9,4,1,18.04
1,0,0,400,8294400,0.9,1,1,17.87
0,1,0,50,307200,0.1,8,4,8.53
1,0,0,400,8294400,0.1,4,1,18.17
1,0,0,400,8294400,0.1,1,1,18.1
1,0,1,200,2073600,0.9,8,1,11.8
1,0,0,400,307200,0.1,4,1,7.4
1,0,1,50,2073600,0.9,1,1,11.32
1,0,0,400,307200,0.1,1,1,7.47
0,1,0,100,307200,0.1,8,4,8.07
0,1,0,400,307200,0.1,8,2,9.59
1,0,1,50,2073600,0.9,4,1,11.61
0,1,0,50,307200,0.1,8,2,9.66
1,0,1,200,2073600,0.9,4,1,11.4
1,0,1,50,8294400,0.9,4,1,18.02
1,0,1,200,8294400,0.9,4,1,17.69
0,1,0,200,307200,0.1,8,3,8.12
0,1,0,200,307200,0.1,8,4,8.47
1,0,0,50,8294400,0.9,4,1,17.95
1,0,0,50,8294400,0.9,1,1,18.01
1,0,0,50,307200,0.9,4,1,7.53
1,0,0,50,307200,0.9,1,1,7.44
1,0,0,50,8294400,0.1,4,1,17.68
0,0,0,400,307200,0.9,4,1,7.22
1,0,1,50,8294400,0.1,4,1,17.49
0,0,0,400,307200,0.1,4,1,7.23
1,0,1,200,8294400,0.1,4,1,17.94
1,0,1,50,2073600,0.1,4,1,11.34
0,0,0,50,307200,0.9,4,1,7.14
0,0,0,50,307200,0.1,4,1,7.17
0,0,0,100,307200,0.9,4,1,7.43
1,0,0,50,8294400,0.1,1,1,18.5
0,0,0,100,307200,0.1,4,1,7.51
0,1,0,400,2073600,0.1,4,3,12.29
1,0,0,50,307200,0.1,4,1,7.23
1,0,1,200,2073600,0.1,4,1,11.7
1,0,1,50,8294400,0.1,8,1,18.45
0,1,0,400,2073600,0.1,4,4,11.85
1,1,0,400,8294400,0.1,8,1,18.84
1,1,0,50,8294400,0.1,8,1,18.36
0,1,0,50,2073600,0.1,4,2,9.69
1,0,1,200,8294400,0.1,8,1,17.63
1,0,0,50,307200,0.1,1,1,7.29
1,0,1,50,2073600,0.1,8,1,11.33
0,1,0,100,2073600,0.1,4,2,9.67
0,1,0,400,2073600,0.1,1,3,12.41
0,0,1,400,2073600,0.9,1,1,11.68
0,0,1,400,2073600,0.1,1,1,11.91
0,1,0,400,2073600,0.1,1,4,11.98
1,1,0,50,2073600,0.1,8,1,12.11
1,0,1,200,2073600,0.1,8,1,12.09
0,0,1,50,2073600,0.9,1,1,11.82
0,1,0,50,2073600,0.1,1,2,9.44
0,1,0,100,2073600,0.1,1,2,9.36
0,1,0,200,2073600,0.1,1,2,9.76
1,0,1,50,8294400,0.1,1,1,17.72
0,1,0,50,2073600,0.1,4,3,12.34
1,1,0,50,8294400,0.1,1,1,18.29
1,0,1,50,2073600,0.1,1,1,11.85
0,1,0,100,2073600,0.1,4,3,11.69
1,0,1,50,307200,0.1,4,1,7.65
0,0,1,50,2073600,0.1,1,1,12.08
0,1,0,50,2073600,0.1,4,4,11.91
1,0,1,50,307200,0.1,8,1,7.57
1,0,0,400,2073600,0.9,4,1,11.54
0,1,0,100,2073600,0.1,4,4,12.75
1,0,0,400,2073600,0.9,1,1,11.27
1,1,0,50,307200,0.1,8,1,8.1
1,0,0,400,2073600,0.1,4,1,11.05
1,0,1,50,307200,0.1,1,1,7.52
0,1,0,400,2073600,0.1,4,2,9.9
1,1,0,50,307200,0.1,1,1,8.25
1,0,1,50,307200,0.9,4,1,7.71
0,1,0,50,2073600,0.1,1,3,12.12
1,0,1,50,307200,0.9,8,1,7.91
1,0,0,400,2073600,0.1,1,1,11.23
1,1,1,50,8294400,0.1,8,4,19.53
0,1,0,100,2073600,0.1,1,3,12.37
1,1,1,50,8294400,0.1,8,3,18.38
1,0,1,400,8294400,0.1,2,3,17.78
1,1,1,50,8294400,0.1,8,2,9.96
1,0,1,400,8294400,0.1,2,4,17.98
1,1,0,400,8294400,0.9,8,1,18.53
0,1,0,50,2073600,0.1,1,4,12.82
1,0,1,400,2073600,0.1,2,3,11.71
1,1,0,50,8294400,0.9,8,1,18.07
1,0,1,400,2073600,0.1,2,4,12.04
0,1,0,100,2073600,0.1,1,4,12.37
1,1,0,400,8294400,0.1,2,3,19.35
1,1,0,400,8294400,0.1,2,4,18.2
0,1,0,400,2073600,0.1,1,2,9.69
1,1,0,400,2073600,0.1,2,3,12.05
1,1,1,50,307200,0.1,8,2,10.44
1,1,1,50,307200,0.1,1,4,8.38
1,1,0,400,2073600,0.1,2,4,12.39
