ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,performance
0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,93443.4
0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,89125.8
0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,75716.8
0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,74058.6
0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,74706.0
0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,78059.4
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53879.2
1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,66265.8
0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,74930.6
0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,79738.0
0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,79581.4
0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,63809.6
1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,89732.0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,56539.0
0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,79251.6
0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,87914.2
0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,94164.8
0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,71512.6
0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,83848.8
0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,64564.2
1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,85909.4
1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,70427.8
0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,70358.2
0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,67202.4
1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,76279.8
1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,70113.0
1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,60404.8
1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,78511.4
1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,89072.4
1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,91365.6
0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,91490.0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,63235.8
0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,74201.8
0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,76975.6
1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,94038.0
1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,77981.6
1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,68655.0
0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,78327.4
0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,81726.0
0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,77339.4
1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,73681.2
0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,67426.8
0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,74439.0
0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,67187.8
0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,80771.6
1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,81195.4
1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,66007.4
1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,61041.8
1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,69928.6
0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,66004.0
0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,91558.4
1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,75080.2
0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,76872.6
1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,86706.2
0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,93561.2
1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,75972.4
1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,67254.8
1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,73627.0
0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,69999.4
1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,75080.4
0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,84203.0
1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,82583.2
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,65031.0
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,71925.8
0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,82661.8
1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,83599.8
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,81854.8
0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,69823.2
1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,67337.6
0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,82217.6
0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,94231.0
0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,86643.4
0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,81128.6
1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,66974.8
1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,68719.2
1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,85658.4
1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,79230.6
1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,76793.4
0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,67558.4
1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,86115.0
1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,85265.6
1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,96795.2
1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,67049.8
0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,65962.6
0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,81364.2
1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,73121.0
0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,91400.6
0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,91681.4
1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,88373.4
0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,77984.8
1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,87961.4
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,72124.2
1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,82081.0
0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,76886.4
1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,65151.8
1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,88059.4
0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,71262.8
1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,78303.4
1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,73782.2
1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,76897.6
1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,78429.2
1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,77961.8
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,72333.6
0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,97332.2
0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,74511.0
1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,71037.4
0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,80479.2
1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,78656.0
0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,82738.2
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,61142.2
0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,87724.4
1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,91095.4
0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,68950.4
0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,97371.8
0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,72250.0
1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,80635.6
0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,94503.8
0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,92423.8
0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,72740.2
0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,88289.2
1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,76226.6
1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,85766.0
0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,81331.2
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,68409.0
1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,88904.0
0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,84337.0
0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,63975.0
1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,86358.6
1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,78413.4
0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,85390.4
1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,66358.8
0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,71234.2
1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,72287.2
1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,73796.0
0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,64780.6
0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,93371.6
1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,81930.6
1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,85557.2
0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,93541.8
1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,75292.8
1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,66350.6
0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,88773.6
1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,84273.6
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,74224.2
1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,65500.8
1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,83161.6
1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,75519.4
0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,82221.8
0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,76987.4
0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,79755.2
0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,94774.8
1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,76778.6
1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,83148.6
1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,70187.8
1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,61262.4
1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,81057.2
0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,66340.2
1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,88073.6
0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,73114.0
1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,78860.0
0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,80534.0
0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,94261.4
1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,80048.2
0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,81609.4
0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,82689.4
0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,90145.2
0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,81985.2
1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,76171.2
1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,76625.4
1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,73510.8
0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,74222.0
1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,73225.4
1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,83962.4
0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,72666.4
1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,72914.0
1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,88921.0
0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,81075.4
0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,96996.2
1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,62664.8
1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,67272.2
1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,79766.8
0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,68145.2
0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,66463.8
0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,70523.4
1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,84552.8
1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,69451.0
0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,81811.8
0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,74441.2
1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,87218.4
0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,75200.6
0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,73352.0
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,86682.0
0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,86065.6
0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,87601.8
1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,78411.0
0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,83364.6
1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,63230.6
1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,84172.6
1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,91678.4
1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,91907.2
0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,84528.0
0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,84881.4
1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,79957.6
1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,69220.0
0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,76750.6
0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,71336.2
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,83163.4
0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,70339.0
1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,71585.6
0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,88752.2
0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,97814.6
1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,97642.0
1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,86226.2
1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,75067.6
0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,70922.2
1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,80839.0
0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,61872.2
0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,72293.4
0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,68235.2
0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,83103.2
1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,94042.6
1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,78773.0
1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,82088.2
1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,80390.0
1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,66980.4
1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,88447.4
0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,64196.0
1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,88864.8
1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,78954.6
0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,72476.4
1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,90435.0
0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,81840.0
0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,71655.8
1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,74323.8
0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,71345.2
1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,88139.0
1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,72776.6
0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,88215.8
1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,87819.2
1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,68762.4
0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,74309.4
0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,74587.2
1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,62251.8
1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,87827.0
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,73596.8
1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,76089.4
0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,75604.0
1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,85957.8
1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,73420.4
0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,70235.4
1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,88881.4
0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,75006.6
1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,88037.2
1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,64498.0
1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,92295.4
1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,79253.0
1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,89743.8
1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,62390.4
1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,85251.4
1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,60418.8
0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,71887.0
0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,70749.8
0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,74307.8
1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,87052.2
1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,75467.8
0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,66450.2
1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,76899.2
1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,70384.0
0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,73668.2
1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,77972.4
0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,91729.8
0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,77961.6
1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,74992.2
0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,71444.2
1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,96706.2
1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,90946.4
0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,72434.4
1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,69289.2
1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,67660.0
0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,77989.8
0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,85671.8
1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,76005.6
1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,71889.8
1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,84966.6
0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,66095.0
1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,64141.4
0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,74156.0
0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,86075.4
1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,62331.0
1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,65463.2
0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,88665.6
0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,74587.8
1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,74219.4
1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,77268.0
1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,90566.0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,64734.4
0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,72608.2
0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,95114.8
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,96221.8
0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,85668.0
0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,81413.0
1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,89571.4
0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,81311.4
1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,89012.2
0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,84635.6
1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,78670.0
1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,67258.8
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,64514.6
1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,70866.0
1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,80457.8
1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,69971.6
0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,66639.6
1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,70451.6
0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,61327.4
1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,80879.0
0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,72803.0
1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,86777.2
0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,75560.6
1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,74623.4
1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,94054.4
1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,88024.2
1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,71569.2
1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,77658.8
1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,88255.6
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,83491.8
0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,75374.4
0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,66270.6
1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,62366.4
0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,78965.6
1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,81836.8
0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,66880.2
0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,76000.0
0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,77273.6
0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,68401.0
0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,70638.6
0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,89820.8
0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,67382.0
0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,79670.4
0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,91306.2
1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,71181.0
1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,83407.4
0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,74576.2
0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,81991.6
0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,90589.2
0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,68853.0
0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,80767.0
0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,85585.2
1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,82137.0
1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,85498.2
0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,68174.8
1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,88375.2
1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,72908.2
0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,78256.8
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,74619.0
1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,75541.0
0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,81787.4
1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,70752.6
1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,85621.0
1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,75528.6
0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,83408.6
1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,82323.2
0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,77848.0
1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,70788.0
1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,81836.0
0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,90369.6
0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,72941.8
1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,68978.8
1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,81029.6
0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,66076.8
0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,84350.6
0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,81978.4
0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,64247.2
1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,87164.2
1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,78018.6
1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,67104.2
